IPI,UniProt,Name,Log[Intensity],NumPeptides,Mito,ER,Golgi,ERGDV,EE,RE/TGN,PM,PS,Cyto,Notes
IPI00315187,Q9CYS0,"hypothetical protein, full insert sequence ",3.55268989825827,3,,,,,,Probably,,,,"No annotated location"
IPI00315226,O88568,"Heterogenous nuclear ribonucleoprotein U ",3.83947960508949,5,,,,,,Probably,Probably,,,"Cytoplasmic - de Hoog, Foster, Mann (2004) Cell 117(5):649-68"
IPI00315227,O88569,"Heterogeneous nuclear ribonucleoproteins A2/B1 ",4.00197565409884,5,,,,,,Probably,Probably,,Yes,"Cytoplasmic - de Hoog, Foster, Mann (2004) Cell 117(5):649-66"
IPI00315299,P29391,"ferritin light chain 1, full insert sequence ",3.62677521966385,4,,,,,,,,,Yes,
IPI00315302,Q9CQ75,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2 ",4.221350309,1,Yes,,,,,,,,,
IPI00315452,P23492,"Purine nucleoside phosphorylase ",4.95137357771523,5,,,,,,,,,Probably,"No annotated location"
IPI00315488,Q9D0I9,"Arginyl-tRNA synthetase ",4.28610629695349,5,,,,,,,,,Yes,
IPI00315538,Q9D0M1,"RIKEN cDNA 5730409F23 ",3.6669161722104,5,,,,,,Probably,Probably,,,"No annotated location"
IPI00315548,O09167,"ribosomal protein L21, full insert sequence ",4.50143169755789,3,,,,Yes,,Co-migrating,,,,
IPI00315581,O35660,"Glutathione S-transferase Mu 6 ",5.92032482913519,3,,,,,,,,,Yes,
IPI00315879,Q9D1A2,"Cytosolic nonspecific dipeptidase ",3.99637038470773,5,,,,,,,,,Yes,
IPI00316067,O88736,"Estradiol 17-beta-dehydrogenase 7 ",3.75898444571538,5,,Yes,,,,,Probably,,,
IPI00316133,Q9CS54,"signal recognition particle 72 ",3.63124025266891,5,,Yes,,,,,,,,
IPI00316314,Q9QXE0,"2-hydroxyphytanoyl-CoA lyase ",3.95407329778149,5,,,,,,,,,Probably,
IPI00316329,P04104,"keratin complex 2, basic, gene 1, full insert sequence ",4.46987448854989,2,,,,Probably,,,,,,Cytoskeleton
IPI00316359,Q9QXK3,"Coatomer gamma-2 subunit ",3.95533087673186,3,,,,,,,No,,,
IPI00316682,Q9QYE6,"Golgi autoantigen, golgin subfamily A member 5 ",3.42444088038851,2,,,Yes,,,,,,,
IPI00316822,O88962,"Cytochrome P450 8B1 ",3.9742955035679,5,,,,Yes,,,,,,
IPI00317074,Q9QZD8,"Mitochondrial dicarboxylate carrier ",3.95351965,2,Yes,,,,,,,,,
IPI00317081,Q9QZE5,"Coat protein gamma-cop ",4.44077358815741,5,,,,,Yes,Yes,No,,,
IPI00317216,Q9CV24,"eukaryotic translation initiation factor 2A, full insert sequence ",4.09112733782432,5,,Yes,,,,Probably,,,Yes,"Associating with membranes?"
IPI00317309,P48036,"Annexin A5 ",4.59886585670442,5,,,,,,,,,Yes,
IPI00317356,P52430,"Serum paraoxonase/arylesterase 1 ",4.54541066899906,5,,Yes,,,,,,,,"Secretory pathway"
IPI00317590,P62270,"40S ribosomal protein S18 ",5.11140751223745,5,,,,Yes,,Co-migrating,,,,
IPI00317604,Q9D662,"Protein transport protein Sec23B ",4.22319374992564,5,,,,,,Yes,,No,,
IPI00317794,P09405,"nucleolin, full insert sequence ",4.18191760620992,5,,No,,,,No,No,,,
IPI00317876,Q9CX03,"THREONYL-TRNA SYNTHETASE homolog, similar to",4.35550349178666,5,,,,,,,,,Yes,
IPI00318182,Q8CDM9,"talin 2, full insert sequence ",3.71954531182527,2,,,,,,,Probably,,,Cytoskeleton
IPI00318204,Q9D7G0,"Sid6061p ",5,,,,,,,Probably,,,,
IPI00318210,Q9EQ20,"Methylmalonate-semialdehyde dehydrogenase ",4.562403096,5,Yes,,,,,,,,,
IPI00318415,Q9CXR8,"RSLY1P homolog ",3.71041855705143,5,,,Yes,,Yes,Yes,,,,
IPI00318492,P25444,"40S ribosomal protein S2 ",5.06535569462903,5,,,,Yes,,Co-migrating,Co-migrating,,,
IPI00318545,Q9Z0S1,"3'(2'),5'-bisphosphate nucleotidase 1 ",3.95188339600124,5,,,,,,,,,Yes,
IPI00318577,Q9EQF5,"Dihydropyrimidinase ",4.81065373957596,5,,,,,,,,Probably,Probably,"No annotated localization"
IPI00318595,Q9EQH2,"Adipocyte-derived leucine aminopeptidase precursor ",3.99253999789546,5,,Yes,,,,,,,,"Secretory pathway"
IPI00318614,Q8C2R9,"isocitrate dehydrogenase 2 (NADP+), mitochondrial ",4.19579660909717,5,Yes,,,,,,,,Probably,
IPI00318619,Q8CEG4,"valosin containing protein, full insert sequence ",5.42208340273133,5,,,,,,,,,Yes,
IPI00318750,Q99LB2,"Dehydrogenase/reductase SDR family member 4 ",3.802449051,3,No,,,,,,,,,
IPI00319231,P11174,"ribosomal protein S15 ",4.12676936000646,5,,Yes,,,,,,,,
IPI00319320,P28660,"Nck-associated protein 1 ",3.032994008,1,Probably,,,,,,,,,"Membrane protein"
IPI00319488,Q6PAK0,"golgi autoantigen, golgin subfamily b, macrogolgin 1 ",3.54846190571048,5,,,Yes,,,,,,,
IPI00319509,P97449,"alanyl (membrane) aminopeptidase ",3.63709542599972,5,,,,,,Yes,,,,
IPI00319518,Q9DBP9,"protease, serine, 15 ",3.582678192,1,Yes,,,,,,,,,
IPI00319525,Q9ET01,"Glycogen phosphorylase, liver form ",6.28219844102687,5,,,,,,,Probably,,,"No annotated location"
IPI00319652,P11352,"Glutathione peroxidase ",5.06900681753968,5,,,,,,,,,Yes,
IPI00319665,Q8CHQ9,"Camello-like 2 ",4.27464022843273,5,,Probably,,,,,,,,"Integral membrane protein"
IPI00319689,Q8CI51,"Enigma homolog ",3.41109245153389,3,,,,,,Probably,,,,"No annotated localization"
IPI00319973,O55022,"progesterone receptor membrane component ",4.80272321589029,5,,,,,Probably,,,,,"Membrane protein"
IPI00319994,P06151,"lactate dehydrogenase 1, A chain ",5.54036797444377,5,,,,,,,Probably,,Yes,
IPI00320016,Q99K48,"Non-POU-domain-containing, octamer binding protein ",3.29839688714616,1,,,No,,,,,,,
IPI00320028,Q99JW2,"Aminoacylase 1 ",3.33157497698323,3,,,,,,,,,Yes,
IPI00320065,P11609,"T-cell surface glycoprotein CD1d1 precursor ",3.67628779565948,3,,,No,,Yes,,Yes,,,
IPI00320163,Q91VC6,"glutamate-ammonia ligase (glutamine synthase) ",5.36110770672594,5,,No,,,,No,,,,
IPI00320217,P80314,"T-complex protein 1, beta subunit ",4.65662049394711,5,,Yes,,,,Probably,Probably,,Yes,Cytoplasmic
IPI00320400,Q9DCD0,"6-phosphogluconate dehydrogenase, decarboxylating ",3.99700489426187,5,,,,,,,,,Yes,
IPI00320420,Q06890,"Clusterin precursor ",3.6842956046495,3,,,,Yes,,Yes,Yes,,,"Secretory pathway. Endocytosed?"
IPI00320459,Q8R0W0,"Epiplakin ",3.78090427366458,2,,,,,,,Yes,,,
IPI00320462,Q8R164,"Valacyclovir hydrolase precursor ",3.897640949,5,Yes,,,,,,,,,
IPI00320503,Q8R0Y8,"Hypothetical protein ",3.446720894,1,Yes,,,,,,,,,
IPI00320643,P27546,"Microtubule-associated protein 4 ",3.90397167038473,3,Probably,,,,,,,,,"No annotated location"
IPI00320847,O08756,"hydroxyacyl-Coenzyme A dehydrogenase type II ",4.196107793,5,Yes,,,,,,,,,
IPI00320850,Q99MR8,"Methylcrotonyl-CoA carboxylase alpha chain, mitochondrial precursor ",2.494891206,4,Yes,,,,,,,,,
IPI00321170,P27659,"Ribosomal protein L3 ",4.54127606359681,5,,,,Yes,No,,,Probably,,
IPI00321190,Q61207,"Sulfated glycoprotein 1 precursor ",4.297769746,1,Yes,,,,,,,,,
IPI00321308,Q8BGQ7,"Alanyl-tRNA synthetase ",4.2238308390957,5,,,,,,,,,Yes,
IPI00321393,O54754,"Aldehyde oxidase ",3.73738494877618,5,,,,,,,,,Yes,
IPI00321617,P34914,"Soluble epoxide hydrolase ",5.41070190163114,5,No,,,,,,,,Yes,
IPI00321634,Q9DBH5,"Vesicular integral-membrane protein VIP36 precursor ",3.92648124444961,5,,No,,Yes,,,,,,
IPI00321644,Q8CIM7,"cytochrome P450, family 2, subfamily d, polypeptide 26 ",5.15069925021525,5,,Yes,,,,Probably,,,,"No annotated localization"
IPI00321666,P01898,"MHC (Qa) Q10-k class I antigen ",3.92787951419235,5,,Yes,,Yes,Yes,Yes,Yes,,,
IPI00321718,Q61336,"BAP ",4.234016197,5,Yes,,,,,,,,,
IPI00321734,Q8R3T1,"Glyoxalase 1 ",5.27126133441931,5,,,,,,,,,Probably,
IPI00321816,Q61390,"T-complex protein 1, zeta-2 subunit ",3.65402772912578,5,,Yes,,,,,,,,
IPI00321872,Q6IS65,"Coenzyme A diphosphatase ",4.4161184485509,2,,,,,,Probably,,,Yes,"Associated with membranes?"
IPI00321999,Q9DCC4,"THYRO1000934 PROTEIN, similar to",3.62736631930663,1,,,,,,,,,Probably,"No annotated location"
IPI00322096,Q9DCL9,"Multifunctional protein ADE2 ",3.49828907044354,5,,,,,,Probably,Probably,,Probably,"No annotated location"
IPI00322156,Q9DCP2,"solute carrier family 38, member 3, full insert sequence ",3.9635718297181,3,,No,,,,,,,,
IPI00322209,P11679,"Cytokeratin endo A ",5.22188527622873,5,Probably,,,,,,Probably,,,"Cytoskeletal - membrane associated?"
IPI00322304,Q99PS5,"Histidine-rich glycoprotein ",3.34798853841935,3,,,,,,Probably,,,,"Bulk endocytosis"
IPI00322312,Q99PT1,"Rho GDP-dissociation inhibitor 1 ",4.53600277513156,3,,,,,,,,,Yes,
IPI00322497,Q61559,"IgG receptor FcRn large subunit p51 precursor ",3.94443133928633,3,,,,,,Probably,,,,Endocytosed?
IPI00322562,P62264,"40S ribosomal protein S14 ",4.58516182811458,4,,,,Yes,,Co-migrating,Co-migrating,,,
IPI00322610,Q9DBL7,"Bifunctional coenzyme A synthase ",3.91556112737099,4,,,,,,,,,Yes,
IPI00322828,Q9WUA2,"Phenylalanyl-tRNA synthetase beta chain ",4.55840895190483,5,,,,Probably,,Probably,,,,Cytoplasmic
IPI00322869,P61222,"ATP-binding cassette sub-family E member 1 ",3.86467802040227,5,,,,,,,Probably,,,"Associated with membrane?"
IPI00323075,Q91XH0,"ribophorin II ",4.034768322595,5,No,Yes,,,,,,,,
IPI00323166,Q61941,"NAD(P) transhydrogenase, mitochondrial precursor ",3.879504566,1,Yes,,,,,,,,,
IPI00323179,P50396,"Rab GDP dissociation inhibitor alpha ",4.20236470509441,5,,,,,,,,,Yes,
IPI00323357,P08109,"Heat shock cognate 71 kDa protein ",5.51641431003821,5,,,,,,,,,Yes,
IPI00323398,,"CYTOCHROME P450 2A4",3.94443452655514,5,,Probably,,Probably,,Probably,Probably,,,
IPI00323496,Q9QZ85,"Interferon-inducible GTPase ",4.34253101966546,5,,,,Probably,,Probably,Probably,,,"No annotated location"
IPI00323571,P08226,"Apolipoprotein E precursor ",5.15760345116602,5,,,,Yes,,,Yes,,,
IPI00323624,P01027,"Complement C3 precursor ",4.61000782208796,5,No,,,Yes,,Yes,,,,
IPI00323806,Q8BP67,"60S ribosomal protein L24 ",4.74781796008882,4,,,,,,Co-migrating,,,,
IPI00323816,Q63836,"Selenium-binding protein 2 ",5.95021080904291,5,,,,,,,,,Yes,
IPI00323819,P60867,"40S ribosomal protein S20 ",4.01511111997516,4,,,,,,,,,Yes,
IPI00323881,P70168,"Importin beta-1 subunit ",3.86231997132297,5,,,,,,,,,Yes,
IPI00323908,P24456,"Cytochrome P450 2D10 ",5.39841152629754,5,,Yes,,,,No,No,,,
IPI00323911,P24472,"Glutathione S-transferase 5.7 ",4.68770513748926,5,,,,,,,Probably,,Yes,
IPI00323971,P24547,"Inosine-5'-monophosphate dehydrogenase 2 ",3.20461763813099,2,,,,,,,,,Probably,"No annotated location"
IPI00329942,P40336,"Vacuolar protein sorting 26 ",4.20307408561854,5,,,,Yes,,,Yes,,,
IPI00330063,P47753,"F-actin capping protein alpha-1 subunit ",4.14205663810882,2,Probably,Probably,,Probably,,Probably,Probably,,Probably,"Cytoskeletal - associated with organelles?"
IPI00330094,P97742,"Carnitine O-palmitoyltransferase I, mitochondrial liver isoform ",4.029865602,1,Yes,,,,,,,,,
IPI00330303,Q9CWJ9,"Bifunctional purine biosynthesis protein PURH ",3.57391706533076,3,,,,,,,,,Yes,
IPI00330326,Q80UN0,"Usp14 protein ",3.92089094190582,4,,,,,,,,,Yes,
IPI00330329,Q7TMF2,"3'-5' exonuclease ERI1 ",5.562877941,1,Probably,,,,,,,,,"RNA processing in mitochondria?"
IPI00330594,P70194,"C-type lectin 13 ",3.35858064781986,2,,,Yes,,,Yes,Yes,,,
IPI00330627,Q9CY64,"Biliverdin reductase A precursor ",3.69176860303342,2,,,,,,,,,Yes,
IPI00330685,Q80X81,"Acetyl-Coenzyme A acetyltransferase 3 ",4.81422489852864,5,,,,Probably,,,Probably,,Probably,
IPI00330688,Q80X85,"Mitchondrial ribosomal protein S7 ",4.323094439,3,Yes,,,,,,,,,
IPI00330719,Q80XE6,"Murinoglobulin 1 ",4.61266750088072,5,,Yes,,,,Probably,,,,"Secretory pathway, Bulk endocytosis?"
IPI00330754,Q8R0C8,"3-hydroxybutyrate dehydrogenase ",3.915391917,4,Yes,,,,,,,,,
IPI00330760,P17751,"Triosephosphate isomerase ",5.29494007387351,5,,,,,,,,,Yes,
IPI00330804,P07901,"Hspca protein ",5.53693557605979,5,,,,,,,,,Yes,
IPI00330805,Q80Y54,"Tubulin, beta 4 ",5.60396705429011,5,,,,,,,,,Yes,
IPI00330833,P06684,"Complement C5 precursor ",3.53377191399766,1,,,,,,,Yes,,,
IPI00331038,Q8C174,"RIKEN cDNA 5730596K20 ",4.02626756094224,5,,Probably,,,,,,,,"No annotated location"
IPI00331111,Q8BTY1,"Kynurenine--oxoglutarate transaminase I ",4.14197056420553,5,,,,,,,,,Yes,
IPI00331121,Q9JJI8,"60S ribosomal protein L38 ",4.25030151179905,3,No,,,Yes,,,,,,
IPI00331127,Q8VCF3,"RIKEN cDNA 0610038K03 ",5.1222952647179,5,,,,,,,,,Probably,
IPI00331128,P55258,"Cell line NK14 derived transforming oncogene ",4.40911524985545,4,,Probably,,Probably,,Yes,Yes,,,
IPI00331146,Q9DBP5,"RIKEN cDNA 0610011D08 ",4.44674402094722,5,,,,,,,,,No,
IPI00331153,Q8VCW3,"Tryptophan 2,3-dioxygenase ",4.01932483493789,5,,Probably,,,,Probably,Probably,,Probably,"No annotated location"
IPI00331174,P80313,"T-complex protein 1, eta subunit ",4.28455629642183,5,,,,,,Probably,,,Yes,Cytoplasmic
IPI00331185,P42932,"T-complex protein 1, theta subunit ",4.31523396684538,5,,,,Yes,,Probably,Probably,,,Cytoplasmic
IPI00331241,P30115,"Glutathione S-transferase Yc ",5.66480553772548,5,,,,Probably,,,,,Yes,"Cytoplasmic localization"
IPI00331244,Q8BYH4,"DXImx40e protein ",3.78047711355607,5,,,,Probably,Probably,,,,,"No annotated localization"
IPI00331251,Q91W85,"Acyl-Coenzyme A dehydrogenase, short chain ",4.359359672,5,Yes,,,,,,,,,
IPI00331262,Q91WG8,"Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase ",4.05343137692346,5,,,,,,,,,Yes,
IPI00331286,Q91XJ8,"beta-2 microglobulin, full insert sequence ",4.30115014447881,4,,,,,,Yes,,,,"Secretory pathway? Endocytic pathway?"
IPI00331295,P97379,"Ras-GTPase-activating protein binding protein 2 ",3.64303772283682,5,,,,,Probably,,,,,"No annotated location"
IPI00331316,Q9CPQ8,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit g, full insert sequence ",3.825168123,1,Yes,,,,,,,,,
IPI00331322,Q91VS7,"microsomal glutathione S-transferase 1 ",4.533696263,3,Yes,,,,,,,,,
IPI00331332,Q9CPP6,"NADH-ubiquinone oxidoreductase 13 kDa-B subunit ",3.453348623,1,Yes,,,,,,,,,
IPI00331394,Q8CAJ7,"aspartyl aminopeptidase, full insert sequence ",4.14583265833106,4,,,,,,,,,Yes,
IPI00331436,Q9CPY7,"CYTOSOL AMINOPEPTIDASE (EC 3.4.11.1) (LEUCINE AMINOPEPTIDASE) (LAP) (LEUCYL AMINOPEPTIDASE) (PROLINE AMINOPEPTI ",5.0954623533303,5,,,,,,,,,Yes,
IPI00331442,Q9D6Y7,"Peptide methionine sulfoxide reductase ",3.91183219869135,5,,,,,,,,,Yes,
IPI00331461,Q9CXW4,"hypothetical Ribosomal protein L5 containing protein, full insert sequence ",4.44819336697452,4,Probably,,,,,Probably,,,,"No annotated location"
IPI00331490,Q8CG76,"Aflatoxin B1 aldehyde reductase member 2 ",4.59124525761182,5,,,,,,,Probably,,Probably,
IPI00331523,Q8CIG7,"Nice-4 protein homolog isoform 2 ",3.44848992748797,4,,,,,,Probably,,,,"No annotated location"
IPI00331541,P47857,"Phosphofructokinase, muscle ",3.21109846199334,1,,,,,,,,,Yes,
IPI00331549,Q99L04,"Dehydrogenase/reductase SDR family member 1 ",4.18460019052389,5,,Probably,,,,,,,,"Family members also found in ER"
IPI00331555,Q99L69,"Branched chain ketoacid dehydrogenase E1, alpha polypeptide ",3.978114921,5,Yes,,,,,,,,,
IPI00331556,Q61316,"Heat shock protein 4 ",4.07256071734391,5,,,,,,,,,Yes,
IPI00331564,Q99LD3,"Dihydrolipoamide dehydrogenase ",3.899395589,3,Yes,,,,,,,,,
IPI00331590,Q8R1P0,"Malate dehydrogenase 2, NAD ",4.790270134,5,Yes,,,,,,,,,
IPI00331596,Q9CX01,"peroxisomal trans 2-enoyl CoA reductase ",4.02106355318731,5,,,,,,,,,Probably,
IPI00331650,Q64471,"glutathione S-transferase, theta 1, full insert sequence ",3.98660882445833,5,,,,,Probably,,Probably,,Yes,
IPI00331663,P61750,"ADP-ribosylation factor 4 ",3.87619310021446,3,,,,,,Yes,Yes,,Yes,
IPI00331680,P97328,"Ketohexokinase ",4.85752966311036,3,,,,,,,,Probably,Yes,
IPI00331692,Q8QZV3,"Dodecenoyl-Coenzyme A delta isomerase ",4.254194662,5,Yes,,,,,,,,,
IPI00331707,Q8JZK9,"Hmgcs1 protein ",4.02632963527203,5,,,,,,,,,Yes,
IPI00331734,P17317,"Histone H2A.z ",3.82909272900796,1,,,Probably,,,,,,,Biosynthesis
IPI00336324,P14152,"Malate dehydrogenase, cytoplasmic ",5.55850800952272,5,,,,,,,,,Yes,
IPI00336362,O35945,"aldehyde dehydrogenase family 1, subfamily A7, similar to",5.77639028731496,5,,,,,,,Yes,,Yes,
IPI00336741,P02304,"Hist1h4i protein ",4.14723151162974,5,,,,,,No,,,Probably,"Partitioning between nucleoplasm & cytosol"
IPI00336807,Q8CFN6,"2210409H23Rik protein ",4.65992465981503,2,,,,,,,Probably,,Yes,
IPI00336874,Q60668,"Heterogeneous nuclear ribonucleoprotein D0 ",3.88259912135969,3,,,,Probably,,Probably,Probably,,Yes,"Cytoplasmic - de Hoog, Foster, Mann (2004) Cell 117(5):649-62"
IPI00337053,P31254,"ubiquitin-activating enzyme E1, Chr Y 1, full insert sequence ",3.99490240807588,3,,,,,,,,,Probably,"No annotated location"
IPI00337957,P58252,"Elongation factor 2 ",5.43449656332336,5,,Yes,,,,Co-migrating,,,,
IPI00337980,P35282,"Ras-related protein Rab-21 ",4.06146410924382,1,,Yes,,Yes,,,,,,
IPI00338039,Q99J49,"Tubulin, beta 2 ",5.43468051294327,5,,,,,,,,,Yes,
IPI00338536,Q9CQA3,"DJ37C10.2 ",4.51189949,4,Yes,,,,,,,,,
IPI00338628,Q99JL6,"Rpl10a protein ",4.28176745839111,5,,,,Yes,,Co-migrationg,,,Yes,
IPI00338964,O55143,"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 ",4.2028227724663,5,,Yes,,,,,,,,
IPI00339916,Q8CGC7,"Bifunctional aminoacyl-tRNA synthetase ",4.59729809774855,5,,,,,,,,,Yes,
IPI00341282,Q9CQQ7,"ATP synthase B chain, mitochondrial precursor ",4.169861192,2,Yes,,,,,,,,,
IPI00344681,Q8R0U6,"expressed sequence AI427122 ",3.83676420993244,2,,,,,,,,,Probably,"Bound to free actin?"
IPI00344912,Q62257,"Contraspin precursor ",4.85433152864249,5,,Yes,,,,,,,Probably,
IPI00344932,XP_149291,"hypothetical protein XP_149291 ",3.44256951237809,2,,,,,,Probably,,,,"No annotated location"
IPI00345096,Q8BWT3,"KIAA1630 protein, similar to",3.204053898,1,Probably,,,,,,,,,
IPI00346617,XP_149717,"microsomal glutathione S-transferase 3, similar to",4.19763574533079,1,,,,,,,,,Probably,"No annotated location"
IPI00346834,XP_128174,"RIKEN cDNA 2310001L23 ",4.27463113182581,5,,,,,,,Probably,,,"No annotated location"
IPI00346870,XP_126911,"hypothetical protein FLJ10579, similar to",4.20769504070257,5,,,,,,Probably,,,,"No annotated location"
IPI00346965,O35643,"Adapter-related protein complex 1 beta 1 subunit ",4.91409202247853,5,,,,,,Yes,,,,
IPI00347110,Q6NXH9,"Type II keratin Kb36 ",4.40653767664708,3,Probably,,,Probably,,Probably,Probably,,,Cytoskeleton
IPI00347394,Q6P7U7,"RIKEN cDNA 1300001I01 ",4.28578782804272,5,,,,,,Probably,,,,
IPI00348094,XP_283812,"tubulin Mbeta 1, similar to",4.81658969822865,2,,,,,,,,,Yes,
IPI00348307,XP_285129,"Elongation factor 1-alpha 1 (EF-1-alpha-1) (Elongation factor 1 A-1) (eEF1A-1) (Elongation factor Tu) (EF-Tu), similar to",5.13238804413204,5,,,,,,Co-migrating,Co-migrating,,Yes,
IPI00348328,Q6IFT3,"Keratin Kb40 ",4.35023413659343,4,,,,Probably,,,Probably,,,Cytoskeleton
IPI00350590,Q9JLT4,"Thioredoxin reductase 2, mitochondrial precursor ",3.200327164,1,Yes,,,,,,,,,
IPI00350781,Q91WL5,"cytochrome P450, 4a10, similar to",4.74155271467547,5,,Yes,,,,,,,,
IPI00351315,Q9R049,"Autocrine motility factor receptor ",3.10340718415104,1,,,Probably,,,,,,,
IPI00351817,XP_139510,"glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)  (EC 1.2.1.12) - mouse, similar to",3.39605745937316,5,,,,,,,,Probably,Yes,
IPI00351821,XP_139515,"FLJ20699 protein, similar to",4.1077226904504,5,,,,,,,,,Probably,"No annotated location"
IPI00352124,P97872,"Flavin containing monooxygenase 5 ",4.81534784768791,5,,Yes,,Yes,,,,,,
IPI00352984,Q00519,"Xanthine dehydrogenase/oxidase ",4.30199936269973,5,,,,,,No,,,No,
IPI00353099,P35979,"60S ribosomal protein L12 ",4.09473641016625,5,,,,,,Co-migrating,,,,
IPI00354313,,"Ensembl_locations(Chr-bp):8-106250554 ",4.38104289294363,4,,Probably,,,,Probably,,,,
IPI00354363,Q6P1A9,"Rpl7a protein, similar to",4.91954113449135,5,,,,,,,Co-migrationg,,,
IPI00355229,,"Ensembl_locations(Chr-bp):1-110797366 ",4.3866287247973,5,,Probably,,,,Probably,,,Probably,
IPI00355246,Q91Z16,"Protein C9orf10, similar to",3.19382792156232,2,,,,Probably,,,,,,"No annotated location"
IPI00355294,XP_141785,"60S ribosomal protein L7a (Surfeit locus protein 3) (PLA-X polypeptide), similar to",3.82018120748206,2,,,,,,Co-migrating,,,,
IPI00355825,XP_150350,"UDP-glucuronosyltransferase 1-1 precursor, microsomal (UDPGT) (UGT1*1) (UGT1-01) (UGT1.1) (UGT1A1) (UGTBR1), similar to",4.64833685939576,5,,,,,,Probably,,,,"No annotated location"
IPI00357048,XP_129159,"apobec-1 complementation factor ",3.66122686533172,5,,,Probably,,,,,,Probably,
IPI00357250,Q9CVC8,"CYTOCHROME P450 2C18, similar to",4.24896936936422,1,,Yes,,,,Probably,,,,"No annotated localization"
IPI00357872,Q9Z2I8,"succinate-Coenzyme A ligase, GDP-forming, beta subunit ",4.161272738,5,Yes,,,,,,,,,
IPI00377351,P06728,"Apolipoprotein A-IV precursor ",4.06210461690638,5,,,,Yes,,,Yes,,Probably,
IPI00377592,Q7TQJ7,"Sec31l1 protein ",4.70171967114124,5,,,,,,Probably,Probably,,Probably,"No annotated location"
IPI00378580,Q8CHD7,"j-domain containing protein, required for endocytosis, Receptor Mediated Endocytosis RME-8 (259.2 kD) (rme-8), similar to",3.62531028448027,5,,,,,,Yes,,,,
IPI00378649,XP_355497,"alpha-2u-globulin V precursor - mouse, similar to",4.38929627552432,5,,Yes,,Yes,,,,,,
IPI00379270,Q9D1R9,"60S ribosomal protein L34, similar to",3.99097811649422,3,,,,,,Co-migrating,Co-migrating,,,
IPI00379297,XP_357361,"Ab2-162, similar to",3.60773783373693,3,,,,,,,,,Probably,
IPI00379563,Q9D7V0,"Sid3177p, similar to",3.54392072111414,2,,,,,,,,,Probably,"No annotated location"
IPI00379641,XP_357737,"60S ribosomal protein L23a, similar to",3.99694272495557,2,,,,,No,,,,,
IPI00379694,Q8QZS6,"Hmgcl protein ",4.026055556,5,Yes,,,,,,,,,
IPI00379980,XP_357909,"Protein translation factor SUI1 homolog, similar to",4.1108792222212,2,,Probably,,Probably,,Probably,,,,"No annotated location"
IPI00380311,Q8R0N1,"Aldehyde dehydrogenase 4 family, member A1 ",4.366117328,5,Yes,,,,,,,,,
IPI00380316,Q6P8M2,"1200015F23Rik protein ",3.713327522,2,Probably,,,,,,,,,
IPI00380348,Q9D0F9,"Pgm2 protein ",4.89485661765202,5,,,,,,,,,Yes,
IPI00380436,Q7TPR4,"Alpha-actinin 1 ",4.31098388597282,5,,,,,,,,,Yes,
IPI00380501,P24549,"aldehyde dehydrogenase family 1, subfamily A1 ",6.06307094516087,5,Probably,,,,,,,,Yes,"Attached to mitochondria?"
IPI00381172,XP_356117,"Es1 protein, similar to",4.59644579103614,5,,,,,,,,,Probably,"No annotated localization"
IPI00381178,Q63880,"Liver carboxylesterase precursor (ES-Male) (Esterase-31), similar to",5.53068509751763,5,,Yes,,,,Probably,,,,
IPI00381242,XP_354925,"P45016a-ms2, similar to",4.95248219458031,5,,Probably,,,,Probably,,Probably,,"No annotated location"
IPI00381395,Q61102,"ATP-binding cassette, sub-family B (MDR/TAP), member 7 ",2.453932974,4,Yes,,,,,,,,,
IPI00381413,Q8CAQ8,"Mitochondrial inner membrane protein ",3.806964818,5,Yes,,,,,,,,,
IPI00381603,P17182,"enolase 1, alpha non-neuron ",5.44796601152324,5,,,,,,,Probably,,Yes,Membrane-associated?
IPI00381650,P20670,"Histone H2A.o (H2A/o) (H2A.2) (H2a-615), similar to",3.76339805438391,3,,,Probably,Probably,,,,,,Biosynthesis
IPI00382031,P35545,"Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived), similar to",5.17144710893936,1,,,Probably,,,,,,,"No annotated location"
IPI00387212,Q80UM3,"NMDA receptor-regulated gene 1 ",3.8458896398955,5,,,,Probably,,,Probably,,,Cytoplasmic
IPI00387232,Q9CZ44,"NSFL1 cofactor p47 ",3.05344271756459,2,,,,,,,,,Yes,
IPI00387298,Q922U2,"Keratin complex 2, basic, gene 5 ",4.36831404805325,5,Probably,,,Probably,,,Probably,,,Cytoskeleton
IPI00387379,Q9CQ62,"2,4-dienoyl CoA reductase 1, mitochondrial, full insert sequence ",4.4368591,5,Yes,,,,,,,,,5
IPI00387394,O88686,"Spermatid-specific heat shock protein 70 ",4.63779331695848,5,,,,,,Probably,Probably,,Yes,Cytoplasmic
IPI00387442,Q9D7J9,"PP1494 PROTEIN, similar to",3.674702987,1,Yes,,,,,,,,,
IPI00387491,Q99K67,"Alpha-aminoadipic semialdehyde synthase, mitochondrial precursor ",3.631291919,3,Yes,,,,,,,,,
IPI00387492,Q99JZ6,"Tubulin, beta, 2 ",5.63648233179566,5,,,,,,,,,Yes,
