Protein IDs,Majority protein IDs,Protein names,Gene names,Fasta headers,Marker,Min across,log H/L Con01_04K,log H/L Con01_10K,log H/L Con01_20K,log H/L Con01_40K,log H/L Con01_80K,log H/L Con02_04K,log H/L Con02_10K,log H/L Con02_20K,log H/L Con02_40K,log H/L Con02_80K,log H/L Pra01_04K,log H/L Pra01_10K,log H/L Pra01_20K,log H/L Pra01_40K,log H/L Pra01_80K,log H/L Pra02_04K,log H/L Pra02_10K,log H/L Pra02_20K,log H/L Pra02_40K,log H/L Pra02_80K,log H/L Tam01_04K,log H/L Tam01_10K,log H/L Tam01_20K,log H/L Tam01_40K,log H/L Tam01_80K,log H/L Tam02_04K,log H/L Tam02_10K,log H/L Tam02_20K,log H/L Tam02_40K,log H/L Tam02_80K
Q9Z0M6;Q9Z0M6-3;Q9Z0M6-2,Q9Z0M6;Q9Z0M6-3;Q9Z0M6-2,CD97 antigen,Cd97,sp|Q9Z0M6|CD97_MOUSE CD97 antigen OS=Mus musculus OX=10090 GN=Cd97 PE=1 SV=2;sp|Q9Z0M6-3|CD97_MOUSE Isoform 3 of CD97 antigen OS=Mus musculus OX=10090 GN=Cd97;sp|Q9Z0M6-2|CD97_MOUSE Isoform 2 of CD97 antigen OS=Mus musculus OX=10090 GN=Cd97,Plasma membrane,7,0.239744702,-0.464532254,-0.316504306,0.320381036,1.248388946,0.357908414,-0.453640454,-0.365724461,0.196726072,1.297904866,0.422533913,-0.314180303,-0.256776719,0.330932894,1.125270421,-0.293229517,-1.106306694,-0.924505957,-0.193094166,1.958274711,0.324260444,-0.111430063,-0.270161939,0.417552798,1.263204972,0.098832216,-0.552439948,-0.608036653,-0.256285629,1.728557497
Q9Z127,Q9Z127,Large neutral amino acids transporter small subunit 1,Slc7a5,sp|Q9Z127|LAT1_MOUSE Large neutral amino acids transporter small subunit 1 OS=Mus musculus OX=10090 GN=Slc7a5 PE=1 SV=2,Plasma membrane,5,-0.202212854,-0.566326098,0.102006961,0.947661571,2.04444101,0.286911764,-0.495624191,0.094076491,0.819472213,2.376383688,0.382249646,-0.449760437,-0.001523446,0.737202868,1.706088159,-0.41587471,-1.116726689,-0.533937926,0.351976205,2.730031368,0.257830212,-0.109338785,-0.142636804,0.957516189,1.762227289,-0.042358677,-0.649621067,-0.235687979,0.352987843,2.380721649
P24270,P24270,Catalase,Cat,sp|P24270|CATA_MOUSE Catalase OS=Mus musculus OX=10090 GN=Cat PE=1 SV=4,Peroxisome,15,0.806579751,-0.77202408,-0.78412062,1.365510298,3.755746914,0.373094818,-1.058387641,-1.08273843,1.032345525,2.894050798,0.718300052,-0.820493873,-0.88170164,1.10827843,3.616645883,0.679342588,-0.474781706,-0.449339764,1.329688711,2.510894608,0.830915765,-0.725373245,-0.780961922,0.501904187,2.269639769,0.463438053,-1.213944112,-1.117660273,0.599520892,2.565526167
P48410,P48410,ATP-binding cassette sub-family D member 1,Abcd1,sp|P48410|ABCD1_MOUSE ATP-binding cassette sub-family D member 1 OS=Mus musculus OX=10090 GN=Abcd1 PE=1 SV=1,Peroxisome,4,0.860567978,-0.823721691,-0.936171518,0.729621866,3.01245426,0.710005818,-0.802530527,-0.884498005,0.754250731,2.367105001,0.764518771,-0.85484988,-1.125582601,0.465563742,2.739288131,0.99791397,-0.261695135,-0.208036457,1.358417351,2.628441501,0.585099802,-0.858178247,-1.215437424,-0.279819043,1.243402386,0.301953758,-1.04727271,-0.978033659,0.428549156,2.081100324
P51660,P51660,Peroxisomal multifunctional enzyme type 2;(3R)-hydroxyacyl-CoA dehydrogenase;Enoyl-CoA hydratase 2,Hsd17b4,sp|P51660|DHB4_MOUSE Peroxisomal multifunctional enzyme type 2 OS=Mus musculus OX=10090 GN=Hsd17b4 PE=1 SV=3,Peroxisome,20,0.845631559,-0.793369522,-0.84545436,1.033179643,2.382256235,0.701372069,-0.791267056,-0.776181765,1.049443012,2.048289652,0.761245739,-0.808555918,-0.948329976,0.848571569,2.461880023,1.067003649,-0.169288043,-0.181956186,1.371449916,2.02060492,0.550361173,-0.880065137,-0.950750662,0.084735204,1.124336351,0.496848945,-1.026228703,-0.922513857,0.609314208,1.158412359
Q8C0I1,Q8C0I1,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",Agps,"sp|Q8C0I1|ADAS_MOUSE Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Mus musculus OX=10090 GN=Agps PE=1 SV=1",Peroxisome,5,0.888751682,-0.63638014,-0.905294294,0.977871569,2.707050606,0.661633529,-0.778217022,-0.960616894,0.74263964,2.186938341,0.755392723,-0.832531436,-1.07405166,0.595831667,2.659980601,0.960100041,-0.236896366,-0.223542528,1.099352567,2.832985876,0.550079864,-0.850270264,-1.069423188,-0.194367621,1.253901025,0.426608648,-1.138435194,-1.076420331,0.356150703,2.125560402
Q922J9;Q922J9-4;Q922J9-3;Q922J9-2,Q922J9;Q922J9-4;Q922J9-3;Q922J9-2,Fatty acyl-CoA reductase 1,Far1,sp|Q922J9|FACR1_MOUSE Fatty acyl-CoA reductase 1 OS=Mus musculus OX=10090 GN=Far1 PE=1 SV=1;sp|Q922J9-4|FACR1_MOUSE Isoform 4 of Fatty acyl-CoA reductase 1 OS=Mus musculus OX=10090 GN=Far1;sp|Q922J9-3|FACR1_MOUSE Isoform 3 of Fatty acyl-CoA reductase 1 OS=,Peroxisome,7,0.766441384,-0.746584977,-0.869934537,0.48933285,3.076345569,0.660977482,-0.865200819,-0.914286428,0.876433583,2.799418464,0.80405674,-0.773824441,-1.011490552,0.579938969,2.975325317,0.992050636,-0.162905143,-0.15302468,1.425106819,2.790380861,0.568529616,-0.826941676,-1.120236308,-0.276481811,1.249064991,0.331135587,-1.069472174,-1.04303874,0.484538965,2.410476859
Q6PFD9,Q6PFD9,Nuclear pore complex protein Nup98-Nup96;Nuclear pore complex protein Nup98;Nuclear pore complex protein Nup96,Nup98,sp|Q6PFD9|NUP98_MOUSE Nuclear pore complex protein Nup98-Nup96 OS=Mus musculus OX=10090 GN=Nup98 PE=1 SV=2,Nuclear pore complex,5,-1.010516549,0.070136185,0.891671553,1.530679302,1.33128526,-1.138897475,-0.268949551,0.444081272,0.939339366,0.752043204,-1.434706332,-0.417247561,0.316866061,0.831604728,1.148306657,-0.046718378,0.597803578,1.111133363,1.262782629,1.138465007,-1.467469321,-0.337497992,0.302566771,0.604195314,1.229611654,-0.349887049,0.097907178,0.586892906,1.359736466,0.925614055
Q80U93,Q80U93,Nuclear pore complex protein Nup214,Nup214,sp|Q80U93|NU214_MOUSE Nuclear pore complex protein Nup214 OS=Mus musculus OX=10090 GN=Nup214 PE=1 SV=2,Nuclear pore complex,8,-0.727030733,-0.13627201,0.058028987,-0.125503905,-0.529445686,-0.687034453,-0.047697029,0.028021549,-0.182040145,-0.967868514,-1.095427821,-0.5046384,-0.133490006,-0.053270925,-0.902064301,-0.113315356,0.383655875,0.126410573,-0.311820896,-1.16582678,-1.291796901,-0.478307888,-0.293169867,-0.473223661,-0.749966504,-0.382985596,-0.17760173,-0.019065478,-0.154857171,-0.669717223
Q8BJ71;Q8BJ71-2,Q8BJ71;Q8BJ71-2,Nuclear pore complex protein Nup93,Nup93,sp|Q8BJ71|NUP93_MOUSE Nuclear pore complex protein Nup93 OS=Mus musculus OX=10090 GN=Nup93 PE=1 SV=1;sp|Q8BJ71-2|NUP93_MOUSE Isoform 2 of Nuclear pore complex protein Nup93 OS=Mus musculus OX=10090 GN=Nup93,Nuclear pore complex,15,-0.707690298,0.051707858,0.696372047,1.042915285,1.120048692,-0.658959962,-0.057872535,0.519346166,0.961768705,1.034660834,-0.914471679,-0.060723401,0.493759322,0.678218228,0.958922647,-0.488281656,0.06769162,0.963707876,1.526834046,1.556232898,-1.065792721,-0.387590465,0.084420545,0.358171234,0.542158665,-0.543926584,-0.242926404,0.449050571,0.912394691,0.969751962
Q8R0G9,Q8R0G9,Nuclear pore complex protein Nup133,Nup133,sp|Q8R0G9|NU133_MOUSE Nuclear pore complex protein Nup133 OS=Mus musculus OX=10090 GN=Nup133 PE=1 SV=2,Nuclear pore complex,3,-0.802306623,0.145537165,1.034246527,1.625956147,1.865909616,-0.857806846,-0.19838403,0.575943342,1.152336499,1.136896448,-1.204668775,-0.127329973,0.571029916,1.306772744,1.595730384,-0.287050446,0.491724748,1.477104794,2.028867099,1.952789229,-1.285390204,-0.273442327,0.480863736,0.745073797,1.295669089,-0.525790889,-0.132317606,1.188106113,1.553607622,1.379292553
Q99P88,Q99P88,Nuclear pore complex protein Nup155,Nup155,sp|Q99P88|NU155_MOUSE Nuclear pore complex protein Nup155 OS=Mus musculus OX=10090 GN=Nup155 PE=1 SV=1,Nuclear pore complex,6,-0.661098493,0.045371282,0.619354245,1.326185653,2.358173348,-1.029529351,-0.178264061,0.05441576,0.896007163,1.960097421,-1.168015591,-0.252689532,0.215169909,0.788751483,1.909275969,0.132863318,0.747467384,1.606809096,1.869475314,2.017133695,-1.156755667,-0.41224371,0.314690043,0.699454677,1.591684595,-0.272856563,-0.079687284,0.449464663,1.316698131,2.079201453
Q9ERU9;Q0VDN7,Q9ERU9,E3 SUMO-protein ligase RanBP2,Ranbp2,sp|Q9ERU9|RBP2_MOUSE E3 SUMO-protein ligase RanBP2 OS=Mus musculus OX=10090 GN=Ranbp2 PE=1 SV=2,Nuclear pore complex,37,-0.728070803,0.058436335,0.634952349,0.772219565,0.056940577,-0.846275605,-0.10285782,0.371372198,0.669367824,0.097152054,-1.183810037,-0.308685931,0.168127946,0.471052325,-0.176591309,0.131422352,0.740052129,1.281248596,1.203329807,0.847725603,-1.143712201,-0.337024298,0.176800488,0.300360133,-0.119021033,-0.256122446,0.0511584,0.64634734,0.807386434,0.419223243
Q9QY81,Q9QY81,Nuclear pore membrane glycoprotein 210,Nup210,sp|Q9QY81|PO210_MOUSE Nuclear pore membrane glycoprotein 210 OS=Mus musculus OX=10090 GN=Nup210 PE=1 SV=2,Nuclear pore complex,18,-0.445526573,-0.043433729,0.045858341,0.829942235,2.514658277,-0.561724322,-0.169833303,-0.051532767,0.767728903,2.393137103,-0.808221475,-0.234152177,-0.158763899,0.580573818,2.237244376,0.275764204,0.534020121,0.772673848,1.428965357,3.017593179,-0.871901456,-0.247300781,0.002809945,0.670274269,2.234051013,-0.031690539,-0.14555398,0.143952351,1.268221058,3.148485945
O08749,O08749,"Dihydrolipoyl dehydrogenase, mitochondrial",Dld,"sp|O08749|DLDH_MOUSE Dihydrolipoyl dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Dld PE=1 SV=2",Mitochondrion,6,-1.102393628,0.325753119,4.594573013,4.116830585,2.430397233,-1.508863154,-0.086516278,3.722362758,3.129371139,1.444457318,-1.440921048,0.31662805,4.563591181,4.48654732,2.841456691,-0.671269053,0.072917287,3.667869965,3.008610224,2.04173879,-1.010307371,0.653134404,3.780634732,2.919855712,1.197562091,-1.043294603,-0.176394871,2.913499741,1.840920883,0.632580521
O35143,O35143,"ATPase inhibitor, mitochondrial",Atpif1,"sp|O35143|ATIF1_MOUSE ATPase inhibitor, mitochondrial OS=Mus musculus OX=10090 GN=ATP5IF1 PE=1 SV=2",Mitochondrion,2,-1.169974967,0.27080471,4.124223841,3.639053329,3.302925179,-1.393158823,-0.040871105,3.435691988,2.89190251,2.207727034,-1.486509043,0.228650476,4.05231966,3.949336638,3.235116201,-0.579469515,0.194610984,3.773837017,3.006959858,2.500597861,-1.03187547,0.503138899,3.406767445,3.027225414,2.424695985,-0.977049124,-0.149667106,2.59587526,1.967627192,1.302288289
O88967,O88967,ATP-dependent zinc metalloprotease YME1L1,Yme1l1,sp|O88967|YMEL1_MOUSE ATP-dependent zinc metalloprotease YME1L1 OS=Mus musculus OX=10090 GN=Yme1l1 PE=1 SV=1,Mitochondrion,4,-1.161934971,0.183862325,3.474580623,3.017873509,3.527078568,-1.189856983,-0.226872141,2.6267302,2.215298855,2.948566861,-1.369302229,0.126333702,3.638794156,3.253758123,3.392571637,-0.353047513,0.208797631,3.651068896,3.284805081,2.528270457,-1.034770107,0.053187567,2.035737898,3.150962885,3.25019485,-0.922838098,-0.451564698,2.258208881,3.231585594,2.004274044
P05202,P05202,"Aspartate aminotransferase, mitochondrial",Got2,"sp|P05202|AATM_MOUSE Aspartate aminotransferase, mitochondrial OS=Mus musculus OX=10090 GN=Got2 PE=1 SV=1",Mitochondrion,18,-1.158138781,0.341584847,5.253021424,4.86873427,4.534842929,-1.725068167,-0.247909386,4.021296735,3.859212487,3.660879819,-1.514245493,0.306791902,4.961742791,5.089044859,4.736916761,-0.890835086,-0.109075932,3.884282353,3.959024483,3.533802077,-1.017099667,0.781014549,4.903594796,4.225409362,4.03130519,-1.277029823,-0.383321913,3.379288804,3.302030835,2.802623995
P08249,P08249,"Malate dehydrogenase, mitochondrial",Mdh2,"sp|P08249|MDHM_MOUSE Malate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Mdh2 PE=1 SV=3",Mitochondrion,17,-1.163596952,0.345257873,4.255406083,3.808476785,3.258557192,-1.619462591,-0.167992029,3.252948612,2.766381837,1.902456259,-1.470092815,0.320413454,4.169649821,4.038966447,3.172223703,-0.784924186,0.023060695,3.420300706,2.91784476,2.217234467,-1.040096779,0.700049093,3.527403015,2.86750971,2.083627297,-1.173517406,-0.233764667,2.698644624,2.107534152,1.26021743
P09671,P09671,"Superoxide dismutase [Mn], mitochondrial",Sod2,"sp|P09671|SODM_MOUSE Superoxide dismutase [Mn], mitochondrial OS=Mus musculus OX=10090 GN=Sod2 PE=1 SV=3",Mitochondrion,3,-1.142233648,0.333748478,5.22036488,4.671836926,4.554204694,-1.51063587,-0.116979349,5.056365398,4.235920211,3.902550249,-1.49710341,0.309027314,4.687918667,5.116756208,4.534857984,-0.708434735,0.006913887,3.840158245,4.054125354,3.770464031,-1.059969669,0.792785803,4.536161553,4.574892215,4.215012891,-1.262264026,-0.099110277,2.975607509,3.374203804,3.279875214
P19783,P19783,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",Cox4i1,"sp|P19783|COX41_MOUSE Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Mus musculus OX=10090 GN=Cox4i1 PE=1 SV=2",Mitochondrion,6,-1.189149747,0.146195299,3.89920247,4.214877124,4.042814592,-1.234533263,-0.059525077,2.682117064,3.379003369,3.959901733,-1.399211391,0.143412128,3.481213096,4.261565077,5.110125826,-0.38389245,0.170181663,3.708710789,3.635746756,4.286620964,-1.24109548,-0.090669092,1.95665761,2.814586193,3.658797827,-1.079992976,-0.552757637,2.087105281,2.931001291,3.673263231
P26443,P26443,"Glutamate dehydrogenase 1, mitochondrial",Glud1,"sp|P26443|DHE3_MOUSE Glutamate dehydrogenase 1, mitochondrial OS=Mus musculus OX=10090 GN=Glud1 PE=1 SV=1",Mitochondrion,17,-0.956466136,0.430284327,2.108129471,1.009635593,0.47336576,-1.065868265,0.22209017,1.145929437,0.203344284,-0.575634007,-1.28647794,0.445455403,2.30648546,1.492687775,0.897405593,-0.214070482,0.46247362,1.290199098,-0.033495478,-0.843168497,-0.855933128,0.5352958,0.769605585,-0.191293518,-0.821076768,-0.643437728,-0.204357826,0.05803972,-1.041509877,-1.615560267
P29758,P29758,"Ornithine aminotransferase, mitochondrial",Oat,"sp|P29758|OAT_MOUSE Ornithine aminotransferase, mitochondrial OS=Mus musculus OX=10090 GN=Oat PE=1 SV=1",Mitochondrion,7,-1.214136226,0.305981049,4.75940067,4.978327469,3.279000039,-1.699376624,-0.251256073,4.02910608,4.236362552,4.008379722,-1.529605446,0.335198484,4.884995568,3.892310648,5.720859097,-0.989222943,-0.126213591,4.163196373,4.135203992,3.296476045,-1.059826541,0.770337671,4.875845004,4.185976971,4.069600195,-1.33990784,-0.365193737,3.494504778,3.370955948,3.007082117
P35486,P35486,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",Pdha1,"sp|P35486|ODPA_MOUSE Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial OS=Mus musculus OX=10090 GN=Pdha1 PE=1 SV=1",Mitochondrion,5,-1.129341013,0.466675103,4.307976949,2.672706753,0.674392135,-1.413506694,0.075739734,3.547197325,1.61434335,-0.413765243,-1.499047353,0.341507187,3.641880422,2.800970058,0.833221235,-0.618940853,0.253812482,2.842145375,1.683721508,0.063012779,-1.029547116,0.568227443,2.450078948,1.002125011,-0.552309057,-1.074384066,-0.168340068,1.972963612,0.042795669,-1.229292931
P38647,P38647,"Stress-70 protein, mitochondrial",Hspa9,"sp|P38647|GRP75_MOUSE Stress-70 protein, mitochondrial OS=Mus musculus OX=10090 GN=Hspa9 PE=1 SV=3",Mitochondrion,28,-1.167920669,0.319814896,3.904813058,4.312825097,3.849257202,-1.538825815,-0.147797109,3.28462693,3.288448303,2.830741024,-1.443086124,0.307186638,4.121051173,4.317380726,4.000862442,-0.782314449,-0.011087953,3.589415518,3.694085503,3.333623026,-1.03947573,0.535619165,3.35859407,3.453966477,3.334411319,-1.21513668,-0.373688021,2.554224921,2.735015782,2.409365931
P40630-2;P40630,P40630-2;P40630,"Transcription factor A, mitochondrial",Tfam,"sp|P40630-2|TFAM_MOUSE Isoform Nuclear of Transcription factor A, mitochondrial OS=Mus musculus OX=10090 GN=Tfam;sp|P40630|TFAM_MOUSE Transcription factor A, mitochondrial OS=Mus musculus OX=10090 GN=Tfam PE=1 SV=2",Mitochondrion,2,-1.155814959,0.331319795,3.320606913,3.531868084,0.189585716,-1.212966774,0.059934704,2.270342617,2.460911653,1.92776762,-1.436371866,0.239583705,2.833801491,1.475268901,0.982707888,-0.237449279,0.333203702,2.467507231,2.538961593,2.737999955,-1.118391087,0.126246753,1.743443464,1.804474915,2.053772427,-0.844373985,-0.151762449,1.698753481,2.013238471,2.305062611
P47791-2;P47791,P47791-2;P47791,"Glutathione reductase, mitochondrial",Gsr,"sp|P47791-2|GSHR_MOUSE Isoform Cytoplasmic of Glutathione reductase, mitochondrial OS=Mus musculus OX=10090 GN=Gsr;sp|P47791|GSHR_MOUSE Glutathione reductase, mitochondrial OS=Mus musculus OX=10090 GN=Gsr PE=1 SV=3",Mitochondrion,3,-0.891413477,0.234377872,1.897814366,1.886458176,1.685595839,-1.123443823,0.015121643,1.472767707,1.312880124,1.2089436,-1.078729805,0.286115349,1.882626601,1.568890293,1.899431507,-1.233155126,-0.789204868,0.55884344,0.819168347,0.79697032,-0.520725903,1.159288365,2.535505136,1.528164909,1.690317303,-0.84543169,0.128686145,1.259272118,1.1300916,0.93879453
P51881,P51881,"ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed",Slc25a5,sp|P51881|ADT2_MOUSE ADP/ATP translocase 2 OS=Mus musculus OX=10090 GN=Slc25a5 PE=1 SV=3,Mitochondrion,18,-1.115541459,0.127119814,3.731592988,4.210918648,4.442119165,-1.110232326,-0.10027679,2.671405442,3.216052605,3.739101642,-1.314731993,0.187504318,3.461602146,4.145421013,4.714623723,-0.326467487,0.296525006,3.677889275,4.066107864,4.126107233,-1.147479031,-0.026281278,1.929877641,2.650985513,3.388920168,-0.958555311,-0.504288379,2.053552329,2.775982152,3.493714926
P53395,P53395,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",Dbt,"sp|P53395|ODB2_MOUSE Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial OS=Mus musculus OX=10090 GN=Dbt PE=1 SV=2",Mitochondrion,2,-0.997860243,0.261115654,3.10485575,2.904780558,3.07414242,-1.119992668,0.026355573,1.883905966,2.087599155,0.679813168,-1.384478731,0.288649553,3.073424247,3.151931904,2.720622052,-0.376042315,0.284602326,2.596358381,2.424112141,2.239390704,-1.151530221,0.160616782,1.676413478,1.362993943,1.510672359,-0.878054495,-0.153189711,1.30643878,1.552605359,1.07657242
P56480,P56480,"ATP synthase subunit beta, mitochondrial",Atp5b,"sp|P56480|ATPB_MOUSE ATP synthase subunit beta, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1b PE=1 SV=2",Mitochondrion,32,-1.079133903,0.166968899,3.833124493,3.983372381,4.244203515,-1.172112921,-0.111384173,2.805491252,3.066141197,3.316647575,-1.365159639,0.159780838,3.559126494,4.073672289,4.290664804,-0.414800641,0.200654222,3.747505004,3.71793611,3.529378479,-1.125892921,0.070891405,1.997216355,2.331569647,2.572413337,-1.049514848,-0.526178971,1.856679071,2.199448742,2.41014367
P63038;P63038-2,P63038,"60 kDa heat shock protein, mitochondrial",Hspd1,"sp|P63038|CH60_MOUSE 60 kDa heat shock protein, mitochondrial OS=Mus musculus OX=10090 GN=Hspd1 PE=1 SV=1",Mitochondrion,30,-1.186288095,0.349607481,4.844660378,4.813817634,4.31810611,-1.669317901,-0.205153528,3.857622588,3.877023763,3.490225367,-1.461388897,0.359000805,4.704763046,4.722884942,4.732368061,-0.865812263,-0.053792092,3.862706819,3.805549001,3.395254199,-1.027586362,0.729274294,4.104746283,3.63741205,3.297934223,-1.229070562,-0.317178509,3.038475543,3.150584683,2.641653508
P67778,P67778,Prohibitin,Phb,sp|P67778|PHB_MOUSE Prohibitin OS=Mus musculus OX=10090 GN=Phb PE=1 SV=1,Mitochondrion,8,-0.987746592,0.195609266,3.483798131,4.184963308,4.380999209,-1.188572634,-0.149366767,2.685942269,3.394908811,3.944692628,-1.421321477,0.117478013,3.412884744,4.076956794,4.615052625,-0.459593494,0.170181663,3.65566911,4.053298463,4.240990213,-1.138594161,-0.105652707,1.978180279,2.91853272,3.619159726,-1.061544662,-0.517404981,1.939748184,3.008289412,3.705662084
P97807-2;P97807,P97807-2;P97807,"Fumarate hydratase, mitochondrial",Fh,"sp|P97807-2|FUMH_MOUSE Isoform Cytoplasmic of Fumarate hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Fh;sp|P97807|FUMH_MOUSE Fumarate hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Fh PE=1 SV=3",Mitochondrion,12,-1.149594111,0.315491423,3.222479098,3.308811597,2.831323663,-1.546728647,-0.123841302,2.531947231,2.346279561,2.157941081,-1.373988641,0.237237971,3.042198994,2.956365019,0.825305997,-1.056604374,-0.36035444,1.784907686,1.983982165,1.783659866,-0.899529105,0.863870635,3.629527289,2.592213529,2.356537549,-1.090165788,-0.144989342,2.061396128,2.016922124,1.626589238
Q03265,Q03265,"ATP synthase subunit alpha, mitochondrial",Atp5a1,"sp|Q03265|ATPA_MOUSE ATP synthase subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1a PE=1 SV=1",Mitochondrion,30,-1.083453397,0.198150341,3.806714886,4.12383528,4.034466038,-1.170577322,-0.120498978,2.795416389,3.099357826,3.189020467,-1.345390037,0.236547323,3.61618495,4.095768344,4.154272,-0.406550709,0.23283278,3.762435473,3.646143061,3.415880153,-1.107669539,0.054647396,1.986049106,2.308564863,2.505882821,-1.016055959,-0.439576144,1.85722534,2.139467392,2.362606159
Q3V3R1,Q3V3R1,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",Mthfd1l,"sp|Q3V3R1|C1TM_MOUSE Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Mus musculus OX=10090 GN=Mthfd1l PE=1 SV=2",Mitochondrion,14,-1.10626087,0.361785076,2.958212891,2.121073386,0.873446532,-1.235091406,0.037452832,2.267352502,1.357091209,-0.142055356,-1.39892481,0.358746944,3.250305067,2.37029129,1.025427715,-0.473339993,0.181175139,2.659596329,1.361924017,0.202306002,-1.086579192,0.402721113,1.809549622,0.939257402,-0.287808957,-1.01946264,-0.31652329,1.33366826,0.232712382,-1.079741952
Q60597;Q60597-2;Q60597-4;Q60597-3,Q60597;Q60597-2;Q60597-4;Q60597-3,"2-oxoglutarate dehydrogenase, mitochondrial",Ogdh,"sp|Q60597|ODO1_MOUSE 2-oxoglutarate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Ogdh PE=1 SV=3;sp|Q60597-2|ODO1_MOUSE Isoform 2 of 2-oxoglutarate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Ogdh;sp|Q60597-4|ODO1_MOUSE Isoform 4 of",Mitochondrion,9,-1.092344434,0.398597082,3.574760448,4.193951558,1.969321228,-1.568852223,-0.055547969,3.717344684,3.350241257,1.098629581,-1.425693627,0.359127719,4.609483316,4.265024976,2.461241709,-0.746556731,0.072917287,3.660488719,3.371228753,2.011723762,-1.030949289,0.716305523,3.916607028,3.054182517,0.609696109,-1.121561055,-0.161921526,3.165253103,1.776062661,0.422662957
Q60930,Q60930,Voltage-dependent anion-selective channel protein 2,Vdac2,sp|Q60930|VDAC2_MOUSE Voltage-dependent anion-selective channel protein 2 OS=Mus musculus OX=10090 GN=Vdac2 PE=1 SV=2,Mitochondrion,13,-0.953781485,0.224689483,4.04578919,4.691252086,7.186492739,-1.045196589,-0.039204719,2.839806808,4.057976427,4.328239311,-1.288423068,0.14844361,3.376178796,4.315634026,4.731338947,-0.270764655,0.298169906,3.727400812,4.328033574,4.655504991,-1.089673476,0.044261082,2.036665975,2.952057388,3.554646012,-0.884531842,-0.45539926,2.263193409,3.60863626,4.158835499
Q60931,Q60931,Voltage-dependent anion-selective channel protein 3,Vdac3,sp|Q60931|VDAC3_MOUSE Voltage-dependent anion-selective channel protein 3 OS=Mus musculus OX=10090 GN=Vdac3 PE=1 SV=1,Mitochondrion,13,-1.033768558,0.109274579,3.561520203,4.582810752,4.568100819,-1.053048344,-0.105003038,2.785000127,3.776953047,4.185870407,-1.32655372,0.150234228,3.000552061,4.100294812,4.239259102,-0.328330077,0.254417817,3.719981901,4.374380802,4.539662525,-1.148970251,-0.037589826,1.981022289,2.901278317,3.54547145,-0.897919265,-0.477201046,2.292628859,3.560837704,4.23021922
