"Protein Entry Name"	"Accession No."	"Protein Description"	"Peptides"	"PSMs"	113	114	115	116	117	118	119	121	"markers"	"pd.2013"	"pd.validated"
"B4GN4_HUMAN"	"Q76KP1"	"N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 1"	1	1	0.109257122	0.122618121	0.0769296	0.056484412	0.09423501	0	0	0.540475735	"Golgi"	"Golgi"	"Golgi"
"B4GT1_HUMAN"	"P15291"	"Beta-1,4-galactosyltransferase 1 (multiple isoforms)"	2	2	0.207688708	0.209107486	0.125936406	0.20585443	0.203655553	0.047757417	0	0	"unknown"	"PM"	"PM"
"B4GT7_HUMAN"	"Q9UBV7"	"Beta-1,4-galactosyltransferase 7"	1	1	0.071750538	0.168255387	0.083995845	0.205878093	0.342132223	0.127987913	0	0	"Golgi"	"Golgi"	"Golgi"
"B7Z391_HUMAN"	"B7Z391"	"#N/A"	1	1	0.140601207	0.169983708	0.119346614	0.156409608	0.240195422	0.123098457	0.050364985	0	"unknown"	"unknown"	"unknown"
"B7Z4B0_HUMAN"	"B7Z4B0"	"#N/A"	1	1	0.13872372	0.267658587	0.069648234	0.26814297	0.19785905	0.044213224	0	0.013754216	"unknown"	"PM"	"PM"
"BAF_HUMAN"	"O75531"	"Barrier-to-autointegration factor"	1	1	0.057521714	0.11166565	0.05235666	0.102219248	0.172609848	0.091474081	0.039499251	0.372653548	"unknown"	"unknown"	"unknown"
"BAG6_HUMAN"	"P46379"	"Large proline-rich protein BAG6 (multiple isoforms)"	1	1	0.266203686	0.147591888	0.05044217	0.089514091	0.096941462	0.062372232	0.038294158	0.248640314	"unknown"	"unknown"	"unknown"
"BAP31_HUMAN"	"P51572"	"B-cell receptor-associated protein 31"	2	2	0.087401823	0.139188723	0.121197976	0.167240977	0.306650913	0.141337	0.036982588	0	"unknown"	"unknown"	"unknown"
"BASI_HUMAN"	"P35613"	"Basigin (multiple isoforms)"	2	2	0.334485594	0.193799049	0.148304797	0.126672037	0.137202405	0.041312268	0.018202311	"2.15E-05"	"unknown"	"PM"	"PM"
"BCD1_HUMAN"	"Q9NWK9"	"Box C/D snoRNA protein 1"	1	1	0.637307476	0.192710867	0.075218198	0.057311093	0.030753053	0.006699314	0	0	"unknown"	"unknown"	"unknown"
"BCLF1_HUMAN"	"Q9NYF8"	"Bcl-2-associated transcription factor 1 (multiple isoforms)"	1	1	0	0.051270403	0.095892412	0.047973175	0.088081813	0.084815982	0.102038268	0.529927947	"unknown"	"Phenotype 6"	"Nucleus"
"BI2L1_HUMAN"	"Q9UHR4"	"Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1"	2	2	0.306437379	0.275958431	0.061176314	0.180031007	0.129265746	0.023986672	0.004062541	0.019081909	"unknown"	"PM"	"PM"
"BICD1_HUMAN"	"Q96G01"	"Protein bicaudal D homolog 1 (multiple isoforms)"	1	1	0.253348373	0.191059899	0.065974045	0.11956809	0.16091042	0	0	0.209139172	"unknown"	"unknown"	"unknown"
"BIG3_HUMAN"	"Q5TH69"	"Brefeldin A-inhibited guanine nucleotide-exchange protein 3"	1	1	0.119232002	0.196180502	0.10075818	0.185566741	0.167052082	0.211828063	0.01938243	0	"unknown"	"ER"	"ER"
"BL1S2_HUMAN"	"Q6QNY1"	"Biogenesis of lysosome-related organelles complex 1 subunit 2 (multiple isoforms)"	1	1	0.160986136	0.187627835	0.170663255	0.211815891	0.178945607	0.035598879	0	0.054362397	"unknown"	"PM"	"PM"
"BOLA2_HUMAN"	"Q9H3K6"	"BolA-like protein 2 (multiple isoforms)"	2	2	0.101718005	0.088752817	0.016203967	0.052605778	0.050634826	0.002129018	0	0.687955588	"unknown"	"Phenotype 1"	"unknown"
"BRI3B_HUMAN"	"Q8WY22"	"BRI3-binding protein"	1	1	0.231667834	0.230039368	0.070793922	0.170633626	0.194787846	0.091536407	0.010540996	0	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"BRK1_HUMAN"	"Q8WUW1"	"Protein BRICK1 (multiple isoforms)"	1	1	0.327069706	0.212317136	0.132655857	0.143019167	0.120957555	0.03205121	0	0.03192937	"unknown"	"PM"	"PM"
"BRX1_HUMAN"	"Q8TDN6"	"Ribosome biogenesis protein BRX1 homolog"	2	2	0.123206883	0.111048597	0.042815293	0.122182696	0.174275945	0.108160263	0.015255282	0.303055041	"unknown"	"unknown"	"unknown"
"BST2_HUMAN"	"Q10589"	"Bone marrow stromal antigen 2"	1	1	0.264451507	0.249106119	0.090777051	0.168316936	0.151018586	0.036552126	0	0.039777675	"unknown"	"PM"	"PM"
"BUB3_HUMAN"	"O43684"	"Mitotic checkpoint protein BUB3 (multiple isoforms)"	3	3	0.140624665	0.159652334	0.06254174	0.12086195	0.153945269	0.085707338	0.027206481	0.249460223	"unknown"	"unknown"	"unknown"
"BYST_HUMAN"	"Q13895"	"Bystin"	1	1	0.128362214	0.144556104	0.020790685	0.103300532	0.132184514	0.032164833	0	0.438641118	"unknown"	"unknown"	"unknown"
"C1TC_HUMAN"	"P11586"	"C-1-tetrahydrofolate synthase, cytoplasmic"	3	3	0.171434813	0.18430926	0.065341097	0.130835227	0.169861953	0.087293598	0.017581272	0.17334278	"unknown"	"PM"	"PM"
"C4P0B0_HUMAN"	"C4P0B0"	"Disrupted in schizophrenia 1 isoform 23"	1	1	0.128936524	0.159362387	0.184318041	0.174168532	0.205192126	0.084441856	0	0.063580534	"unknown"	"unknown"	"unknown"
"C9J9E4_HUMAN"	"C9J9E4"	"Uncharacterized protein"	1	1	0.123009137	0.128450398	0.035505968	0.095421149	0.160031339	0.422821922	0.030602803	0.004157285	"unknown"	"Mitochondrion"	"Mitochondrion"
"C9JBZ0_HUMAN"	"C9JBZ0"	"Uncharacterized protein"	1	1	0.156797489	0.228485087	0.225663703	0.19804241	0.154085108	0.027549006	0.009377198	0	"unknown"	"PM"	"PM"
"CA021_HUMAN"	"Q9H246"	"Uncharacterized protein C1orf21"	1	1	0.250004376	0.211713069	0.164641375	0.079358917	0.133803584	0	0	0.160478679	"unknown"	"unknown"	"unknown"
"CA123_HUMAN"	"Q9NWV4"	"UPF0587 protein C1orf123"	1	1	0.078206507	0.076729056	0.050910216	0.055080778	0.04000131	0	0	0.699072133	"unknown"	"Phenotype 1"	"unknown"
"CAB45_HUMAN"	"Q9BRK5"	"45 kDa calcium-binding protein (multiple isoforms)"	2	2	0.213033558	0.146523831	0.070954504	0.175568006	0.271145112	0.093003304	0.012885902	0.016885783	"unknown"	"unknown"	"unknown"
"CABL1_HUMAN"	"Q8TDN4"	"CDK5 and ABL1 enzyme substrate 1 (multiple isoforms)"	1	1	0.142944006	0.124360241	0.042168446	0.079104545	0.04523896	0.022441935	0	0.543741867	"unknown"	"Phenotype 1"	"Cytosol.Nucleus"
"CADM1_HUMAN"	"Q9BY67"	"Cell adhesion molecule 1 (multiple isoforms)"	2	2	0.373966758	0.1985432	0.065185994	0.159506046	0.141624793	0.049776321	0	0.011396889	"PM"	"PM"	"PM"
"CALD1_HUMAN"	"Q05682"	"Caldesmon (multiple isoforms)"	1	1	0.251665875	0.201242474	0.052127862	0.159679059	0.17451441	0.070269523	0	0.090500797	"unknown"	"unknown"	"unknown"
"CALR_HUMAN"	"P27797"	"Calreticulin"	2	2	0.133518366	0.169459899	0.048113683	0.185339258	0.291109509	0.107982523	0.010656019	0.053820744	"unknown"	"unknown"	"unknown"
"CALU_HUMAN"	"O43852"	"Calumenin (multiple isoforms)"	1	1	0.163410216	0.16519381	0.074033458	0.176627367	0.252218428	0.11548048	0.017573776	0.035462465	"unknown"	"unknown"	"unknown"
"CALX_HUMAN"	"P27824"	"Calnexin"	1	1	0.084833786	0.157897994	0.148208356	0.152331831	0.263635174	0.139851034	0.053241826	0	"unknown"	"ER"	"ER"
"CAN1_HUMAN"	"P07384"	"Calpain-1 catalytic subunit"	1	1	0.163668123	0.133514423	0.053935	0.08036424	0.073198515	0.026186615	0.011998678	0.457134407	"unknown"	"Phenotype 1"	"unknown"
"CAN7L_HUMAN"	"Q8N7X0"	"Calpain-7-like protein (multiple isoforms)"	1	1	0.309483	0.262271534	0.065383355	0.155737023	0.165522882	0.041602207	0	0	"unknown"	"PM"	"PM"
"CAP1_HUMAN"	"Q01518"	"Adenylyl cyclase-associated protein 1 (multiple isoforms)"	1	1	0.042629515	0.079207397	0.08683758	0.067097572	0.088820418	0.04219892	0.011053117	0.582155481	"unknown"	"Phenotype 8"	"unknown"
"CAPON_HUMAN"	"O75052"	"Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein"	1	1	0.260946728	0.207117107	0.129518558	0.138828405	0.165003305	0.060784109	0	0.037801788	"unknown"	"PM"	"PM"
"CASP6_HUMAN"	"P55212"	"Caspase-6 (multiple isoforms)"	1	1	0.120911408	0.113389432	0.01993833	0.069892629	0.069158028	0	0	0.606710173	"unknown"	"Phenotype 1"	"Cytosol.Nucleus"
"CATD_HUMAN"	"P07339"	"Cathepsin D"	3	3	0.091282082	0.213305416	0.113961685	0.269950766	0.261715014	0.042751988	0.003258745	0.003774305	"unknown"	"Phenotype 3"	"Lysosome"
"CATZ_HUMAN"	"Q9UBR2"	"Cathepsin Z"	1	1	0.135878126	0.172380976	0.107568095	0.286117791	0.239820085	0.058234927	0	0	"unknown"	"Phenotype 3"	"Lysosome"
"CAZA2_HUMAN"	"P47755"	"F-actin-capping protein subunit alpha-2"	1	1	0.138977247	0.177636281	0.047534317	0.139071019	0.156928903	0.045493235	0.013747996	0.280611003	"unknown"	"Phenotype 5"	"unknown"
"CB043_HUMAN"	"Q9H6V9"	"UPF0554 protein C2orf43"	1	1	0.327032231	0.174010165	0.048742837	0.142532659	0.189848586	0.117833522	0	0	"unknown"	"unknown"	"unknown"
"CB072_HUMAN"	"A6NCS6"	"Uncharacterized protein C2orf72"	1	1	0.366141066	0.253828315	0.060777831	0.119625453	0.150357871	0.033502704	0	0.015766761	"unknown"	"PM"	"PM"
"CBPD_HUMAN"	"O75976"	"Carboxypeptidase D"	6	6	0.149781368	0.272864085	0.143680823	0.210321913	0.179793952	0.034128412	0.00522289	0.004206557	"unknown"	"PM"	"PM"
"CBR1_HUMAN"	"P16152"	"Carbonyl reductase [NADPH] 1"	5	5	0.128582096	0.112057183	0.036000872	0.070674003	0.064775312	0.058877164	0.009435871	0.519597499	"unknown"	"Phenotype 1"	"unknown"
"CC124_HUMAN"	"Q96CT7"	"Coiled-coil domain-containing protein 124"	1	1	0.15874663	0.163848185	0.125644327	0.097199143	0.11107853	0.095564037	0.076451037	0.171468111	"unknown"	"unknown"	"unknown"
"CC146_HUMAN"	"Q8IYE0"	"Coiled-coil domain-containing protein 146 (multiple isoforms)"	1	1	0.179227897	0.239747811	0.117258997	0.195934064	0.21885492	0.048976311	0	0	"unknown"	"PM"	"PM"
"CCD22_HUMAN"	"O60826"	"Coiled-coil domain-containing protein 22"	1	1	0.077691256	0.211377421	0.132151606	0.274462015	0.221393841	0.053919406	0	0.029004455	"unknown"	"Phenotype 3"	"unknown"
"CCD47_HUMAN"	"Q96A33"	"Coiled-coil domain-containing protein 47 (multiple isoforms)"	1	1	0.232161045	0.225022347	0.052840088	0.192186112	0.215904109	0.081886298	0	0	"unknown"	"PM"	"PM"
"CCD50_HUMAN"	"Q8IVM0"	"Coiled-coil domain-containing protein 50 (multiple isoforms)"	2	2	0.246592281	0.189090542	0.077449614	0.15168949	0.176324438	0.071287835	0.027846157	0.059719643	"unknown"	"unknown"	"unknown"
"CCD51_HUMAN"	"Q96ER9"	"Coiled-coil domain-containing protein 51 (multiple isoforms)"	1	1	0.098424496	0.173987589	0.02772064	0.07716122	0.194439797	0.390517005	0.037749253	0	"unknown"	"Mitochondrion"	"Mitochondrion"
"CCD70_HUMAN"	"Q6NSX1"	"Coiled-coil domain-containing protein 70"	1	1	0.059261092	0.133137612	0.095824643	0.139542479	0.20565453	0.059350692	0	0.307228952	"unknown"	"unknown"	"unknown"
"CCNC_HUMAN"	"P24863"	"Cyclin-C"	1	1	0.301844726	0.27525677	0.040520008	0.155737628	0.162487482	0.037747756	0.02640563	0	"unknown"	"PM"	"PM"
"CCYL1_HUMAN"	"Q8N7R7"	"Cyclin-Y-like protein 1 (multiple isoforms)"	1	1	0.363320489	0.246668118	0.103086735	0.127284442	0.103031553	0.056608663	0	0	"unknown"	"PM"	"PM"
"CD032_HUMAN"	"Q8N8J7"	"Uncharacterized protein C4orf32"	1	1	0.0778421	0.185528446	0.055526416	0.183514935	0.318779727	0.160885766	0.017922609	0	"unknown"	"unknown"	"unknown"
"CD043_HUMAN"	"Q96EY4"	"UPF0534 protein C4orf43"	2	2	0.267675822	0.208427887	0.100879293	0.110697616	0.091876871	0.058823318	0.058282233	0.10333696	"unknown"	"PM"	"PM"
"CD151_HUMAN"	"P48509"	"CD151 antigen"	2	2	0.311180682	0.279078469	0.058810999	0.143967214	0.160485245	0.039861082	0.003009436	0.003606873	"unknown"	"PM"	"PM"
"CD2A1_HUMAN"	"P42771"	"Cyclin-dependent kinase inhibitor 2A, isoforms 1/2/3 (multiple isoforms)"	1	1	0.117939255	0.105142244	0.056015096	0.088428031	0.053363654	0.028012729	0	0.551098991	"unknown"	"Phenotype 1"	"Cytosol.Nucleus"
"CD47_HUMAN"	"Q08722"	"Isoform OA3-312 of Leukocyte surface antigen CD47"	1	1	0.307806918	0.231515686	0.067216255	0.199042718	0.165559325	0.028859098	0	0	"PM"	"PM"	"PM"
"CDIPT_HUMAN"	"O14735"	"CDP-diacylglycerol--inositol 3-phosphatidyltransferase (multiple isoforms)"	1	1	0.130843453	0.214714465	0.04587312	0.158157799	0.333454584	0.11695658	0	0	"unknown"	"unknown"	"unknown"
"CDK1_HUMAN"	"P06493"	"Cyclin-dependent kinase 1 (multiple isoforms)"	3	3	0.190212405	0.169212527	0.075223423	0.112856838	0.122132152	0.059142112	0.033606172	0.237614371	"unknown"	"unknown"	"unknown"
"CDK5_HUMAN"	"Q00535"	"Cyclin-dependent kinase 5"	1	1	0.224903329	0.166022755	0.069028868	0.096324929	0.109657173	0.050626969	0.013988681	0.269447297	"unknown"	"unknown"	"unknown"
"CECR1_HUMAN"	"Q9NZK5"	"Adenosine deaminase CECR1"	1	1	0.12497367	0.148572316	0.058518974	0.093382113	0.144417225	0.276376079	0	0.153759623	"unknown"	"unknown"	"unknown"
"CECR5_HUMAN"	"Q9BXW7"	"Cat eye syndrome critical region protein 5 (multiple isoforms)"	2	2	0.119161753	0.151293122	0.041427036	0.090579627	0.15955865	0.385570557	0.033519927	0.018889329	"unknown"	"Mitochondrion"	"Mitochondrion"
"CEP63_HUMAN"	"Q96MT8"	"Centrosomal protein of 63 kDa (multiple isoforms)"	1	1	0.068633808	0.140855569	0.088905046	0.123380053	0.264906144	0.174017444	0.032125665	0.107176272	"unknown"	"Mitochondrion"	"Mitochondrion"
"CH055_HUMAN"	"Q8WUY1"	"UPF0670 protein C8orf55"	4	4	0.170945432	0.172103413	0.083758569	0.168795189	0.270876142	0.117675252	0.01584279	"3.21E-06"	"unknown"	"unknown"	"unknown"
"CH10_HUMAN"	"P61604"	"10 kDa heat shock protein, mitochondrial"	1	1	0.139464958	0.115029549	0	0.079201326	0.193900654	0.435193091	0.037210422	0	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"CH60_HUMAN"	"P10809"	"60 kDa heat shock protein, mitochondrial"	2	2	0.033377632	0.068552918	0.037796547	0.053406796	0.177114742	0.543755724	0.072371689	0.01362395	"unknown"	"Mitochondrion"	"Mitochondrion"
"CHCH3_HUMAN"	"Q9NX63"	"Coiled-coil-helix-coiled-coil-helix domain-containing protein 3, mitochondrial"	2	2	0.1276834	0.141712643	0.031551183	0.088191592	0.171061767	0.404197948	0.032732433	0.002869035	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"CHD1L_HUMAN"	"Q86WJ1"	"Chromodomain-helicase-DNA-binding protein 1-like (multiple isoforms)"	2	2	0.136944725	0.130281455	0.024911357	0.11533232	0.162015135	0.21230434	0.1450544	0.073156269	"unknown"	"Mitochondrion"	"Mitochondrion"
"CHD6_HUMAN"	"Q8TD26"	"Chromodomain-helicase-DNA-binding protein 6 (multiple isoforms)"	1	1	0.122236419	0.128207547	0.062303279	0.107745809	0.203403192	0.14329492	0.031746769	0.201062064	"unknown"	"unknown"	"unknown"
"CHIC2_HUMAN"	"Q9UKJ5"	"Cysteine-rich hydrophobic domain 2 protein"	1	1	0.243958928	0.245875939	0.075514074	0.172925383	0.219360796	0.042364878	0	0	"PM"	"PM"	"PM"
"CHM2A_HUMAN"	"O43633"	"Charged multivesicular body protein 2a"	1	1	0.189457975	0.203394543	0.095581179	0.151199259	0.100092198	0.044043007	0	0.216231839	"unknown"	"unknown"	"unknown"
"CHPF2_HUMAN"	"Q9P2E5"	"Chondroitin sulfate glucuronyltransferase (multiple isoforms)"	2	2	0.146708206	0.169891033	0.061308157	0.196369861	0.30226522	0.106193548	0.006816074	0.0104479	"Golgi"	"Golgi"	"Golgi"
"CHRD1_HUMAN"	"Q9UHD1"	"Cysteine and histidine-rich domain-containing protein 1 (multiple isoforms)"	1	1	0.204194846	0.132068216	0.040795997	0.051695659	0.092521652	0.061987573	0	0.416736056	"unknown"	"Phenotype 1"	"unknown"
"CI046_HUMAN"	"Q9HBL7"	"Transmembrane protein C9orf46"	1	1	0.161059439	0.132776552	0.062198964	0.102572509	0.209375945	0.332016591	0	0	"unknown"	"Mitochondrion"	"Mitochondrion"
"CI084_HUMAN"	"Q5VXU9"	"Uncharacterized protein C9orf84 (multiple isoforms)"	1	1	0.138184279	0.128784706	0.114389681	0.163449443	0.218651871	0.142669566	0.060709952	0.033160502	"unknown"	"ER"	"ER"
"CIA30_HUMAN"	"Q9Y375"	"Complex I intermediate-associated protein 30, mitochondrial"	1	1	0.132288026	0.176861208	0.036201946	0.091074624	0.186848335	0.339931107	0.028356241	0.008438514	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"CISD2_HUMAN"	"Q8N5K1"	"CDGSH iron-sulfur domain-containing protein 2"	3	3	0.223148353	0.215864011	0.061723947	0.16582255	0.208161005	0.111796062	0.012126026	0.001358045	"unknown"	"unknown"	"unknown"
"CISY_HUMAN"	"O75390"	"Citrate synthase, mitochondrial"	2	2	0.118265039	0.149677376	0.021431027	0.094197823	0.177701599	0.395247841	0.038561084	0.00491821	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"CJ058_HUMAN"	"Q9BRX8"	"UPF0765 protein C10orf58"	1	1	0.138326175	0.166045743	0.128425714	0.13099947	0.295331994	0.140870904	0	0	"unknown"	"unknown"	"unknown"
"CK010_HUMAN"	"P61165"	"UPF0197 transmembrane protein C11orf10"	1	1	0.124501932	0.17230894	0.07809873	0.172320748	0.275654924	0.151714745	0.02539998	0	"unknown"	"unknown"	"unknown"
"CK5P3_HUMAN"	"Q96JB5"	"CDK5 regulatory subunit-associated protein 3 (multiple isoforms)"	2	2	0.118475825	0.184799479	0.065116475	0.184274491	0.259444766	0.161378352	0.026510614	0	"unknown"	"unknown"	"unknown"
"CKAP4_HUMAN"	"Q07065"	"Cytoskeleton-associated protein 4"	4	4	0.04927515	0.10138087	0.139902998	0.119133731	0.268674418	0.226908396	0.09467882	"4.56E-05"	"unknown"	"Phenotype 7"	"unknown"
"CLCA_HUMAN"	"P09496"	"Clathrin light chain A (multiple isoforms)"	1	1	0.08814686	0.150959885	0.082013146	0.141857356	0.291398484	0.083632379	0.013001339	0.148990552	"unknown"	"Mitochondrion"	"Mitochondrion"
"CLCB_HUMAN"	"P09497"	"Isoform Non-brain of Clathrin light chain B"	3	3	0.101419384	0.134759529	0.065440202	0.142838435	0.297458248	0.076859774	0.002942825	0.178281604	"unknown"	"Mitochondrion"	"Mitochondrion"
"CLCC1_HUMAN"	"Q96S66"	"Chloride channel CLIC-like protein 1 (multiple isoforms)"	1	1	0.13339251	0.114275356	0.131324818	0.176431161	0.275887346	0.107060126	0.061628683	0	"unknown"	"ER"	"ER"
"CLCN3_HUMAN"	"P51790"	"H(+)/Cl(-) exchange transporter 3 (multiple isoforms)"	1	1	0.139104611	0.221009119	0.070026697	0.278412035	0.244339623	0.037789666	0	0.009318249	"unknown"	"unknown"	"unknown"
"CLCN6_HUMAN"	"P51797"	"Chloride transport protein 6 (multiple isoforms)"	1	1	0.183296843	0.338748672	0.032707977	0.25734219	0.161113222	0.01437675	0	0.012414347	"unknown"	"PM"	"PM"
"CLH1_HUMAN"	"Q00610"	"Clathrin heavy chain 1 (multiple isoforms)"	2	2	0.13922578	0.181207717	0.051177371	0.146538453	0.237325367	0.073951463	0.015719632	0.154854218	"unknown"	"PM"	"PM"
"CLIC4_HUMAN"	"Q9Y696"	"Chloride intracellular channel protein 4"	1	1	0.230615099	0.209836903	0.08254956	0.175843372	0.134724161	0.02798095	0	0.138449955	"unknown"	"PM"	"PM"
"CLN5_HUMAN"	"O75503"	"Ceroid-lipofuscinosis neuronal protein 5"	2	2	0.086362395	0.191786582	0.124594661	0.308362406	0.247889165	0.041004792	0	0	"unknown"	"Phenotype 3"	"Lysosome"
"CLP1L_HUMAN"	"Q96KA5"	"Cleft lip and palate transmembrane protein 1-like protein (multiple isoforms)"	1	1	0.104489816	0.200590336	0.073770335	0.143464144	0.294968905	0.153677996	0.020484416	0.008554052	"unknown"	"unknown"	"unknown"
"CLPT1_HUMAN"	"O96005"	"Cleft lip and palate transmembrane protein 1 (multiple isoforms)"	2	2	0.173452459	0.184174581	0.050639982	0.191238799	0.257382825	0.124921689	0.01020258	0.007987086	"PM"	"PM"	"PM"
"CMC2_HUMAN"	"Q9UJS0"	"Calcium-binding mitochondrial carrier protein Aralar2"	2	2	0.127017939	0.160942565	0.036437879	0.09130162	0.168131699	0.372232863	0.034275004	0.009660431	"unknown"	"Mitochondrion"	"Mitochondrion"
"CN101_HUMAN"	"Q9NX78"	"UPF0679 protein C14orf101 (multiple isoforms)"	1	1	0.182005324	0.178859038	0.050257196	0.156658443	0.288281017	0.096635107	0.009307969	0.037995906	"unknown"	"unknown"	"unknown"
"CN37_HUMAN"	"P09543"	"2',3'-cyclic-nucleotide 3'-phosphodiesterase (multiple isoforms)"	1	1	0.376090508	0.232068644	0.04310941	0.15498191	0.135209678	0.046919071	0.003312381	0.008308398	"unknown"	"PM"	"PM"
"CNBP_HUMAN"	"P62633"	"Cellular nucleic acid-binding protein (multiple isoforms)"	1	1	0.13414085	0.152770233	0.046107476	0.098843514	0.130494726	0.102519249	0.031204269	0.303919682	"ER"	"ER"	"ER"
"CND1_HUMAN"	"Q15021"	"Condensin complex subunit 1"	2	2	0.159243478	0.142081792	0.071003587	0.094137071	0.139626508	0.104722615	0.189220536	0.099964413	"unknown"	"Mitochondrion"	"Mitochondrion"
"CND3_HUMAN"	"Q9BPX3"	"Condensin complex subunit 3"	1	1	0.121828217	0.167062314	0.089467147	0.123882288	0.184439612	0.119511818	0.125605294	0.06820331	"unknown"	"Mitochondrion"	"Mitochondrion"
"CNDD3_HUMAN"	"P42695"	"Condensin-2 complex subunit D3"	1	1	0.070419849	0.16289943	0.177817414	0.214354752	0.288254922	0.054460762	0.013336423	0.018456449	"unknown"	"Golgi"	"Golgi"
"CNN3_HUMAN"	"Q15417"	"Calponin-3"	1	1	0.233231007	0.161127737	0.074625494	0.122073749	0.098322129	0.038921788	0	0.271698096	"unknown"	"unknown"	"unknown"
"CNNM3_HUMAN"	"Q8NE01"	"Metal transporter CNNM3 (multiple isoforms)"	1	1	0.262831349	0.206160489	0.1159647	0.177056561	0.17664743	0.061339471	0	0	"PM"	"PM"	"PM"
"CNPY2_HUMAN"	"Q9Y2B0"	"Protein canopy homolog 2 (multiple isoforms)"	1	1	0.136150891	0.211311399	0.058571553	0.196403696	0.248030239	0.113407014	0	0.03612521	"unknown"	"unknown"	"unknown"
"CNTN1_HUMAN"	"Q12860"	"Contactin-1 (multiple isoforms)"	1	1	0.342684438	0.231555173	0.045586262	0.159729869	0.159837232	0.039010735	0	0.021596292	"PM"	"PM"	"PM"
"COF2_HUMAN"	"Q9Y281"	"Cofilin-2 (multiple isoforms)"	1	1	0.224699384	0.176867238	0.070441305	0.156066243	0.155138295	0.02922684	0	0.187560694	"unknown"	"unknown"	"unknown"
"COMD2_HUMAN"	"Q86X83"	"COMM domain-containing protein 2"	1	1	0.143319702	0.213129776	0.102331112	0.236038957	0.146422265	0.032472643	0.007131115	0.119154432	"unknown"	"PM"	"PM"
"COPA_HUMAN"	"P53621"	"Coatomer subunit alpha (multiple isoforms)"	1	1	0.091125132	0.109649195	0.117688527	0.09648655	0.176385965	0.06373399	0.064710334	0.280220308	"unknown"	"unknown"	"unknown"
"COPB_HUMAN"	"P53618"	"Coatomer subunit beta"	2	2	0.097153381	0.127247345	0.039494237	0.118725137	0.201822258	0.086627166	0.008926126	0.320004349	"unknown"	"unknown"	"unknown"
"COPB2_HUMAN"	"P35606"	"Coatomer subunit beta'"	1	1	0.064060112	0.083708197	0.044773777	0.077116681	0.149379379	0.095341788	0.057717825	0.427902242	"unknown"	"unknown"	"unknown"
"COPD_HUMAN"	"P48444"	"Coatomer subunit delta"	1	1	0.150880104	0.126402531	0.053435161	0.113741469	0.194118138	0.071776122	0.025214627	0.264431847	"unknown"	"unknown"	"unknown"
"COR1B_HUMAN"	"Q9BR76"	"Coronin-1B"	1	1	0.182149522	0.135436184	0.096034701	0.145978575	0.136720889	0.026840337	0.01775712	0.259082674	"unknown"	"unknown"	"unknown"
"COX2_HUMAN"	"P00403"	"Cytochrome c oxidase subunit 2"	1	1	0.027588242	0.085264081	0.076446499	0.068429459	0.194143385	0.470891369	0.077236966	0	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"COX41_HUMAN"	"P13073"	"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial"	2	2	0.04052866	0.097073402	0.056720108	0.069978124	0.167458493	0.491650081	0.063553306	0.013037825	"unknown"	"Mitochondrion"	"Mitochondrion"
