Lead gene name,Lead ID,Lead protein name,Majority protein IDs,Organellar markers,Profiled in how many Control Maps,Log2 Ratio H/L Con1_03K,Log2 Ratio H/L Con1_06K,Log2 Ratio H/L Con1_12K,Log2 Ratio H/L Con1_24K,Log2 Ratio H/L Con1_80K,Log2 Ratio H/L Con2_03K,Log2 Ratio H/L Con2_06K,Log2 Ratio H/L Con2_12K,Log2 Ratio H/L Con2_24K,Log2 Ratio H/L Con2_80K,Log2 Ratio H/L Con3_03K,Log2 Ratio H/L Con3_06K,Log2 Ratio H/L Con3_12K,Log2 Ratio H/L Con3_24K,Log2 Ratio H/L Con3_80K
AIMP1,Q12904,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1,Q12904;Q12904-2,Large Protein Complex,3,0.8623522,-0.170897345,-0.085910075,1.212693838,-0.157399234,0.791939065,-0.295198844,-0.023167152,1.520195926,-0.23097307,0.900258212,-0.179449304,-0.151089676,1.202260984,-0.011907962
AIMP2,Q13155,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,Q13155,Large Protein Complex,3,0.895457741,-0.012722798,-0.008972553,1.02069776,-0.310575588,0.886589165,-0.140443845,-0.026087544,1.465765552,-0.412596602,1.087870133,-0.089558976,-0.036126416,1.104135339,-0.145062818
AK1,P00568,Adenylate kinase isoenzyme 1,P00568,,2,,,,,,-0.984987788,-0.721872478,-1.2787586,-0.990767503,-0.868542215,-0.778877709,-0.515150366,-1.030648708,-1.412193386,-0.570143049
AK2,P54819,"Adenylate kinase 2, mitochondrial",P54819;P54819-2;P54819-3;P54819-5;P54819-6;P54819-4,Mitochondrion,3,-1.671163536,-0.783886642,1.913798965,2.540250503,3.235972083,-1.232735057,-0.477120663,2.403649481,3.051180658,3.601339958,-0.490496699,0.454281196,3.338139128,3.622227569,4.126642531
AK3,Q9UIJ7,"GTP:AMP phosphotransferase AK3, mitochondrial",Q9UIJ7;Q9UIJ7-3;Q9UIJ7-2,,1,,,,,,,,,,,-0.938597051,-0.429925726,3.819668183,-1.001039115,1.405774578
AK4,P27144,"Adenylate kinase 4, mitochondrial",P27144,Mitochondrion,3,-1.154088493,-0.612328658,3.438159755,5.678353654,5.689858236,-1.13920402,-0.710165535,3.143899481,4.960974988,3.956056652,-0.922182772,-0.28429988,3.376012488,4.659353759,5.308557466
AKAP1,Q92667,"A-kinase anchor protein 1, mitochondrial",Q92667;Q92667-2,Mitochondrion,3,-0.83920886,-0.677171944,1.25761413,2.455964989,2.679694025,-0.790658935,-0.713284417,1.342611633,2.597078212,3.231616727,-0.715296363,-0.451129399,1.711979395,3.186437169,3.988321127
AKAP13,Q12802,A-kinase anchor protein 13,Q12802;Q12802-2;Q12802-4,,2,1.805498835,1.725217635,0.654985383,-0.4392068,-1.382889625,1.733961663,1.54680805,0.093424959,-0.580008146,-1.552283285,,,,,
AKAP17A,Q02040,A-kinase anchor protein 17A,Q02040;Q02040-2;Q02040-3,,1,,,,,,0.136585153,0.405447844,-0.974262439,-1.75151374,-2.555714593,,,,,
AKAP9,Q99996,A-kinase anchor protein 9,Q99996;Q99996-5;Q99996-3;Q99996-2;Q99996-6,,1,,,,,,,,,,,-0.712362227,0.086512047,-0.020896564,-0.551099049,-0.299364976
AKR1A1,P14550,Alcohol dehydrogenase [NADP(+)],P14550,,1,,,,,,,,,,,-0.964094616,-0.706017486,-0.569629078,-1.441125043,0.560812761
AKR1B1,P15121,Aldose reductase,P15121,,3,-1.124786119,-0.937767741,-0.755697442,-0.78259555,0.242206149,-1.140094043,-0.925001419,-0.517729943,-0.704723663,0.088141597,-1.043080963,-0.593049791,-0.323750648,-0.872261081,0.501719377
ALDH16A1,Q8IZ83,Aldehyde dehydrogenase family 16 member A1,Q8IZ83;Q8IZ83-3,,3,1.57826248,0.976363636,0.415217825,0.383607534,-0.83040846,1.821138737,1.287590496,0.648557478,0.777367109,-0.926289429,0.962808111,1.211946682,0.168642036,-0.038361856,-0.59542381
ALDH18A1,P54886,Delta-1-pyrroline-5-carboxylate synthase,P54886,,3,-1.469809371,-0.152804813,4.635638321,5.545721311,5.434227887,-1.294880232,-0.406751417,4.439157677,5.460873593,5.626731151,-1.141907573,0.117429084,4.605375803,5.379274385,5.541236037
ALDH1B1,P30837,"Aldehyde dehydrogenase X, mitochondrial",P30837,Mitochondrion,3,-1.105907889,-0.514119826,2.430365569,1.810895482,1.794727767,-0.917896955,-0.609794579,3.712705822,3.055698913,7.279564154,-0.954696832,-0.417366927,3.3305584,6.127303106,3.35952117
ALDH3A2,P51648,Fatty aldehyde dehydrogenase,P51648;P51648-2,ER,3,0.347212086,-0.661980709,-0.647919486,0.849518948,3.161952159,0.401739675,-0.636570971,-0.508588115,1.429696298,3.097543379,0.476433536,-0.481203034,-0.483319147,1.124195772,3.256723862
ALDH3B1,P43353,Aldehyde dehydrogenase family 3 member B1,P43353;P43353-2,,2,,,,,,-0.34168339,-0.378081764,-0.266090383,1.105611037,2.116031993,-0.380558817,-0.615950193,-0.382870813,0.531967777,2.718065658
ALDH4A1,P30038,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",P30038;P30038-2;P30038-3,Mitochondrion,2,,,,,,-1.002252362,-0.685129491,1.660015865,2.43909117,-0.74780236,-0.984730814,-0.451622564,1.680594415,0.266636643,1.743730376
ALDH5A1,P51649,"Succinate-semialdehyde dehydrogenase, mitochondrial",P51649;P51649-2,Mitochondrion,3,-1.017037446,-0.50996392,3.623164536,4.136437503,4.482719235,-0.964432392,-0.617476609,3.339850003,7.757756679,4.18935017,-0.787119434,-0.389961443,3.387913924,4.276645543,3.419538892
ALDH6A1,Q02252,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",Q02252;Q02252-2,,1,,,,,,,,,,,-1.021862958,-0.480639261,2.781044909,1.567448097,2.47625206
ALDH7A1,P49419-2,Alpha-aminoadipic semialdehyde dehydrogenase,P49419-2;P49419;P49419-4;P49419-3,Mitochondrion,3,-0.999394195,-0.529322581,2.419484958,2.907352184,3.560837212,-0.953215611,-0.668913951,2.186088481,3.15552258,3.249870047,-0.91626242,-0.434129908,2.293135019,2.91798543,3.494799595
ALDH9A1,P49189,4-trimethylaminobutyraldehyde dehydrogenase,P49189;P49189-2,,3,-1.105318026,-0.586709219,1.867382536,2.396680125,2.944427447,-0.941309457,-0.578520843,1.43023174,2.307311939,2.860744342,-0.865174504,-0.399121322,1.97074324,2.060254951,2.900064954
ALDOA,P04075,Fructose-bisphosphate aldolase A,P04075;P04075-2,,3,-0.290709364,-0.152067215,-0.164916733,0.572986653,2.669162862,-0.06340917,-0.172538646,-0.316114941,0.524866065,2.32645106,-0.165418216,-0.269442641,-0.261067911,0.554834396,2.622368152
ALDOC,P09972,Fructose-bisphosphate aldolase C,P09972,,3,0.054917919,-0.010512172,-0.307626368,0.216113358,2.189033824,0.540027269,0.148218272,-0.482815029,0.03885755,1.532666057,0.393086655,-0.026028784,-0.377481907,0.095316842,2.248534836
ALG1,Q9BT22,Chitobiosyldiphosphodolichol beta-mannosyltransferase,Q9BT22;Q9BT22-2,,2,0.550211158,-0.601846673,-0.809650633,0.469469253,2.413269114,0.541613956,-0.663533787,-0.597648912,1.14834845,2.973629642,,,,,
ALG11,Q2TAA5,"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase",Q2TAA5,,1,-0.806669805,-0.504509489,-0.49842328,0.59062597,2.491545289,,,,,,,,,,
ALG2,Q9H553,"Alpha-1,3/1,6-mannosyltransferase ALG2",Q9H553;Q9H553-2,,3,0.336511916,-0.728717764,-0.758330632,0.761966031,2.389511746,0.395501575,-0.823549561,-0.611314493,1.59139219,2.744376407,0.581206609,-0.553235607,-0.643788565,1.271485439,2.261260002
ALG5,Q9Y673,Dolichyl-phosphate beta-glucosyltransferase,Q9Y673;Q9Y673-2,,3,0.427177055,-0.742241065,-0.8956365,0.832849517,2.913167073,0.311386858,-0.669258048,-0.576282003,1.214560036,0.760944774,0.352871496,-0.542794471,-0.72735566,1.264656525,2.415461229
ALG6,Q9Y672,"Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase",Q9Y672,,2,0.485117645,-0.734611115,-0.65113307,1.302289802,3.202966171,0.589859344,-0.767167358,-0.490050854,1.892391026,5.688012463,,,,,
ALG8,Q9BVK2,"Probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase",Q9BVK2;Q9BVK2-2,,2,0.391327807,-0.765351536,-0.76844471,1.317882883,3.735738782,0.528971317,-0.692105224,-0.523234682,1.714267501,3.135025864,,,,,
ALPI,P09923,Intestinal-type alkaline phosphatase,P09923,,2,,,,,,-0.482754547,-0.597496099,-0.518163765,0.235849577,1.810278568,-0.377388201,-0.550465037,-0.545634568,0.414893223,1.919454502
ALPP,P05187,"Alkaline phosphatase, placental type",P05187;P10696,Plasma membrane,3,-0.444497935,-0.510148829,-0.406980944,0.358733827,2.029912213,-0.380709078,-0.477582618,-0.390623251,0.550703696,2.481402283,-0.421206167,-0.30509307,-0.378888216,0.369159346,2.031289319
ALYREF,Q86V81,THO complex subunit 4,Q86V81,,3,0.715454127,1.052763657,-0.899883518,-2.144903296,-2.473931188,0.654618845,0.988412026,-0.638546036,-1.685384674,-2.155984007,0.641823444,1.523210648,-0.363716447,-1.643901275,-2.076554132
AMACR,Q9UHK6,Alpha-methylacyl-CoA racemase,Q9UHK6;Q9UHK6-5,,1,,,,,,0.466235562,-0.712764135,-0.633949213,1.428624817,2.617416038,,,,,
AMFR,Q9UKV5,E3 ubiquitin-protein ligase AMFR,Q9UKV5,,1,0.625270489,-0.429847986,-0.673324602,0.397474417,2.547745939,,,,,,,,,,
ANAPC7,Q9UJX3,Anaphase-promoting complex subunit 7,Q9UJX3;Q9UJX3-2,,3,0.841651143,1.28273632,1.347155379,0.063502942,-0.204299537,0.482745045,1.160920188,0.290188457,-0.204016997,-0.773639447,-0.053748247,0.699018519,0.19093086,-0.36126812,-1.098443761
ANKFY1,Q9P2R3,Rabankyrin-5,Q9P2R3;Q9P2R3-2,Endosome,3,0.894681974,-0.608496212,-1.410696715,0.117695043,1.139665945,0.494159564,-0.789810658,-1.413115187,0.200629898,1.479541007,0.38084025,-0.69399447,-1.355534545,0.150429698,1.825622832
ANKHD1,Q8IWZ3-6,Ankyrin repeat and KH domain-containing protein 1,Q8IWZ3-6;Q8IWZ3-4,,3,1.443235322,1.99606329,0.325846898,-0.832153977,-0.922100758,1.305620381,1.387969051,-0.129228917,-0.809448348,-1.074152452,1.635893663,1.741359117,-0.511135414,-1.299098693,-1.271287097
ANKLE2,Q86XL3,Ankyrin repeat and LEM domain-containing protein 2,Q86XL3;Q86XL3-2,,3,0.568615877,-0.530468231,-0.607594644,0.691623493,2.053806444,0.590530164,-0.531072667,-0.520935037,0.968053878,2.18944506,0.625925048,-0.433486809,-0.517234306,0.882682173,2.333624094
ANKRD17,O75179,Ankyrin repeat domain-containing protein 17,O75179;O75179-2;O75179-7;O75179-6;O75179-4,,3,2.27482819,2.200096258,0.197362184,-1.023181813,-1.101876799,1.875386905,1.611691751,-0.286075483,-1.13058654,-1.237013435,1.763921421,1.473007568,-0.49956504,-1.530655787,-1.52761621
ANKRD35,Q8N283,Ankyrin repeat domain-containing protein 35,Q8N283,,1,,,,,,,,,,,-0.289985992,-0.467633164,-0.336883133,0.733007184,2.064813887
ANKZF1,Q9H8Y5,Ankyrin repeat and zinc finger domain-containing protein 1,Q9H8Y5,,2,,,,,,1.888928292,1.389842109,-0.169339026,-0.893196094,-1.214072869,1.044044333,0.587653021,-0.257286632,-1.10789657,-1.578973338
ANLN,Q9NQW6,Actin-binding protein anillin,Q9NQW6;Q9NQW6-2,,3,0.833659246,0.857264445,-0.021116142,-0.864255012,-0.710944623,0.426211072,0.492314685,-0.714822711,-1.319837702,-1.166146486,0.902420942,0.110363243,-1.042070547,-1.763807432,-1.499075603
ANO6,Q4KMQ2,Anoctamin-6,Q4KMQ2;Q4KMQ2-3;Q4KMQ2-2;Q4KMQ2-4,Plasma membrane,3,-0.315055621,-0.362658705,-0.606737578,0.399663304,1.665074361,-0.139648963,-0.435241391,-0.383341185,0.702214251,2.081032783,-0.062339229,-0.291468413,-0.47401134,0.462052319,1.949833713
ANP32A,P39687,Acidic leucine-rich nuclear phosphoprotein 32 family member A,P39687,,3,-0.621133296,-0.399616054,-0.938292915,-1.349235441,-1.235416048,-0.529343403,-0.613453894,-0.99286192,-1.205696434,-1.295836281,-0.813676938,-0.340623405,-0.742941092,-1.545066101,-1.173872561
ANP32B,Q92688,Acidic leucine-rich nuclear phosphoprotein 32 family member B,Q92688;Q92688-2,,3,-0.392402184,-0.150240876,-0.825823715,-0.929638152,-1.07810671,-0.231887679,-0.371161094,-0.490192699,-0.889289322,-1.093909841,-0.139792009,-0.091663587,-0.35346865,-0.994671879,-0.89351767
ANTXR1,Q9H6X2,Anthrax toxin receptor 1,Q9H6X2;Q9H6X2-5;Q9H6X2-4;Q9H6X2-6;Q9H6X2-2;Q9H6X2-3,Plasma membrane,3,0.03801469,-0.270155783,-0.561515512,0.349818172,1.151599082,-0.015622102,-0.575830351,-0.667355074,0.516620347,1.226138561,-0.583592591,-1.006072079,-1.077741248,-0.243437807,0.745968715
ANXA1,P04083,Annexin A1,P04083,,3,-1.298246918,-0.988532986,-1.515191603,-1.531906787,-0.522156914,-1.199818651,-1.252569632,-5.447312092,-1.623087325,-0.799470537,-1.071360589,-0.721824889,-1.092186375,-1.682788564,-0.442967391
ANXA11,P50995,Annexin A11,P50995;P50995-2,,3,-1.188101568,-1.0014723,-1.323515933,-0.764861165,-0.352731547,-1.209027833,-0.937519041,-1.149216576,-0.61991337,-0.487095547,-0.893222889,-0.420472256,-0.864281275,-1.209561572,0.350157749
ANXA2,P07355,Annexin A2,P07355;P07355-2;A6NMY6,,3,-0.757232885,-0.292157197,-0.172554905,0.126047755,1.222062625,-0.645073978,-0.371441017,-0.201161456,0.392647144,1.330042035,-0.541177065,-0.31744468,-0.115284871,0.208642109,1.440420721
ANXA5,P08758,Annexin A5,P08758,,3,-1.334934738,-1.195450755,-1.667080153,-1.878003237,-0.647151098,-1.358749939,-1.422636435,-1.59596886,-1.631868644,-0.904629141,-1.225632503,-0.907521913,-1.296509435,-1.839957568,-0.317912177
ANXA6,P08133,Annexin A6,P08133;P08133-2,,3,-0.977440432,-0.83349021,-1.171530893,-0.656262457,0.669117498,-0.594443237,-0.641716277,-0.731589562,-0.371963686,0.574053054,-0.522136196,-0.504570891,-0.584327855,-0.474692812,0.952184443
ANXA7,P20073,Annexin A7,P20073;P20073-2,,3,-1.41488362,-0.865621325,-1.148256954,-0.718711252,0.09328973,-1.196111708,-1.142194129,-1.225430086,-0.858305638,-0.654376536,-1.286128257,-0.554146193,-0.721301518,-1.058202563,0.057138304
AP1B1,Q10567-3,AP-1 complex subunit beta-1,Q10567-3;Q10567-4,Large Protein Complex,3,-0.380802999,-0.118570303,-0.263576961,-0.297803484,0.344714894,-0.31292139,-0.097949581,-0.119886573,0.2083924,0.43306627,-0.306965855,-0.109685617,-0.162541101,-0.185129697,0.419431022
AP1G1,O43747,AP-1 complex subunit gamma-1,O43747;O43747-2,Large Protein Complex,3,0.755485829,0.502941568,-0.408971714,-0.820616346,-0.519466014,0.764940573,0.256044474,-0.4336232,-0.533179751,-0.463270684,0.844144581,0.587268968,-0.336464097,-0.812941742,-0.487621392
AP1M1,Q9BXS5,AP-1 complex subunit mu-1,Q9BXS5;Q9BXS5-2,Large Protein Complex,3,0.63236129,0.576570509,-0.489625402,-0.911044318,-0.419063422,0.772645803,0.465295389,-0.319873718,-0.587424395,-0.558091636,0.713431883,0.720803782,-0.284598591,-0.735980089,-0.333716053
AP1S1,P61966,AP-1 complex subunit sigma-1A,P61966;P61966-2,Large Protein Complex,3,0.733180773,0.723427501,-0.404248114,-0.618251496,-0.632114577,0.800081925,0.344601283,-0.516594361,-0.299986495,-0.645006296,0.632268215,0.377068206,-0.581820849,-0.885073331,-0.902658891
AP2A1,O95782,AP-2 complex subunit alpha-1,O95782;O95782-2,Plasma membrane,3,-0.779397631,-0.308555169,-0.114566203,0.39462389,1.404848639,-0.693247806,-0.420530183,0.221444053,0.991535451,1.570317197,-0.60537611,-0.432065214,-0.005072768,0.727615551,1.483157952
AP2A2,O94973,AP-2 complex subunit alpha-2,O94973,Plasma membrane,3,-0.659380765,-0.438053168,-0.246515265,0.128029389,1.171847314,-0.762411809,-0.383981136,0.077379741,0.826680675,1.254110242,-0.558474026,-0.539792158,-0.113083129,0.575699579,1.314116431
AP2B1,P63010,AP-2 complex subunit beta,P63010;P63010-2;P63010-3,,3,-0.735691776,-0.297200632,-0.218262612,0.32998465,1.15885403,-0.673508672,-0.352713124,0.112366523,0.762476388,1.373453333,-0.55845278,-0.333916065,0.052555009,0.566766455,1.430820497
AP2M1,Q96CW1,AP-2 complex subunit mu,Q96CW1;Q96CW1-2,Plasma membrane,3,-0.71021274,-0.266767155,-0.157495777,0.330099418,1.237502534,-0.786522065,-0.382494627,0.048096653,0.872080137,1.359633613,-0.627783363,-0.42705214,-0.031385732,0.533363998,1.352871496
AP2S1,P53680,AP-2 complex subunit sigma,P53680;P53680-2,Plasma membrane,3,-0.814158821,-0.258287102,-0.104759431,0.450802153,1.390942773,-0.834956351,-0.509060258,0.100843124,0.904580435,1.492109553,-0.773121596,-0.354814835,0.012497163,0.899098272,1.622415011
AP3B1,O00203,AP-3 complex subunit beta-1,O00203;O00203-3,Endosome,3,1.318750669,0.129348967,-0.396992107,-0.171173473,-0.314266126,1.300885149,0.102993993,-0.463768018,0.153935011,-0.312670512,1.402012659,0.158595552,-0.378063015,-0.025485372,-0.268608191
AP3D1,O14617-5,AP-3 complex subunit delta-1,O14617-5;O14617;O14617-4;O14617-3,Endosome,3,1.397145797,0.093830572,-0.399045224,-0.135633561,-0.433038758,1.22200078,0.112766845,-0.383002502,0.019773069,-0.336373018,1.34596403,0.110229592,-0.401844449,-0.213905532,-0.250663111
AP3M1,Q9Y2T2,AP-3 complex subunit mu-1,Q9Y2T2,Endosome,3,1.306028869,0.137503524,-0.451366097,-0.09324791,-0.31371015,0.995810106,-0.028439893,-0.532031947,0.044603951,-0.26904274,1.328089653,0.100304906,-0.466636002,-0.098459206,-0.319189575
AP3S1,Q92572,AP-3 complex subunit sigma-1,Q92572,,1,,,,,,,,,,,0.997256272,0.21896711,-0.46434514,-0.292846311,-0.296013396
APEX1,P27695,DNA-(apurinic or apyrimidinic site) lyase,P27695,,3,1.38084025,1.338852239,-0.124786119,-1.112568313,-1.452017217,1.173383321,1.016638942,-0.395435207,-1.079020773,-1.446895125,0.893750502,1.027578727,-0.362881323,-1.306430525,-1.653627396
APH1A,Q96BI3,Gamma-secretase subunit APH-1A,Q96BI3;Q96BI3-2,,1,0.333538229,-0.198377769,-0.80818471,-0.043274211,1.731661164,,,,,,,,,,
API5,Q9BZZ5-2,Apoptosis inhibitor 5,Q9BZZ5-2;Q9BZZ5-5;Q9BZZ5-1;Q9BZZ5-3,,3,0.582266953,0.981852653,-0.635629279,-1.754382647,-2.320630253,0.557287542,1.221444053,-0.395587026,-1.588226681,-2.006245944,0.551392968,1.235849577,-0.272053414,-1.472809528,-1.88368848
APLP2,Q06481,Amyloid-like protein 2,Q06481;Q06481-2,,3,0.82374936,-0.503936537,-1.10820755,0.657274141,2.178459697,0.707436442,-0.645254478,-1.019492054,0.991390325,1.799418922,-0.339253887,-1.692454898,-2.09381746,-0.367824865,1.394459265
APMAP,Q9HDC9,Adipocyte plasma membrane-associated protein,Q9HDC9;Q9HDC9-2,,3,0.44911232,-0.686986391,-0.661273243,0.869160738,2.428571222,0.430713468,-0.679411348,-0.650362969,1.40315863,2.816988741,0.596171862,-0.546371803,-0.517564712,1.324004081,3.316623664
APOA1BP,Q8NCW5,NAD(P)H-hydrate epimerase,Q8NCW5;Q8NCW5-2,Mitochondrion,3,-0.974602603,-0.721729717,0.881116409,1.52326084,2.170566057,-0.767142804,-0.734155078,1.028144768,1.807190033,2.777998256,-0.683367647,-0.439519808,1.363451457,1.472799672,2.163724136
APOBEC3C,Q9NRW3,DNA dC->dU-editing enzyme APOBEC-3C,Q9NRW3,,3,2.13796249,1.794103899,0.231186613,-0.748602047,-0.885099976,1.760220946,1.44498504,0.140909507,-0.597255997,-0.898403707,1.677936646,1.307953046,-0.137203474,-1.10336389,-1.234770798
APOL2,Q9BQE5,Apolipoprotein L2,Q9BQE5,,2,0.207643013,-0.689590073,-0.7600399,0.551392968,-0.232040171,,,,,,0.057831475,-0.643180085,-0.62273185,0.99486932,2.462497365
APP,P05067,Amyloid beta A4 protein,P05067;P05067-9;P05067-8;P05067-7;P05067-11;P05067-5;P05067-6;P05067-4;P05067-3;P05067-10,Endosome,3,0.788100998,-0.430120094,-0.925138387,0.822118275,2.204672863,0.6019817,-0.690940257,-1.062565207,0.897240426,2.609636781,-0.314876152,-1.67038267,-1.903846117,-0.266177131,1.213938238
APRT,P07741,Adenine phosphoribosyltransferase,P07741;P07741-2,,1,-1.069784965,-1.079081731,-1.262192118,-0.681700514,-0.651269013,,,,,,,,,,
AQR,O60306,Intron-binding protein aquarius,O60306,,3,0.400100683,0.498046578,-0.344245189,-0.882278364,-1.408243999,0.307078739,0.318461465,-0.259426413,-0.551395017,-1.26375016,0.089769309,0.425888934,-0.418735534,-0.911858403,-1.263576961
ARCN1,P48444,Coatomer subunit delta,P48444;P48444-2,Large Protein Complex,3,-0.237727733,-0.027072123,-0.142448893,-0.092755507,-0.050069197,-0.21552952,-0.279721535,-0.248724823,0.036186803,-0.090173144,-0.230685257,-0.076036977,-0.171043524,-0.174198094,0.013497992
ARF1,P84077,ADP-ribosylation factor 1,P84077,Golgi,3,-1.132736089,-0.430664463,-0.339180883,-0.181591148,0.541217448,-0.966827234,-0.706700151,-0.565203662,0.001297842,0.830660974,-1.064525165,-0.617365945,-0.218615105,0.114900024,0.933270472
ARF4,P18085,ADP-ribosylation factor 4,P18085,,3,0.020199923,0.084608575,-0.359471615,-0.686777371,-0.336099817,0.30018231,-0.063755941,-0.438600539,-0.455831181,-0.350872036,0.407842178,0.070801468,-0.297661613,-0.495206749,-0.067394518
ARF5,P84085,ADP-ribosylation factor 5,P84085,,2,-0.346114511,-0.025338538,-0.452787102,-0.4237778,-0.166389325,,,,,,-0.044553275,-0.086415464,-0.267235875,-0.450537823,-0.065445757
ARF6,P62330,ADP-ribosylation factor 6,P62330,,3,-0.974886135,-0.333007144,0.08827731,0.731704603,2.675838508,-0.824085836,-0.45349813,-0.193073828,0.984261221,2.677553343,-0.813144517,-0.372467866,0.241230036,0.884793263,2.503170614
ARFGAP1,Q8N6T3,ADP-ribosylation factor GTPase-activating protein 1,Q8N6T3;Q8N6T3-2;Q8N6T3-5;Q8N6T3-4;Q8N6T3-3,,3,-0.067016645,0.548140657,0.658097205,0.077926579,-0.390661078,0.042224074,0.237196574,0.435095152,-0.038850857,-0.330882502,0.067776372,0.575796375,0.498250868,-0.296420845,-0.3735889
ARFGAP2,Q8N6H7,ADP-ribosylation factor GTPase-activating protein 2,Q8N6H7;Q8N6H7-2;Q8N6H7-3,,3,-0.172538646,0.41921526,0.15367565,-0.051952416,-0.501279376,-0.18954867,0.269272578,0.13251104,-0.164803518,-0.151666504,-0.278023701,0.229464873,-0.071633467,-0.731397931,-0.558155361
ARFIP1,P53367,Arfaptin-1,P53367,,2,,,,,,-0.313369496,0.015497569,0.182438056,-0.118053525,-0.732380309,-0.525454931,0.130403762,0.224781194,0.032806145,-0.002382413
ARFIP2,P53365,Arfaptin-2,P53365;P53365-3;P53365-2,,1,,,,,,,,,,,-0.604673919,-0.239293623,-0.070072691,0.503043371,1.03040671
ARFRP1,Q13795,ADP-ribosylation factor-related protein 1,Q13795;Q13795-3;Q13795-2,,1,,,,,,,,,,,-0.352326301,-0.089635733,0.710525442,1.461161815,2.097206246
ARGLU1,Q9NWB6,Arginine and glutamate-rich protein 1,Q9NWB6;Q9NWB6-2;Q9NWB6-3,,1,,,,,,0.183708817,0.733527887,-0.929858012,-1.800776825,-1.779917739,,,,,
ARHGAP1,Q07960,Rho GTPase-activating protein 1,Q07960,,3,-0.512431331,-0.118382362,-0.004696395,-0.179580013,-0.262261328,-0.585150063,-0.472609324,-0.184014773,0.119555385,0.076695902,-0.372822766,-0.283052991,0.173383321,0.055195654,-0.042100255
ARHGAP12,Q8IWW6,Rho GTPase-activating protein 12,Q8IWW6;Q8IWW6-3;Q8IWW6-2;Q8IWW6-4,,1,,,,,,-0.511999229,-0.266593593,-0.250474313,0.276794405,0.844466001,,,,,
ARHGAP17,Q68EM7,Rho GTPase-activating protein 17,Q68EM7;Q68EM7-6;Q68EM7-5;Q68EM7-2;Q68EM7-3,,3,1.754631,1.695548468,0.364236231,-0.661957882,-1.028263333,1.469000296,1.261350279,-0.004710869,-0.860949687,-1.155984007,1.095586908,1.049073097,-0.141652905,-1.094279423,-1.468251752
