"Accession number","Accession number","ENV %","STR %","THY %","Total Spectral count","ENV (spectral count)","STR (spectral count)","THY (spectral count)","TOT (spectral count)",LOC_Training,LOC_Test,"cTP (ChloroP)","TargetP (PPDB)","Description (TAIR)","MapManBin (PPDB)","Curated Location (PPDB)","Location (TAIR)","Subcellular loc MF120725","Subplastidial loc MF120725","Subsubplastidial loc 120725","TMHMM (PPDB)","Calc.MW (PPDB)","Calc.PI (PPDB)","Length (nb of aa)","ProteomicsPub. (PPDB)","GFP/YFP loc. (PPDB)"
AT3G23400.1,AT3G23400,37.0977191730722,0,62.9022808269278,118,21,0,37,60," -"," -",Y,C,"plastid-lipid associated protein PAP / fibrillin family protein, contains Pfam pro","26.31* misc. fibrillins","plastoglobules; thylakoid-peripheral-stromal-side","thylakoid membrane (sensu Viridiplantae)",C,PG/THY,unknown,0,30.45,5.82,284,"15028209(Total chloroplast); 11719511(Thylakoid lumen proteome); 14617066(Nuclear proteome); 14729914(thylakoid-pheripheral&lumen); 14729914(thylakoid stripped); 11826309(thylakoid peripheral&lumen); 15322131(Thylakoid-stripped); 16414959(plastoglubular);"," -"
AT5G42650.1,AT5G42650,59.0866922825142,0,40.9133077174858,159,82,0,59,18," -"," -",Y,C,"allene oxide synthase (AOS) / hydroperoxide dehydrase / cytochrome P450 74A (CYP74","17.7.1.3 hormone metabolism.jasmonate.synthesis-degradation.allene oxidase synthase","plastoglobules; thylakoid-peripheral-stromal-side","thylakoid membrane (sensu Viridiplantae) & mitochondrion",C,PG/THY,unknown,0,58.19,8.75,518,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 12766230(Total chloroplast envelope); MitoDB(Mitochondrial proteome); 15322131(Thylakoid-stripped); 16461379(plastoglubular); "," -"
AT1G01080.1,AT1G01080,0,100,0,26,0,19,0,7," -",STR,Y,C,"33 kDa ribonucleoprotein, chloroplast, putative / RNA-binding protein cp33, putati","27.4 RNA.RNA binding","plastid stroma"," -",C,STR,unknown,0,32.57,9,293,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 14617066(Nuclear proteome); "," -"
AT1G03310.1,AT1G03310,0,100,0,2,0,2,0,0," -"," -",Y,C,"DBE1 | Encodes a protein with strong similarity to isoamylase (EC:3.2.1.68) however lacks","2.1.2.4 major CHO metabolism.synthesis.starch.debranching",plastid," -",C,STR,unknown,0,98.88,5.64,882," -"," -"
AT1G04420.1,AT1G04420,0,100,0,143,0,131,0,12," -",STR,Y,C,"aldo/keto reductase family protein, Similar to SP:Q46933 Tas protein {Escherichia ","3.5 minor CHO metabolism.others","plastid stroma"," -",C,STR,unknown,0,46.42,8.69,412,"12938931(Total chloroplast envelope); 16207701(chloroplast stroma); 15815986(Silique); "," -"
AT1G07780.1,AT1G07780,0,100,0,7,0,7,0,0,STR," -",Y,C,"phosphoribosylanthranilate isomerase 1 (PAI1), identical to gi:619751 | chr1:24102","13.1.6.5.3 amino acid metabolism.synthesis.aromatic aa.tryptophan.phosphoribosyanthranilate isomerase"," -",chloroplast,C,STR,unknown,0,29.63,8.63,275," -"," -"
AT1G08490.1,AT1G08490,0,100,0,3,0,3,0,0," -",STR,Y,C,"cysteine desulfurase, putative, similar to nitrogen fixation protein (nifS) GB:D64","14 S-assimilation","plastid stroma"," -",C,STR,unknown,0,50.48,6.22,463," -","12033984(Plastid  -SUBA); "
AT1G09795.1,AT1G09795,0,100,0,34,0,32,0,2,STR," -",Y,C,"ATP phosphoribosyl transferase 2 (ATP-PRT2), identical to ATP phosphoribosyl trans","13.1.7.1 amino acid metabolism.synthesis.histidine.ATP phosphoribosyl transferase","plastid stroma"," -",C,STR,unknown,0,44.75,6.34,413," -"," -"
AT1G09830.1,AT1G09830,0,100,0,15,0,15,0,0," -"," -",Y,C,"phosphoribosylamine--glycine ligase (PUR2), Identical to phosphoribosylamine--glyc","23.1.2.2 nucleotide metabolism.synthesis.purine.GAR Synthetase","plastid stroma"," -",C,STR,unknown,0,56.47,5.5,532,"15028209(Total chloroplast); "," -"
AT1G11430.1,AT1G11430,0,66.1021508389281,33.8978491610719,9,0,6,1,2," -",STR,Y,C,"plastid developmental protein DAG, putative, similar to DAG protein, chloroplast p","31.6* plastid differentiation","plastid stroma"," -",C,STR,unknown,0,26.2,8.99,232,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 16207701(chloroplast stroma); "," -"
AT1G11720.1,AT1G11720,0,100,0,2,0,2,0,0," -"," -",Y,C,"ATSS3 | Encodes a starch synthase that in addition to its role in starch biosynthesis als","2.1.2.2 major CHO metabolism.synthesis.starch.starch synthase","plastid stroma"," -",C,STR,unknown,0,116.41,5.95,1025," -"," -"
AT1G12520.1,AT1G12520,0,100,0,10,0,6,0,4," -",STR,Y,_,"superoxide dismutase copper chaperone, putative, similar to copper chaperone for s","15.2 metal handling.binding, chelation and storage","plastid stroma",chloroplast,C,STR,unknown,0,27.19,4.93,320," -"," -"
AT1G12800.1,AT1G12800,0,72.2226304188097,27.7773695811903,9,0,8,1,0," -",STR,Y,C,"S1 RNA-binding domain-containing protein, contains Pfam domain, PF00575: S1 RNA bi","27.3.23 RNA.regulation of transcription.HSF,Heat-shock transcription factor family","plastid stroma"," -",C,STR,unknown,0,85.66,5.3,767," -"," -"
AT1G14030.1,AT1G14030,0,100,0,8,0,8,0,0," -"," -",Y,C,"ribulose-1,5 bisphosphate carboxylase oxygenase large subunit N-methyltransferase,","1.3.13 PS.calvin cyle.rubisco interacting","plastid stroma"," -",C,STR,unknown,0,54.61,5.01,482,"16207701(chloroplast stroma); "," -"
AT1G14810.1,AT1G14810,0,96.0080620146853,3.99193798531467,102,0,74,1,27,STR," -",Y,C,"semialdehyde dehydrogenase family protein, similar to SP:O31219 Aspartate-semialde","13.1.3.6.1.2 amino acid metabolism.synthesis.aspartate family.misc.homoserine.aspartate semialdehyde dehydrogenase","plastid stroma",mitochondrion,C,STR,unknown,0,40.74,6.52,375,"MitoDB(Mitochondrial proteome); 15815986(seedling); "," -"
AT1G15140.1,AT1G15140,0,100,0,95,0,89,0,6," -",STR,Y,C,"oxidoreductase NAD-binding domain-containing protein, Contains Pfam profile PF0017","26.7  misc.oxidases - copper, flavone etc.","plastid stroma"," -",C,STR,unknown,0,31.92,7.79,295,"12938931(Total chloroplast envelope); 16207701(chloroplast stroma); 15815986(Leaf); "," -"
AT1G16080.1,AT1G16080,0,100,0,118,0,101,0,17," -",STR,Y,C,"expressed protein | chr1:5514311-5516012 FORWARD | Aliases: T24D18.18, T24D18_18","35.2 not assigned.unknown","plastid stroma"," -",C,STR,unknown,0,34.13,6.38,313,"12938931(Total chloroplast envelope); 15815986(Silique); 15815986(seedling); "," -"
AT1G16720.1,AT1G16720,0,100,0,44,0,40,0,4," -"," -",Y,C,"expressed protein | chr1:5723081-5726471 FORWARD | Aliases: F19K19.14","29.2.99 protein.synthesis.misc",plastid," -",C,STR,unknown,0,65.7,9.14,598,"12938931(Total chloroplast envelope); "," -"
AT1G17050.1,AT1G17050,0,100,0,17,0,17,0,0," -"," -",Y,C,"geranyl diphosphate synthase, putative / GPPS, putative / dimethylallyltransferase","16.1.1 secondary metabolism.isoprenoids.non-mevalonate pathway","plastid stroma",plastid,C,STR,unknown,0,46.04,5.44,417," -","15784989(Plastid  -SUBA); 15653808(Plastid  -SUBA); "
AT1G17160.1,AT1G17160,0,100,0,3,0,3,0,0," -"," -",Y,C,"pfkB-type carbohydrate kinase family protein, contains Pfam profile: PF00294 pfkB ","3.5 minor CHO metabolism.others"," -"," -",C,STR,unknown,0,40.19,6.11,379,"16207701(chloroplast stroma); "," -"
AT1G17220.1,AT1G17220,0,100,0,22,0,22,0,0," -"," -",Y,C,"translation initiation factor IF-2, chloroplast, putative, similar to SP:P57997:IF","29.2.3 protein.synthesis.initiation","plastid stroma"," -",C,STR,unknown,0,109.74,7.14,1026,"12938931(Total chloroplast envelope); "," -"
AT1G17650.1,AT1G17650,0,100,0,52,0,52,0,0," -",STR,Y,C,"similar to 6-phosphogluconate dehydrogenase NAD-binding domain-containing protein ","7.1.3 OPP.oxidative PP.6-phosphogluconate dehydrogenase","plastid stroma"," -",C,STR,unknown,0,37.78,8.68,358," -"," -"
AT1G18500.1,AT1G18500,0,100,0,39,0,32,0,7,STR," -",Y,C,"2-isopropylmalate synthase, putative, strong similarity to 2-isopropylmalate synth","13.1.4.4.1 amino acid metabolism.synthesis.branched chain group.leucine specific.2-isopropylmalate synthase","plastid stroma"," -",C,STR,unknown,0,68.67,6.15,631," -"," -"
AT1G21440.1,AT1G21440,0,100,0,20,0,12,0,8," -",STR,Y,C,"mutase family protein, similar to carboxyvinyl-carboxyphosphonate phosphorylmutase","35.2 not assigned.unknown","plastid stroma"," -",C,STR,unknown,0,36.3,6.67,336,"16207701(chloroplast stroma); 15815986(seedling); "," -"
AT1G23740.1,AT1G23740,0,100,0,162,0,141,0,21," -",STR,Y,C,"oxidoreductase, zinc-binding dehydrogenase family protein, contains Pfam profile P","26.7 misc.oxidases - copper, flavone etc.","plastid stroma"," -",C,STR,unknown,0,40.98,8.46,386,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 16207701(chloroplast stroma); 16923014(cold-stress responsive chloroplast); 15815986(seedling); 15815986(Leaf); "," -"
AT1G29900.1,AT1G29900,0,100,0,101,0,31,0,70,STR," -",Y,C,"carbamoyl-phosphate synthase family protein, similar to carbamoylphosphate synthet","13.1.2.3.11 amino acid metabolism.synthesis.glutamate family.arginine.carbamoyl-phosphate synthase; 23.1.1.1  nucleotide metabolism.synthesis.pyrimidine.carbamoyl phosphate synthetase","plastid stroma"," -",C,STR,unknown,0,129.95,5.53,1187,"15028209(Total chloroplast); 16207701(chloroplast stroma); 16358359(cell suspension (Gamborg)); 15052571(soluble leaf); "," -"
AT1G31180.1,AT1G31180,0,100,0,86,0,48,0,38,STR," -",-,M,"3-isopropylmalate dehydrogenase, chloroplast, putative, strong similarity to SP:P2","13.1.4.4.3 amino acid metabolism.synthesis.branched chain group.leucine specific.3-isopropylmalate dehydrogenase","plastid stroma"," -",C,STR,unknown,0,43.84,5.6,404,"16207701(chloroplast stroma); 15815986(Silique); "," -"
AT1G31190.1,AT1G31190,0,100,0,40,0,38,0,2," -",STR,Y,C,"inositol monophosphatase family protein, similar to SP:P29218 Myo-inositol-1(or 4)","3.4.5 minor CHO metabolism.myo-inositol.inositol phosphatase","plastid stroma"," -",C,STR,unknown,0,40.44,6.76,371,"16207701(chloroplast stroma); "," -"
AT1G31230.1,AT1G31230,0,100,0,119,0,118,0,1,STR," -",Y,C,"bifunctional aspartate kinase/homoserine dehydrogenase / AK-HSDH, nearly identical","13.1.3.6.1.1 amino acid metabolism.synthesis.aspartate family.misc.homoserine.aspartate kinase","plastid stroma"," -",C,STR,unknown,0,99.4,6.33,911," -"," -"
AT1G32200.1,AT1G32200,0,100,0,55,0,50,0,5," -"," -",Y,C,"glycerol-3-phosphate acyltransferase, chloroplast (ATS1), identical to SP:Q43307:P","11.3.1 lipid metabolism.Phospholipid synthesis.1-acylglycerol-3-phosphate O-acyltransferase","plastid stroma","chloroplast stroma",C,STR,unknown,0,50.42,6.11,459,"15815986(seedling); 15815986(Leaf); "," -"
AT1G32500.1,AT1G32500,0,100,0,29,0,26,0,3," -"," -",Y,C,"ATP-binding-cassette transporter, putative, similar to ATP-binding-cassette transp","14 S-assimilation","plastid stroma",plastid,C,STR,unknown,0,52.82,5.66,475," -"," -"
AT1G35420.1,AT1G35420,0,100,0,6,0,6,0,0," -",STR,Y,C,"dienelactone hydrolase family protein, low similarity to dienelactone hydrolase (R","35.2 not assigned.unknown","plastid stroma"," -",C,STR,unknown,0,34.16,5.27,310,"16207701(chloroplast stroma); "," -"
AT1G36390.1,AT1G36390,0,100,0,18,0,15,0,3," -",STR,Y,C,"co-chaperone grpE family protein, similar to co-chaperone CGE1 precursor isoform b","29.6 protein.folding","plastid stroma"," -",C,STR,unknown,0,31.22,9.43,279,"16207701(chloroplast stroma); "," -"
AT1G43560.1,AT1G43560,0,100,0,16,0,14,0,2," -",STR,Y,C,"ATY2 (Arabidopsis thioredoxin y2); thiol-disulfide exchange intermediate ","21.1 redox.thioredoxin","plastid stroma"," -",C,STR,unknown,0,18.59,8.44,167," -"," -"
AT1G48520.1,AT1G48520,0,100,0,55,0,53,0,2," -",STR,Y,M,"glutamyl-tRNA(Gln) amidotransferase B family protein, contains Pfam profiles: PF02","19.1 tetrapyrrole synthesis.glu-tRNA synthetase","plastid stroma"," -",C,STR,unknown,0,60.94,7.51,550,"16207701(chloroplast stroma); "," -"
AT1G50320.1,AT1G50320,0,100,0,2,0,2,0,0," -"," -",Y,C,"thioredoxin x, nearly identical to thioredoxin x GB:AAF15952 GI:6539616 from (Arab","21.1 redox.thioredoxin","plastid stroma"," -",C,STR,unknown,0,19.64,9.06,182,"16207701(chloroplast stroma); ","12707279(Plastid  -SUBA); "
AT1G51100.1,AT1G51100,0,100,0,16,0,16,0,0," -",STR,Y,C,"expressed protein | chr1:18937976-18938812 FORWARD | Aliases: F23H24.6, F23H24_6","35.2 not assigned.unknown","plastid stroma"," -",C,STR,unknown,0,24.16,9.36,211,"16207701(chloroplast stroma); "," -"
AT1G53520.1,AT1G53520,0,100,0,28,0,21,0,7," -"," -",-,C,"chalcone-flavanone isomerase-related, low similarity to GI:499036 (Vitis vinifera)","16.8.2 secondary metabolism.flavonoids.chalcones",plastid," -",C,STR,unknown,0,30.72,8.63,287," -"," -"
AT1G54580.1,AT1G54580,0,100,0,8,0,3,0,5," -"," -",Y,C,"acyl carrier protein, chloroplast, putative / ACP, putative, strong similarity to ","11.1.12 lipid metabolism.FA synthesis and FA elongation.ACP protein",plastid," -",C,STR,unknown,0,14.52,5.28,136," -"," -"
AT1G54630.1,AT1G54630,0,100,0,11,0,5,0,6," -"," -",Y,C,"acyl carrier protein 3, chloroplast (ACP-3), nearly identical to SP:P25702 Acyl ca","11.1.12 lipid metabolism.FA synthesis and FA elongation.ACP protein",plastid," -",C,STR,unknown,0,14.65,5.28,136," -"," -"
AT1G56050.1,AT1G56050,0,100,0,48,0,43,0,5," -"," -",Y,C,"GTP-binding protein-related, similar to GTP-binding protein GI:10176676 from (Baci","30.5 signalling.G-proteins","plastid stroma"," -",C,STR,unknown,0,45.62,5.72,421,"16207701(chloroplast stroma); "," -"
AT1G62640.1,AT1G62640,0,100,0,26,0,24,0,2," -",STR,Y,C,"3-oxoacyl-(acyl-carrier-protein) synthase III, chloroplast / beta-ketoacyl-ACP syn","11.1.3 lipid metabolism.FA synthesis and FA elongation.ketoacyl ACP synthase","plastid stroma"," -",C,STR,unknown,0,42.84,7.05,404," -"," -"
AT1G62780.1,AT1G62780,0,100,0,46,0,39,0,7," -",STR,-,C,"expressed protein | chr1:23252844-23254770 REVERSE | Aliases: F23N19.15, F23N19_15","35.2 not assigned.unknown","plastid stroma"," -",C,STR,unknown,0,27.21,5.77,237,"16207701(chloroplast stroma); "," -"
AT1G63770.2,AT1G63770,0,100,0,96,0,93,0,3," -",STR,Y,C,"peptidase M1 family protein, similar to SP:P04825 Aminopeptidase N (EC 3.4.11.2) (","29.5 protein.degradation","plastid stroma"," -",C,STR,unknown,0,106.1,6.11,945,"16502469(cell suspension-Cd-up); 15815986(Silique); 15815986(Leaf); 11402211,12068122,15047896,16679420,17028149(seed-all-Jobpapers); 15908592(Carbonylated seed protein); "," -"
AT1G63970.1,AT1G63970,0,100,0,13,0,9,0,4," -",STR,Y,C,"2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase, putative, similar to 2C-meth","16.1.1.5 secondary metabolism.isoprenoids.non-mevalonate pathway.MCS","plastid stroma"," -",C,STR,unknown,0,24.81,8.94,231," -"," -"
AT1G64190.1,AT1G64190,0,100,0,71,0,61,0,10," -"," -",-,S,"6-phosphogluconate dehydrogenase family protein, contains Pfam profiles: PF00393 6","7.1.3 OPP.oxidative PP.6-phosphogluconate dehydrogenase",plastid," -",C,STR,unknown,0,53.37,5.33,487,"15052571(soluble leaf); "," -"
AT1G64510.1,AT1G64510,0,100,0,6,0,4,0,2," -"," -",Y,C,"ribosomal protein S6 family protein, similar to plastid ribosomal protein S6 precu","29.2.1.1 protein.synthesis.chloroplast/mito.plastid","plastid ribosome"," -",C,STR,unknown,0,22.76,5.92,207,"15028209(Total chloroplast); 14729914(thylakoid-pheripheral&lumen); 14729914(thylakoid stripped); 15815986(Leaf); "," -"
AT1G66430.1,AT1G66430,0,100,0,86,0,68,0,18," -",STR,Y,C,"pfkB-type carbohydrate kinase family protein, contains Pfam profile: PF00294 pfkB ","2.2.1.1 major CHO metabolism.degradation.sucrose.fructokinase","plastid stroma"," -",C,STR,unknown,0,41.47,5.54,384,"16207701(chloroplast stroma); 15052571(soluble leaf); "," -"
AT1G68590.1,AT1G68590,0,100,0,17,0,15,0,2," -",STR,Y,C,"plastid-specific 30S ribosomal protein 3, putative / PSRP-3, putative, similar to ","29.2.1.99 protein.synthesis.chloroplast/mito.unknown","plastid stroma"," -",C,STR,unknown,0,18.47,9.26,166,"15028209(Total chloroplast); 14729914(thylakoid-pheripheral&lumen); 14729914(thylakoid stripped); "," -"
AT1G69830.1,AT1G69830,0,100,0,114,0,90,0,24," -",STR,Y,C,"AMY3/ATAMY3 (ALPHA-AMYLASE-LIKE 3); alpha-amylase ","2.2.2.1 major CHO metabolism.degradation.starch.starch cleavage","plastid stroma",chloroplast,C,STR,unknown,0,99.84,5.72,887,"15028209(Total chloroplast); 15052571(soluble leaf); "," -"
AT1G70820.1,AT1G70820,0,100,0,40,0,32,0,8," -",STR,Y,C,"phosphoglucomutase, putative / glucose phosphomutase, putative, similar to phospho","4.2 glycolysis.PGM","plastid stroma"," -",C,STR,unknown,0,67.31,5.61,615,"15052571(soluble leaf); "," -"
AT1G74260.1,AT1G74260,0,100,0,22,0,6,0,16," -"," -",Y,M,"AIR synthase-related family protein, contains Pfam profiles: PF00586 AIR synthase ","23.1.2.4 nucleotide metabolism.synthesis.purine.FGAR amidotransferase","plastid stroma"," -",C,STR,unknown,0,151.78,5.16,1387,"15028209(Total chloroplast); 16207701(chloroplast stroma); "," -"
AT1G74960.1,AT1G74960,0,100,0,29,0,20,0,9," -"," -",Y,C,"3-ketoacyl-ACP synthase, putative, similar to 3-ketoacyl-ACP synthase (Cuphea pulc","11.1.3 lipid metabolism.FA synthesis and FA elongation.ketoacyl ACP synthase",plastid," -",C,STR,unknown,0,57.6,8.1,541," -"," -"
AT1G75330.1,AT1G75330,0,100,0,29,0,25,0,4,STR," -",Y,C,"ornithine carbamoyltransferase, chloroplast / ornithine transcarbamylase / OTCase ","13.1.2.3.21 amino acid metabolism.synthesis.glutamate family.arginine.ornithine carbamoyltransferase","plastid stroma"," -",C,STR,unknown,0,41,7.17,375,"16207701(chloroplast stroma); "," -"
AT1G76080.1,AT1G76080,0,100,0,76,0,66,0,10," -",STR,Y,C,"thioredoxin family protein, low similarity to thioredoxin (TRX) (Fasciola hepatica","21.1 redox.thioredoxin","plastid stroma"," -",C,STR,unknown,0,33.68,8.65,302,"12938931(Total chloroplast envelope); 15815986(seedling); 15815986(Leaf); "," -"
AT1G77060.1,AT1G77060,0,100,0,24,0,18,0,6," -",STR,Y,C,"mutase family protein, similar to carboxyvinyl-carboxyphosphonate phosphorylmutase","6.9 gluconeogenese/ glyoxylate cycle.isocitrate lyase","plastid stroma"," -",C,STR,unknown,0,36.56,6.4,339,"16207701(chloroplast stroma); "," -"
AT1G79790.1,AT1G79790,0,100,0,5,0,5,0,0," -",STR,-,C,"haloacid dehalogenase-like hydrolase family protein, contains InterPro accession I","35.1 not assigned.no ontology","plastid stroma"," -",C,STR,unknown,0,27.69,4.76,245," -"," -"
AT1G80560.1,AT1G80560,0,100,0,68,0,30,0,38,STR," -",Y,C,"3-isopropylmalate dehydrogenase, chloroplast, putative, strong similarity to 3-ISO","13.1.4.4.3 amino acid metabolism.synthesis.branched chain group.leucine specific.3-isopropylmalate dehydrogenase","plastid stroma"," -",C,STR,unknown,0,43.37,5.79,405,"12938931(Total chloroplast envelope); 16207701(chloroplast stroma); 16358359(cell suspension (Gamborg)); 15815986(seedling); "," -"
AT1G80600.1,AT1G80600,0,100,0,61,0,54,0,7,STR," -",-,C,"acetylornithine aminotransferase, mitochondrial, putative / acetylornithine transa","13.1.2.3.4 amino acid metabolism.synthesis.glutamate family.arginine.acetylornithine aminotransferase","plastid stroma"," -",C,STR,unknown,0,48.82,6.36,457,"15028209(Total chloroplast); 16207701(chloroplast stroma); "," -"
AT2G02500.1,AT2G02500,0,100,0,39,0,37,0,2," -",STR,Y,M,"expressed protein, contains Pfam profile: PF01128 uncharacterized protein family U","16.1.1.3 secondary metabolism.isoprenoids.non-mevalonate pathway.CMS","plastid stroma"," -",C,STR,unknown,0,33.93,5.9,302,"16207701(chloroplast stroma); "," -"
AT2G04030.1,AT2G04030,0,100,0,331,0,238,0,93," -",STR,Y,C,"EMB1956 | heat shock protein, putative, strong similarity to heat shock protein (Arabidop","29.6 protein.folding","plastid stroma","mitochondrion & chloroplast stroma",C,STR,unknown,0,88.66,4.93,780,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); MitoDB(Mitochondrial proteome); 16207701(chloroplast stroma); 16358359(cell suspension (Gamborg)); 16358359(cell suspension (M&Skoog)); 11402211,12068122,15047896,16679420,17028149(seed-al"," -"
AT2G04400.1,AT2G04400,0,100,0,31,0,28,0,3,STR," -",Y,C,"indole-3-glycerol phosphate synthase (IGPS), nearly identical to SP:P49572 | chr2:","13.1.6.5.4 amino acid metabolism.synthesis.aromatic aa.tryptophan.indole-3-glycerol phosphate synthase","plastid stroma"," -",C,STR,unknown,0,44.57,6.98,402,"11402211,12068122,15047896,16679420,17028149(seed-all-Jobpapers); 15908592(Carbonylated seed protein); "," -"
