Majority protein IDs,Protein names,Gene names,Organellar Markers,Ratio H/L R1_C2_03,Ratio H/L R1_C2_06,Ratio H/L R1_C2_12,Ratio H/L R1_C2_24,Ratio H/L R1_C2_80,Ratio H/L R1_C6_03,Ratio H/L R1_C6_06,Ratio H/L R1_C6_12,Ratio H/L R1_C6_24,Ratio H/L R1_C6_80,Ratio H/L R1_Con_03,Ratio H/L R1_Con_06,Ratio H/L R1_Con_12,Ratio H/L R1_Con_24,Ratio H/L R1_Con_80,Ratio H/L R2_C2_03,Ratio H/L R2_C2_06,Ratio H/L R2_C2_12,Ratio H/L R2_C2_24,Ratio H/L R2_C2_80,Ratio H/L R2_C6_03,Ratio H/L R2_C6_06,Ratio H/L R2_C6_12,Ratio H/L R2_C6_24,Ratio H/L R2_C6_80,Ratio H/L R2_Con_03,Ratio H/L R2_Con_06,Ratio H/L R2_Con_12,Ratio H/L R2_Con_24,Ratio H/L R2_Con_80,Ratio H/L R3_C2_03,Ratio H/L R3_C2_06,Ratio H/L R3_C2_12,Ratio H/L R3_C2_24,Ratio H/L R3_C2_80,Ratio H/L R3_C6_03,Ratio H/L R3_C6_06,Ratio H/L R3_C6_12,Ratio H/L R3_C6_24,Ratio H/L R3_C6_80,Ratio H/L R3_Con_03,Ratio H/L R3_Con_06,Ratio H/L R3_Con_12,Ratio H/L R3_Con_24,Ratio H/L R3_Con_80
Q15758;Q15758-3;Q15758-2,Neutral amino acid transporter B(0),SLC1A5,Plasma membrane,0.57084,0.65463,0.88619,2.1394,5.7341,0.57959,0.55867,0.75295,1.9939,5.7012,0.61844,0.72135,0.82454,1.979,6.1577,0.6066,0.6808,1.0582,2.3071,5.6971,0.62357,0.59443,0.98301,2.4369,5.6465,0.71048,0.62472,0.79097,1.7956,5.9805,0.48272,0.51834,0.76003,2.1355,6.5349,0.4172,0.46293,0.63668,2.2845,5.6711,0.52746,0.54098,0.71785,1.8083,4.1394
P11166,"Solute carrier family 2, facilitated glucose transporter member 1",SLC2A1,Plasma membrane,0.66105,0.69876,0.85624,1.9361,3.6843,0.75882,0.5933,0.82786,1.7502,3.2643,0.75601,0.7486,0.79028,1.6682,2.915,0.64476,0.63977,0.85285,1.618,3.6781,0.67512,0.5623,0.77693,2.0379,3.1688,0.74985,0.58934,0.60924,1.2541,3.0616,0.51544,0.46417,0.63713,1.6492,3.2359,0.54844,0.48492,0.59844,1.8749,3.1212,0.52501,0.48458,0.6157,1.1065,2.9283
Q9Y6M5,Zinc transporter 1,SLC30A1,Plasma membrane,0.60526,0.72472,1.1383,2.4567,6.229,0.65881,0.63171,0.94506,2.1531,5.4141,0.63256,0.82817,1.0275,2.1328,6.0108,0.61661,0.62119,1.0608,2.2579,6.1012,0.6322,0.62958,1.0377,2.1766,5.436,0.72665,0.6563,0.99282,2.0899,5.784,0.47668,0.54658,0.76543,2.142,6.3398,0.44227,0.4558,0.64606,2.2729,5.9693,0.4831,0.47662,0.6717,1.7253,5.0692
P08195;P08195-4,4F2 cell-surface antigen heavy chain,SLC3A2,Plasma membrane,0.55827,0.71674,1.1377,2.463,5.9671,0.53554,0.63185,0.95447,2.1512,5.5258,0.55939,0.79721,1.0289,2.262,5.8899,0.6244,0.74821,1.3714,2.7468,6.2032,0.60603,0.70981,1.2717,2.9703,6.1817,0.65099,0.70428,1.0681,2.2744,5.9494,0.42268,0.55109,0.90437,2.3017,6.3168,0.40716,0.47063,0.70526,2.4431,5.6322,0.47351,0.56105,0.8107,2.0469,5.9578
P30825,High affinity cationic amino acid transporter 1,SLC7A1,Plasma membrane,0.90464,0.6626,0.69681,1.243,1.2999,0.81514,0.64693,0.61685,1.0444,1.3757,0.94078,0.71351,0.70068,1.1128,1.4831,0.88663,0.57251,0.58454,1.0293,1.5925,0.78849,0.61261,0.59869,0.88224,1.585,0.99488,0.56929,0.46853,0.85979,1.2855,0.70173,0.59239,0.52029,1.0264,1.9668,0.69472,0.56814,0.57197,1.5161,1.7267,0.91019,0.63304,0.74012,1.0415,1.9979
Q01650,Large neutral amino acids transporter small subunit 1,SLC7A5,Plasma membrane,0.5583,0.77237,1.0611,2.5734,5.9606,0.55299,0.6316,0.91013,2.4639,5.5837,0.56205,0.79136,1.0377,2.5404,5.532,0.6304,0.71411,1.0689,2.4161,5.5391,0.31038,0.70266,1.2384,2.8265,5.2198,0.66302,0.67551,1.0328,2.2092,5.2341,0.44222,0.52741,0.87568,2.5425,6.6537,0.40237,0.45767,0.70085,2.4893,6.1712,0.4997,0.54649,0.7429,2.2478,6.0269
O00161;O00161-2,Synaptosomal-associated protein 23,SNAP23,Plasma membrane,0.67864,0.74061,1.1152,2.1452,12.611,0.65041,0.59129,0.79671,1.8892,5.7328,0.63953,0.81506,0.99017,2.0238,3.8859,0.6641,0.71645,1.1494,2.2179,4.8959,0.68393,0.63953,1.0352,2.5152,5.9854,0.68126,0.66572,0.86799,1.7042,5.1932,0.49989,0.53017,0.91696,2.158,4.9595,0.44953,0.52504,0.69487,2.5146,1.5922,0.47735,0.52736,0.82233,1.6927,4.1561
O00186,Syntaxin-binding protein 3,STXBP3,Plasma membrane,0.67742,0.74437,0.98425,1.2606,1.6074,0.69034,0.64601,0.82485,1.2549,1.75,0.58128,0.82173,0.9725,1.244,2.0401,0.69739,0.68807,0.97156,1.2568,1.7589,0.65109,0.68557,0.89848,1.4629,2.0645,0.74846,0.64489,0.79714,1.2992,2.1311,0.51542,0.58351,0.80448,1.1675,1.8022,0.42919,0.43314,0.64967,1.1791,1.7186,0.56679,0.54561,0.72474,1.249,1.771
P33897,ATP-binding cassette sub-family D member 1,ABCD1,Peroxisome,1.0359,0.51481,0.87617,2.6825,7.1389,0.97927,0.45303,0.83495,2.1244,8.4135,0.79788,0.53313,0.90931,3.0911,6.032,0.99277,0.44736,0.8208,2.0054,6.5202,0.8547,0.41784,0.65829,1.8174,8.1747,1.1093,0.44235,0.71525,2.1849,6.4777,0.87773,0.48605,0.68942,1.8128,4.6282,0.86608,0.51286,0.6202,2.306,1.2119,0.93776,0.42853,0.5998,1.9659,5.2593
P28288;P28288-2,ATP-binding cassette sub-family D member 3,ABCD3,Peroxisome,1.0728,0.50644,0.90868,2.7133,9.9233,0.97946,0.49469,0.82483,2.5959,8.6337,0.8631,0.51608,0.95326,3.3877,10.601,0.98611,0.46027,0.76168,2.0752,8.0046,0.89089,0.42494,0.63527,1.9104,7.827,1.107,0.43995,0.69988,2.196,8.5486,0.88311,0.4806,0.6494,2.1773,8.59,0.85482,0.49779,0.63437,2.5176,8.4841,0.7711,0.42978,0.5807,2.0092,7.4154
P09110;P09110-2,"3-ketoacyl-CoA thiolase, peroxisomal",ACAA1,Peroxisome,1.0333,0.53787,0.87159,2.3131,3.9082,0.85067,0.49771,0.78726,2.2252,3.3573,0.75952,0.53682,0.87674,3.1238,8.7546,0.92664,0.43377,0.70397,1.8163,6.1863,0.89927,0.43312,0.75743,1.8586,6.5798,1.082,0.41581,0.66655,1.9611,4.057,0.92753,0.46154,0.63623,2.0763,7.2075,0.79076,0.51794,0.60018,2.2289,7.508,0.79108,0.43036,0.58389,1.8722,1.5741
Q15067,Peroxisomal acyl-coenzyme A oxidase 1,ACOX1,Peroxisome,1.031,0.51927,0.9412,2.7472,10.802,0.95035,0.52607,0.90403,2.6975,10.329,0.89158,0.53035,0.98871,3.5484,10.627,0.95886,0.46127,0.75216,1.9559,8.0829,0.96425,0.44272,0.68721,1.9581,7.4108,1.1503,0.45927,0.71825,2.2113,8.873,0.8972,0.46978,0.65108,2.2688,9.3963,0.81099,0.53303,0.65868,2.5358,8.787,0.76235,0.40791,0.56654,2.1251,8.7073
O00116,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",AGPS,Peroxisome,1.0611,0.53618,0.9032,2.6872,9.9488,0.95457,0.51337,0.83327,2.6973,9.7093,0.87426,0.53925,0.93591,3.3837,10.799,1.0423,0.4678,0.78109,2.0017,7.2721,0.91948,0.43245,0.67949,1.9021,6.4456,1.174,0.44104,0.69232,2.2116,7.7384,0.87914,0.46626,0.65997,2.1191,8.3229,0.82808,0.51664,0.62966,2.5443,7.8564,0.78798,0.44134,0.59757,1.9579,10.209
P04040,Catalase,CAT,Peroxisome,1.1093,0.53688,0.96605,2.8742,10.257,1.0527,0.53114,0.89353,2.8396,10.587,0.97151,0.56298,0.98029,3.3414,11.564,1.0363,0.45824,0.81279,2.2257,6.8185,0.97329,0.43051,0.70177,1.9797,5.7957,1.1634,0.44838,0.71306,2.2972,8.709,0.89223,0.46903,0.67702,2.2465,8.9312,0.83247,0.49677,0.63748,2.6323,8.7756,0.78225,0.42283,0.5895,2.1489,8.8093
Q8WVX9,Fatty acyl-CoA reductase 1,FAR1,Peroxisome,1.1542,0.55128,0.94771,2.5163,6.9613,0.99764,0.52613,0.85602,2.3012,3.7453,0.94623,0.62195,1.1034,3.9319,10.255,0.85179,0.41142,0.72974,1.9966,7.7776,0.8771,0.38186,0.64993,1.4893,5.4104,1.1177,0.41839,0.6843,1.9231,7.7362,0.82065,0.45465,0.6175,1.8365,7.7422,0.82481,0.46939,0.64437,2.4683,6.1618,0.73363,0.41452,0.55528,1.9808,4.8406
O15228;O15228-2,Dihydroxyacetone phosphate acyltransferase,GNPAT,Peroxisome,0.99898,0.5202,0.95547,2.89,5.3111,0.953,0.4602,0.84087,2.393,2.2087,0.8711,0.56524,0.92781,3.6907,5.1699,1.0535,0.47387,0.76115,2.2574,6.7043,0.95039,0.44091,0.63266,1.8232,12.47,1.2541,0.42224,0.73643,2.3068,1.6302,0.8059,0.4914,0.65126,2.1378,0.38406,0.80621,0.51323,0.63845,2.3128,4.5235,0.77078,0.44765,0.56628,2.0821,4.5365
Q9UJ83;Q9UJ83-2;Q9UJ83-3;Q9UJ83-4,2-hydroxyacyl-CoA lyase 1,HACL1,Peroxisome,1.0664,0.51991,0.92009,2.612,8.9398,0.96682,0.51567,0.82691,2.4554,6.0208,0.8951,0.56818,0.98944,3.6202,7.8302,1.0385,0.46781,0.77353,1.9337,7.4937,1.0143,0.41475,0.6692,2.0503,6.4432,1.2718,0.44734,0.70123,2.1822,8.1342,0.90423,0.49363,0.68599,2.0154,11.005,0.85744,0.44837,0.60966,2.5271,7.2115,0.85108,0.44435,0.59626,2.0031,9.1933
P51659;P51659-3;P51659-2,Peroxisomal multifunctional enzyme type 2;(3R)-hydroxyacyl-CoA dehydrogenase;Enoyl-CoA hydratase 2,HSD17B4,Peroxisome,1.0919,0.54098,0.91743,2.4442,8.9574,1.0027,0.54221,0.8707,2.6726,9.3351,0.89482,0.56097,0.96805,3.1718,10.295,1.0277,0.48046,0.78877,2.0418,7.5922,0.97656,0.4394,0.70116,1.957,6.5384,1.1842,0.46508,0.68706,2.173,7.7742,0.92591,0.50943,0.67655,2.2554,8.8174,0.87907,0.5223,0.63972,2.5526,8.3268,0.83888,0.44786,0.61537,2.0714,7.7405
O75381;O75381-2,Peroxisomal membrane protein PEX14,PEX14,Peroxisome,1.179,0.61919,0.94778,2.7961,9.8489,1.0748,0.52852,0.90016,3.0445,9.2163,1.1137,0.55452,1.0084,3.6707,15.851,1.0506,0.49223,0.82455,2.4799,7.3104,0.96506,0.50811,0.82387,2.2377,8.1575,1.1598,0.46785,0.72168,2.3428,9.8601,0.93342,0.49754,0.76653,2.4702,9.8043,0.85517,0.53019,0.62322,2.9245,9.5903,0.79803,0.44943,0.67067,2.5828,9.1948
Q8WUM0,Nuclear pore complex protein Nup133,NUP133,Nuclear pore complex,0.62319,0.53155,0.74497,2.1839,5.7546,0.7238,0.54669,0.8664,2.0342,4.1545,0.56547,0.55143,0.97958,2.3014,6.3474,0.68183,0.44188,0.80955,1.1654,2.353,0.77847,0.45103,0.73006,1.6703,1.9917,0.79181,0.44028,0.75853,1.5828,3.394,0.63466,0.45723,0.69747,1.6543,3.4982,0.70582,0.55607,0.64936,2.4445,5.0164,0.53872,0.41669,0.66228,2.0219,3.3151
O75694;O75694-2,Nuclear pore complex protein Nup155,NUP155,Nuclear pore complex,0.7827,0.57763,0.82945,1.3694,2.0169,0.76737,0.56191,0.85417,1.3054,1.996,0.57826,0.63382,0.9702,1.5251,2.451,0.72196,0.4903,0.72309,1.0853,1.8773,0.68642,0.48461,0.74021,1.1253,1.8204,0.76951,0.4712,0.67665,1.1627,1.8387,0.58278,0.48291,0.64599,1.2149,1.8355,0.65787,0.54996,0.71553,1.6101,2.1218,0.57156,0.43919,0.60474,1.1951,1.8976
Q12769,Nuclear pore complex protein Nup160,NUP160,Nuclear pore complex,0.73058,0.61246,0.8418,1.5484,2.686,0.76578,0.51377,0.86926,1.4367,1.8601,0.56603,0.62037,0.99054,1.6857,3.2117,0.71663,0.45385,0.72478,0.93319,1.735,0.69848,0.55315,0.595,1.0931,1.8641,0.6686,0.45544,0.67555,1.3787,2.2929,0.70213,0.57984,0.70841,1.1289,2.1977,0.66346,0.60072,0.79802,1.1951,2.5922,0.58407,0.50023,0.6604,1.1587,2.8864
Q92621,Nuclear pore complex protein Nup205,NUP205,Nuclear pore complex,0.76242,0.52409,0.89311,1.8388,4.3581,0.77451,0.54064,0.83763,2.0644,5.9563,0.54659,0.56893,1.0451,2.519,7.595,0.70586,0.46321,0.76623,1.4471,5.3615,0.81204,0.42212,0.65314,1.3032,3.1064,0.79252,0.44876,0.74344,1.8206,3.6537,0.7575,0.50977,0.7183,1.4063,2.988,0.74173,0.56208,0.75007,2.3376,2.52,0.74665,0.42541,0.6227,1.6232,4.568
Q8TEM1,Nuclear pore membrane glycoprotein 210,NUP210,Nuclear pore complex,0.93824,0.58862,1.0097,3.1036,5.8868,0.91974,0.56641,0.9796,3.2054,7.7636,0.8193,0.59889,1.0964,3.137,0.61942,0.8472,0.44062,0.82004,2.1596,7.9004,0.8302,0.41296,0.71197,2.3087,4.8951,0.93203,0.46202,0.74992,2.6839,3.6966,0.8382,0.4924,0.79734,2.9097,0.46661,0.766,0.49074,0.69908,3.7324,2.1322,0.70103,0.44358,0.64619,2.6428,2.2973
P35658;P35658-3;P35658-2;P35658-4;P35658-5,Nuclear pore complex protein Nup214,NUP214,Nuclear pore complex,0.78496,0.54487,0.8796,1.7479,3.234,0.765,0.52212,0.82508,1.5709,2.9687,0.62827,0.54559,0.98792,2.155,3.6454,0.88961,0.48019,0.83521,1.2626,2.0194,0.85213,0.3749,0.66057,1.9385,3.0666,0.83231,0.38508,0.76073,1.4392,2.5943,0.70309,0.45648,0.73209,1.2732,2.0449,0.81991,0.56215,0.7147,2.1975,2.2363,0.55308,0.40178,0.56939,1.4709,2.1993
P37198,Nuclear pore glycoprotein p62,NUP62,Nuclear pore complex,0.75825,0.51848,0.82922,1.5024,2.9981,0.67786,0.47894,0.87436,1.5915,3.8775,0.58348,0.52716,0.88745,1.925,3.9903,0.65538,0.44774,0.74328,1.2572,2.813,0.7224,0.39296,0.6289,1.5421,2.9115,0.64956,0.43724,0.66195,1.3432,2.9243,0.59502,0.47739,0.73992,1.5563,2.0273,0.63341,0.48403,0.66116,1.9505,2.4049,0.50116,0.40788,0.60839,1.4392,2.6337
Q99567,Nuclear pore complex protein Nup88,NUP88,Nuclear pore complex,0.68057,0.51628,0.6805,1.5028,1.9198,0.67545,0.54164,0.82553,1.4958,3.0657,0.55377,0.49574,0.89981,1.5855,3.0483,0.69109,0.47257,0.83202,1.1119,2.016,0.70288,0.38497,0.72424,1.3929,2.2872,0.78337,0.43156,0.70631,1.3844,2.5454,0.67339,0.40152,0.63972,1.1448,1.609,0.61113,0.42074,0.61227,1.5822,1.9147,0.57727,0.40075,0.58771,1.1043,1.6249
Q8N1F7;Q8N1F7-2,Nuclear pore complex protein Nup93,NUP93,Nuclear pore complex,0.72095,0.52199,0.84932,1.76,3.0692,0.73475,0.55178,0.81356,1.6155,2.4506,0.54168,0.52398,0.95021,1.9881,3.9221,0.65661,0.49863,0.71926,1.3521,2.403,0.71124,0.43557,0.67602,1.3921,2.5644,0.7344,0.44217,0.71812,1.4685,2.5496,0.61646,0.49555,0.63932,1.3772,2.445,0.58024,0.48612,0.63706,2.009,2.5282,0.55198,0.40147,0.71266,1.4825,2.2303
P52948;P52948-5;P52948-6;P52948-2,Nuclear pore complex protein Nup98-Nup96;Nuclear pore complex protein Nup98;Nuclear pore complex protein Nup96,NUP98,Nuclear pore complex,0.76409,0.54315,0.84892,1.4468,2.2309,0.75405,0.55086,0.88753,1.387,2.2723,0.67297,0.58629,0.96478,1.9306,4.7374,0.85206,0.51695,0.71737,1.0987,2.2695,0.76096,0.46783,0.62953,1.2335,1.6128,0.69563,0.4805,0.68229,1.6051,2.1637,0.7355,0.50377,0.72706,1.2401,1.6026,0.73585,0.52067,0.72144,1.919,1.4143,0.71558,0.47698,0.65497,1.4816,1.7611
P49792,E3 SUMO-protein ligase RanBP2,RANBP2,Nuclear pore complex,0.87222,0.54891,0.89982,1.8033,3.2637,0.8199,0.53417,0.80879,1.7956,3.5081,0.64755,0.5403,1.0077,2.2583,4.1975,0.80354,0.47031,0.72205,1.2528,1.9153,0.8127,0.418,0.66867,1.4035,2.4463,0.91199,0.429,0.70453,1.6967,2.4788,0.79656,0.49756,0.6987,1.578,2.3484,0.78577,0.5426,0.71333,2.1205,2.7462,0.73625,0.44559,0.66728,1.5686,2.5065
Q5JTZ9,"Alanine--tRNA ligase, mitochondrial",AARS2,Mitochondrion,0.41772,0.73411,4.2034,6.2142,7.1,0.36193,0.75908,5.1628,12.141,4.8992,0.28153,0.75591,6.5267,8.1227,8.275,0.4588,0.70691,5.4579,4.7225,5.6333,0.38439,0.60516,4.5136,10.196,12.306,0.47687,0.59218,7.1123,8.0294,8.8285,0.41399,0.60747,7.9078,6.7449,6.1186,0.3974,0.67409,2.4521,9.9777,3.211,0.38292,0.56722,6.8075,2.2479,4.1889
P11310;P11310-2,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADM,Mitochondrion,0.407,0.73955,8.0087,15.302,14.651,0.37336,0.80998,9.6923,16.427,2.1402,0.30581,0.71911,12.594,11.478,12.578,0.45075,0.66747,5.0523,11.67,13.555,0.40311,0.58965,8.0945,15.81,9.6981,0.46466,0.58629,6.4028,13.19,15.801,0.39275,0.64501,1.7756,15.74,14.751,0.39822,0.64779,6.5313,12.2,15.557,0.36425,0.60361,2.7261,10.917,12.487
P45954;P45954-2,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",ACADSB,Mitochondrion,0.4328,0.78919,10.566,29.752,7.103,0.39761,0.76178,12.018,10.398,13.582,0.32721,0.82245,1.4219,58.133,9.197,0.49337,0.65755,4.9864,9.635,17.888,0.42235,0.58354,7.81,13.475,12.951,0.4928,0.62734,7.77,12.657,8.8778,0.41554,0.66651,9.4784,4.7156,5275.5,0.44046,0.68786,4.343,9.562,9.7252,0.40851,0.61455,7.2974,8.022,9.806
P24752,"Acetyl-CoA acetyltransferase, mitochondrial",ACAT1,Mitochondrion,0.42292,0.79606,9.3525,13.974,14.934,0.37189,0.75608,8.4076,14.171,14.518,0.30054,0.7775,9.3094,13.827,14.604,0.49763,0.74179,8.1996,13.433,13.276,0.41411,0.60333,7.3188,13.371,13.383,0.48954,0.60926,7.1812,13.066,13.154,0.43643,0.68764,7.4401,13.617,15.451,0.41995,0.65336,5.7163,14.082,15.013,0.40216,0.64663,6.173,14.273,15.459
Q9NPJ3;Q9NPJ3-2,"Acyl-coenzyme A thioesterase 13;Acyl-coenzyme A thioesterase 13, N-terminally processed",ACOT13,Mitochondrion,0.45598,0.77659,4.0826,4.0472,4.5291,0.37939,0.74825,3.8339,4.7539,4.7818,0.34341,0.77204,3.9454,4.169,5.0846,0.49844,0.70721,3.5177,3.191,3.4417,0.42875,0.64243,3.543,3.2248,3.4725,0.49354,0.62754,3.2626,3.4644,3.8845,0.39688,0.67339,3.5791,3.13,3.5283,0.41984,0.66414,2.9216,3.8011,3.5418,0.43569,0.64439,3.4016,3.3682,3.6448
P54819;P54819-2;P54819-6;P54819-3;P54819-5;P54819-4,"Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed",AK2,Mitochondrion,0.29927,0.75803,4.6042,6.7619,9.3567,0.28991,0.79176,6.6559,7.4524,11.675,0.23197,0.74062,4.7285,6.8524,10.039,0.36445,0.74227,4.5879,5.3017,7.624,0.33193,0.69116,4.2749,6.0352,7.1927,0.40809,0.73594,3.4306,5.6422,7.595,0.39245,0.87631,4.8062,5.9055,9.235,0.41297,1.0009,4.5467,6.951,8.2769,0.24783,0.5525,3.864,5.6188,7.3691
P27144,"Adenylate kinase 4, mitochondrial",AK4,Mitochondrion,0.40996,0.76074,10.278,6.2172,14.922,0.36272,0.74981,9.4175,5.4829,8.8198,0.32683,0.77018,8.5039,10.371,9.7053,0.44225,0.69557,9.2818,13.64,13.716,0.4016,0.58139,6.6391,11.163,12.635,0.42891,0.5943,6.4707,6.592,9.5785,0.38606,0.64913,3.4874,15.017,15.099,0.37917,0.66101,6.1591,14.188,15.365,0.3583,0.61452,6.7378,15.57,15.955
P51649;P51649-2,"Succinate-semialdehyde dehydrogenase, mitochondrial",ALDH5A1,Mitochondrion,0.40001,0.76814,7.4921,7.8424,10.435,0.35228,0.78273,10.264,12.557,9.6558,0.30283,0.76753,9.0428,11.889,4.7928,0.45252,0.67051,7.724,11.856,8.3028,0.38792,0.59733,7.6541,6.1121,12.165,0.48037,0.59589,8.5391,10.206,18.96,0.46191,0.69672,3.8367,6.5708,5.1708,0.39859,0.63782,6.497,10.634,11.036,0.41599,0.66242,6.578,4.1404,6.8169
P49419-2;P49419;P49419-4,Alpha-aminoadipic semialdehyde dehydrogenase,ALDH7A1,Mitochondrion,0.41059,0.70315,3.9044,3.9105,6.8809,0.36625,0.72936,4.0285,5.2694,7.1051,0.28375,0.71647,3.7702,5.0741,6.3234,0.48445,0.68689,3.5593,4.7711,6.5148,0.41884,0.58716,3.7947,4.9058,6.7538,0.49777,0.56282,3.1338,4.4048,6.0374,0.43201,0.68606,3.4178,4.6737,7.5399,0.39006,0.61419,3.4519,6.37,7.0845,0.40851,0.64116,3.2205,5.0684,6.3686
Q8NCW5;Q8NCW5-2,NAD(P)H-hydrate epimerase,APOA1BP,Mitochondrion,0.42467,0.66104,1.8766,2.5917,5.1012,0.41546,0.70757,2.0332,2.8799,4.839,0.32603,0.63256,1.881,2.5707,5.8434,0.48776,0.58754,1.8847,2.5027,4.4347,0.43551,0.49947,1.8803,3.0805,4.9678,0.52547,0.55263,1.4008,2.163,4.2642,0.44962,0.596,1.6125,2.1677,4.4044,0.45379,0.58742,1.7345,3.1979,4.2481,0.41955,0.50113,1.5062,2.3557,4.1742
P25705;P25705-2;P25705-3,"ATP synthase subunit alpha, mitochondrial",ATP5A1,Mitochondrion,0.40463,0.7974,8.4709,13.039,14.269,0.3662,0.80203,8.1743,13.404,15.23,0.3146,0.78533,8.8608,13.468,15.502,0.4321,0.72174,7.669,11.779,13.558,0.38704,0.60988,7.1034,10.392,13.619,0.43737,0.62235,6.3835,11.196,13.631,0.38561,0.73585,7.427,12.177,14.222,0.39894,0.70386,5.7912,12.738,14.185,0.35129,0.67151,6.4248,13.209,14.965
P06576,"ATP synthase subunit beta, mitochondrial",ATP5B,Mitochondrion,0.41343,0.8275,8.7326,13.616,14.994,0.3779,0.78352,8.251,13.501,15.234,0.38472,0.80227,8.983,14.053,15.814,0.44515,0.72745,7.602,11.419,12.614,0.38054,0.62654,6.7266,11.846,13.569,0.44069,0.64457,6.6531,11.645,13.234,0.38485,0.73535,7.0275,12.212,14.561,0.40524,0.71903,5.7973,12.185,14.501,0.35463,0.68124,6.6114,12.518,15.026
P36542;P36542-2,"ATP synthase subunit gamma, mitochondrial",ATP5C1,Mitochondrion,0.405,0.83207,9.0035,14.696,15.019,0.37223,0.80538,8.2497,14.972,16.632,0.34601,0.80823,8.7819,15.594,15.782,0.44232,0.69287,8.0433,11.6,13.637,0.38882,0.63103,6.638,11.524,15.863,0.46849,0.63983,6.7488,12.628,14.288,0.38883,0.73623,6.6324,12.864,6.7307,0.41185,0.7243,5.7723,4.89,13.689,0.37527,0.68708,6.7296,12.426,17.214
P24539,"ATP synthase F(0) complex subunit B1, mitochondrial",ATP5F1,Mitochondrion,0.42969,0.85896,9.3722,15.238,15.673,0.3888,0.80586,8.4258,13.819,15.416,0.36463,0.8162,9.1531,14.242,15.249,0.4546,0.72482,7.9367,12.821,13.757,0.38964,0.63117,7.0128,12.333,13.425,0.44926,0.62778,6.4759,12.269,14.159,0.40031,0.70983,7.3046,13.191,15.404,0.38874,0.74597,6.0589,13.649,15.097,0.36873,0.69018,6.1412,12.405,15.424
O75947;O75947-2,"ATP synthase subunit d, mitochondrial",ATP5H,Mitochondrion,0.42813,0.83714,8.1725,5.25,13.946,0.38684,0.82107,7.9814,13.003,13.334,0.34376,0.80445,7.739,5.1571,13.427,0.46812,0.73058,7.455,11.513,12.905,0.40193,0.6144,6.7974,11.157,12.982,0.46516,0.65472,6.2798,11.956,12.964,0.39319,0.74868,7.5598,13.048,15.289,0.40582,0.73672,5.4246,13.168,14.374,0.36281,0.72451,6.9699,10.717,15.277
P56385,"ATP synthase subunit e, mitochondrial",ATP5I,Mitochondrion,0.41704,0.86714,8.403,12.093,15.586,0.38147,0.83249,8.0377,14.183,14.686,0.38376,0.79106,9.877,12.825,18.676,0.44476,0.7433,7.951,14.494,12.235,0.39,0.65604,8.8093,12.44,16.117,0.43457,0.61289,7.3285,13.071,12.372,0.39874,0.72049,7.7337,11.584,16.037,0.38017,0.71085,5.9611,14.633,13.622,0.36837,0.68922,6.7737,13.955,16.822
O75964,"ATP synthase subunit g, mitochondrial",ATP5L,Mitochondrion,0.4285,0.85681,8.6376,9.4782,15.242,0.37398,0.78344,8.2564,13.774,15.417,0.37552,0.79243,8.8155,7.2923,4.1277,0.43714,0.70946,7.2122,5.1462,11.445,0.36898,0.62329,7.2011,7.1692,12.479,0.4402,0.61764,6.7163,9.3633,9.0643,0.36139,0.73967,6.3179,12.257,15.164,0.39709,0.68518,4.3676,10.714,11.562,0.34883,0.65146,6.6269,11.273,14.067
P48047,"ATP synthase subunit O, mitochondrial",ATP5O,Mitochondrion,0.38973,0.82451,9.8801,14.255,16.127,0.37785,0.82934,8.2742,14.779,15.192,0.35127,0.79698,9.3471,14.937,17.158,0.44294,0.74199,7.8887,12.67,13.671,0.38488,0.61247,7.1576,12.601,13.407,0.43824,0.62284,6.7368,12.254,14.518,0.39049,0.72766,7.471,14.228,15.391,0.36499,0.73264,5.9844,12.889,15.372,0.36836,0.65288,7.1488,13.024,15.042
P12694;P12694-2,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",BCKDHA,Mitochondrion,0.41975,0.80608,6.5288,9.2269,10.094,0.37417,0.81383,10.572,16.581,10.569,0.31749,0.80782,10.346,6.2598,3.2203,0.47185,0.69813,6.7207,11.288,6.1398,0.43826,0.62327,8.7119,3.4525,12.613,0.47189,0.61006,7.3147,8.5083,9.6472,0.40518,0.67176,9.2516,10.587,7.498,0.39477,0.6642,3.843,7.5284,6.104,0.37354,0.65214,6.6283,8.35,13.498
P21953,"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial",BCKDHB,Mitochondrion,0.44646,0.712,9.3739,14.974,9.7465,0.4333,0.79154,6.7718,8.9774,13.654,0.30997,0.71121,9.9231,8.8167,21.402,0.50932,0.68317,7.7543,11.523,5.8475,0.44828,0.64587,9.1312,5.1538,2.69,0.50364,0.57812,7.2236,11.33,6.9456,0.38776,0.61448,6.6822,12.682,7.669,0.41013,0.65491,7.1932,8.3909,10.461,0.38177,0.59474,8.3581,11.166,15.831
