Protein.ID,TAIR.annotation,Gene.name,Gene.family,markers,Localization.assigned.by.the.Naive.Bayesian.classifier_start.below.threshold.,Average.Posterior.Probability,Known.Predicted.function,Refered.to.in.discussion.or.figures,Previous.high.confidence.localizations.see.Supplementary.references.,Proteins.with.one.TMD.used.in.the.TMD.analysis,TMD.Span.start,TMD.Span.end,Orientation.of.the.TMD,Number.of.four.plex.labelings.in.which.the.protein.is.observed,LOPIT1A_114,LOPIT1A_115,LOPIT1A_116,LOPIT1A_117,LOPIT1B_114,LOPIT1B_115,LOPIT1B_116,LOPIT1B_117,LOPIT2A_114,LOPIT2A_115,LOPIT2A_116,LOPIT2A_117,LOPIT2B_114,LOPIT2B_115,LOPIT2B_116,LOPIT2B_117,LOPIT3A_114,LOPIT3A_115,LOPIT3A_116,LOPIT3A_117,LOPIT3B_114,LOPIT3B_115,LOPIT3B_116,LOPIT3B_117,LOPIT4A_114,LOPIT4A_115,LOPIT4A_116,LOPIT4A_117,LOPIT4B_114,LOPIT4B_115,LOPIT4B_116,LOPIT4B_117
AT1G18690,"Galactosyl transferase GMA12/MNN10 family protein; FUNCTIONS IN: transferase activity, transferring glycosyl groups, transferase activity; INVOLVED IN: biological_process unknown; LOCATED IN: integral to membrane; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 12 growth stages; CONTAINS InterPro DOMAIN/s: Galactosyl transferase (InterPro:IPR008630); BEST Arabidopsis thaliana protein match is: xyloglucan xylosyltransferase 5 (TAIR:AT1G74380.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",,GT34,,Golgi/TGN,1,"CAZy GT","novel Golgi protein localised in this study",,TMD-Golgi,40,62,N-Inside,5,0.1396534819,0.2668181993,0.3049599871,0.2886129284,0.149,0.22,0.337,0.294,0.1185,0.3605,0.279,0.242,0.1305,0.285,0.3335,0.2515,0.1221355865,0.2657585609,0.3337363694,0.2783475964,0.1226298373,0.3268048041,0.263943037,0.2865984317,0.232,0.238,0.322,0.208,0.2055,0.225,0.304,0.2655
AT4G36890,"The IRX14 gene encodes a putative family 43 glycosyl transferase that contributes to xylan biosynthesis. It was identified based on its gene expression co-variance with the IRX3 gene involved in secondary cell wall synthesis.  A biochemical assay using the irx14 mutant indicates that IRX14 might function in xylose chain elongation.",IRX14,GT43,,Golgi/TGN,0.96,"CAZy GT","novel Golgi protein localised in this study, putative glucuronoarabinoxylan xylosyltransferase",,TMD-Golgi,36,58,N-Inside,3,0.083,0.169,0.426,0.322,0.1243333333,0.223,0.3246666667,0.329,0.0715091502,0.2063511034,0.3776667183,0.3444487581,0.082149268,0.2235193031,0.3599711101,0.3343674518,0.1327946906,0.2139276832,0.3081948241,0.3450524055,0.133,0.301,0.219,0.348,0.1842910383,0.2317077173,0.2740822325,0.3099432308,0.1762918737,0.2188903382,0.283737896,0.3210226887
AT2G20370,"Encodes a xyloglucan galactosyltransferase located in the membrane of Golgi stacks that is involved in the biosynthesis of fucose.  It is also involved in endomembrane organization. It is suggested that it is a dual-function protein that is responsible for actin organization and the synthesis of cell wall materials.",MUR3,GT47,Golgi/TGN,Golgi/TGN,1,"CAZy GT","xyloglucan galactosyltransferase","Golgi GFP (Tamura et al., 2005)",TMD-Golgi,32,54,N-Inside,8,0.0775,0.237,0.368,0.318,0.0942857143,0.245,0.3692857143,0.2915714286,0.064,0.2919090909,0.3691818182,0.2746363636,0.0817,0.2831,0.3684,0.2671,0.105,0.245,0.388,0.262,0.0677777778,0.371,0.2302222222,0.3314444444,0.1808333333,0.2866666667,0.3131666667,0.2198333333,0.15,0.2772,0.3006,0.2718
AT2G35100,"Putative glycosyltransferase, similar to other CAZy Family 47 proteins. The protein is predicted to be a type 2 membrane protein with a signal anchor and is predicted to be targeted to the secretory pathway and to have a single transmembrane helix near the N terminus; hence, the protein has the features expected for a type II membrane protein targeted to the Golgi vesicles. The gene was shown to be expressed in all tissues but particularly in vascular tissues of leaves and stems.",ARAD1,GT47,,Golgi/TGN,1,"CAZy GT","novel Golgi protein localised in this study, putative arabinan arabinosyltransferase",,TMD-Golgi,7,29,N-Inside,8,0.153,0.2435,0.2735,0.33,0.071,0.225,0.476,0.228,0.109,0.243,0.386,0.2615,0.0716666667,0.235,0.4213333333,0.273,0.2035,0.2165,0.3065,0.273,0.066,0.345,0.228,0.361,0.2141428571,0.2574285714,0.2875714286,0.2404285714,0.179,0.2676666667,0.2736666667,0.279
AT4G38040,"Exostosin family protein; FUNCTIONS IN: catalytic activity; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast, membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Exostosin-like (InterPro:IPR004263); BEST Arabidopsis thaliana protein match is: Exostosin family protein (TAIR:AT5G11610.1); Has 1409 Blast hits to 1398 proteins in 111 species: Archae - 0; Bacteria - 12; Metazoa - 341; Fungi - 4; Plants - 961; Viruses - 3; Other Eukaryotes - 88 (source: NCBI BLink).",,GT47,,Golgi/TGN,1,"CAZy GT","novel Golgi protein localised in this study, novel Golgi protein localised in this study",,,NA,NA,,5,0.0653333333,0.2786666667,0.3486666667,0.3073333333,0.1232,0.2526,0.3478,0.2764,0.0465,0.32,0.3825,0.251,0.0676,0.3419,0.3405,0.2501,0.0737649817,0.2746963274,0.3511803215,0.300295975,0.0928464956,0.3474894595,0.2580361684,0.3015575331,0.182625,0.2795,0.292625,0.245125,0.118743786,0.2745507434,0.3115510979,0.2951072963
AT5G61840,"IRX10-L, GUT1; CONTAINS InterPro DOMAIN/s: Exostosin-like (InterPro:IPR004263); BEST Arabidopsis thaliana protein match is: Exostosin family protein (TAIR:AT1G27440.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",IRX10-L,GT47,,Golgi/TGN,1,"CAZy GT","putative glucuronoarabinoxylan xylosyltransferase","Golgi LOPIT (Dunkley et al., 2006)",,NA,NA,,7,0.079,0.1736,0.4118,0.3352,0.0975,0.187,0.3625,0.353,0.07375,0.17725,0.42625,0.32275,0.0651428571,0.2217142857,0.4374285714,0.2758571429,0.0888968923,0.2499989457,0.3971239002,0.2639991707,0.0488,0.4114,0.2268,0.3126,0.2445,0.2896666667,0.2546666667,0.2111666667,0.139,0.283,0.3,0.278
AT5G33290,"Acts as a xylogalacturonan xylosyltransferase within the XGA biosynthesis pathway. Involved in pectin biosynthesis.",XGD1,GT47,Golgi/TGN,Golgi/TGN,1,"CAZy GT",,"Golgi YFP (Jensen et al., 2008)",TMD-Golgi,9,31,N-Inside,2,0.1292274839,0.2555554532,0.3273305998,0.287883228,0.1225,0.26025,0.35775,0.25925,0.1058373293,0.290981014,0.3672812588,0.2358759088,0.139,0.2975,0.33,0.2335,0.1208324099,0.2590890816,0.3343329733,0.2857047315,0.10521372,0.3408270182,0.2514795748,0.3024475078,0.2189989002,0.2505842541,0.2707074059,0.259705097,0.1786342118,0.2464767937,0.2849755309,0.2898561673
AT1G21480,"Exostosin family protein; CONTAINS InterPro DOMAIN/s: Exostosin-like (InterPro:IPR004263); BEST Arabidopsis thaliana protein match is: FRA8 homolog (TAIR:AT5G22940.1); Has 1205 Blast hits to 1196 proteins in 102 species: Archae - 0; Bacteria - 8; Metazoa - 259; Fungi - 4; Plants - 850; Viruses - 0; Other Eukaryotes - 84 (source: NCBI BLink).",,GT47,,Golgi/TGN,1,"CAZy GT",,"Golgi LOPIT (Dunkley et al., 2006)",,NA,NA,,4,0.1057091295,0.2391289217,0.3464578105,0.308710368,0.1081576161,0.239973406,0.3507029701,0.3010469945,0.057,0.247,0.417,0.279,0.08025,0.251125,0.394,0.274375,0.1103261057,0.2528198902,0.3690223385,0.2677973911,0.0903833542,0.3675477201,0.2309243541,0.3111132892,0.1683333333,0.2946666667,0.3243333333,0.2123333333,0.12,0.292,0.299,0.289
AT3G55830,"A member of the Glycosyltransferase Family 64, homologous to Poplar cambium-expressed GT64 gene.  The EPC1 protein plays a critical role during plant development in maintaining the integrity of organs via cell-cell adhesion, thereby providing mechanical strength and facilitating the movement of metabolites throughout the plant.",EPC1,GT64,Golgi/TGN,Golgi/TGN,1,"CAZy GT",,"Golgi YFP (Bown et al., 2007)",TMD-Golgi,27,49,N-Inside,6,0.178,0.272,0.258,0.292,0.1263333333,0.2493333333,0.3436666667,0.28,0.0755,0.292,0.4,0.233,0.0928333333,0.2828333333,0.3536666667,0.2705,0.124881237,0.2646559581,0.3475150459,0.2629163714,0.1101862675,0.3415801519,0.2579141758,0.2902876679,0.2104,0.2676,0.2828,0.239,0.135,0.286,0.321,0.258
AT1G19360,"Encodes an arabinosyltransferase that modifies extensin proteins in root hair cells.",RRA3,GT77,Golgi/TGN,Golgi/TGN,1,"CAZy GT","extensin glycosylation","Golgi GFP (Velasquez et al., 2011)",TMD-Golgi,16,38,N-Inside,8,0.0910909091,0.1736363636,0.3718181818,0.3634545455,0.0627777778,0.1815555556,0.4234444444,0.3324444444,0.0975,0.1855,0.414,0.30325,0.0574545455,0.1891818182,0.4416363636,0.3118181818,0.1,0.234,0.3975,0.2684166667,0.0706,0.3942,0.1746,0.3602,0.1979090909,0.2701818182,0.2969545455,0.2349090909,0.1507,0.2533,0.3235,0.2723
AT2G35610,"Encodes an arabinosyltransferase that modifies extensin proteins in root hair cells.",XEG113,GT77,Golgi/TGN,Golgi/TGN,1,"CAZy GT","extensin glycosylation","Golgi GFP (Velasquez et al., 2011)",TMD-Golgi,20,42,N-Inside,6,0.1382,0.2842,0.31,0.267,0.129375,0.28125,0.316375,0.273125,0.1232857143,0.3664285714,0.2858571429,0.2241428571,0.0769,0.3513,0.3268,0.2449,0.0887041909,0.2730654473,0.3250296949,0.3131909191,0.1082526065,0.3295402611,0.2626318768,0.2995167726,0.1825555556,0.2557777778,0.2946666667,0.267,0.1376666667,0.2682222222,0.3063333333,0.2876666667
AT5G23850,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Lipopolysaccharide-modifying protein (InterPro:IPR006598), Protein of unknown function DUF821, CAP10-like (InterPro:IPR008539); BEST Arabidopsis thaliana protein match is: Arabidopsis thaliana protein of unknown function (DUF821) (TAIR:AT3G48980.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",,GT90,,Golgi/TGN,0.99,"CAZy GT","novel Golgi protein localised in this study",,TMD-Golgi,38,60,N-Inside,7,0.061,0.374,0.299,0.266,0.1205,0.309,0.3205,0.25,0.045,0.392,0.348,0.216,0.094,0.3283333333,0.3363333333,0.2413333333,0.053,0.263,0.336,0.348,0.102,0.366,0.201,0.33,0.2376666667,0.2416666667,0.268,0.2523333333,0.1216456559,0.2672765251,0.3047786225,0.3062510836
AT1G63420,"CONTAINS InterPro DOMAIN/s: Lipopolysaccharide-modifying protein (InterPro:IPR006598), Protein of unknown function DUF821, CAP10-like (InterPro:IPR008539); BEST Arabidopsis thaliana protein match is: Arabidopsis thaliana protein of unknown function (DUF821) (TAIR:AT3G48980.1); Has 676 Blast hits to 667 proteins in 137 species: Archae - 0; Bacteria - 46; Metazoa - 225; Fungi - 109; Plants - 251; Viruses - 8; Other Eukaryotes - 37 (source: NCBI BLink).",,GT90,,Golgi/TGN,1,"CAZy GT","novel Golgi protein localised in this study",,TMD-Golgi,30,52,N-Inside,4,0.1340402365,0.3112414102,0.2976073434,0.2571039361,0.1901027813,0.2878992647,0.2826182731,0.2393613907,0.104,0.391,0.293,0.212,0.106,0.324,0.3076666667,0.2623333333,0.122268554,0.2841673973,0.3259746791,0.2675611888,0.1298965166,0.3119078306,0.2875866911,0.2705364943,0.1895,0.2618333333,0.2931666667,0.2555,0.165,0.336,0.271,0.228
AT3G08550,"mutant is Dwarfed and shows defects in cell elongation; Cellulose deficient; Plasma Membrane Protein",KOB1,GT92R,,Golgi/TGN,1,"Non-CAZy GT, GT92R","novel Golgi protein localised in this study","PM & internal compartment GFP (Pagant et al., 2002)",TMD-Golgi,27,49,N-Inside,6,0.1389279727,0.2245095528,0.3341234581,0.302540722,0.154161179,0.206415952,0.3316947314,0.3076703872,0.0892857143,0.1562857143,0.4451428571,0.3094285714,0.0831111111,0.191,0.4197777778,0.3057777778,0.1535,0.253,0.3755,0.2185,0.179,0.3125,0.2755,0.233,0.2525,0.308,0.2615,0.1775,0.2025,0.2405,0.3125,0.2445
AT1G04910,"O-fucosyltransferase family protein; CONTAINS InterPro DOMAIN/s: GDP-fucose protein O-fucosyltransferase (InterPro:IPR019378); BEST Arabidopsis thaliana protein match is: O-fucosyltransferase family protein (TAIR:AT1G22460.1); Has 861 Blast hits to 824 proteins in 30 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 861; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",,DUF246,Golgi/TGN,Golgi/TGN,1,"Non-CAZy GT, GT65R",,"Golgi GFP (Dunkley et al., 2006)",TMD-Golgi,21,43,N-Inside,5,0.1016666667,0.2096666667,0.3496666667,0.3383333333,0.10275,0.22825,0.368,0.30125,0.0893333333,0.2183333333,0.4263333333,0.266,0.1381666667,0.2215,0.3686666667,0.2715,0.1326665189,0.2391122914,0.3508591553,0.2773442143,0.0986283727,0.3636147895,0.2238941279,0.3138849838,0.2158,0.2594,0.282,0.2428,0.1733532649,0.2558705303,0.2919571818,0.2787830401
AT1G51630,"O-fucosyltransferase family protein; CONTAINS InterPro DOMAIN/s: GDP-fucose protein O-fucosyltransferase (InterPro:IPR019378); BEST Arabidopsis thaliana protein match is: O-fucosyltransferase family protein (TAIR:AT3G21190.1); Has 751 Blast hits to 749 proteins in 27 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 751; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",,DUF246,,Golgi/TGN,1,"Non-CAZy GT, GT65R",,"Golgi LOPIT (Dunkley et al., 2006 and Sadowski et al., 2008)",TMD-Golgi,7,26,N-Inside,8,0.1248,0.2782,0.3139,0.2832,0.105625,0.2765,0.32675,0.291125,0.0516666667,0.393,0.3236666667,0.2313333333,0.085,0.3445454545,0.3260909091,0.2440909091,0.0986,0.2719333333,0.3445333333,0.2850666667,0.0952941176,0.3248235294,0.2565882353,0.3233529412,0.2067631579,0.2737368421,0.2959473684,0.2235526316,0.1431363636,0.2906363636,0.3047272727,0.2615909091
AT1G62330,"O-fucosyltransferase family protein; CONTAINS InterPro DOMAIN/s: GDP-fucose protein O-fucosyltransferase (InterPro:IPR019378); BEST Arabidopsis thaliana protein match is: O-fucosyltransferase family protein (TAIR:AT1G11990.1); Has 815 Blast hits to 808 proteins in 29 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 815; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",,DUF246,,Golgi/TGN,1,"Non-CAZy GT, GT65R","novel Golgi protein localised in this study",,TMD-Golgi,92,114,N-Inside,4,0.164,0.2195,0.3035,0.313,0.196,0.1935,0.3265,0.283,0.0936666667,0.1943333333,0.4206666667,0.2916666667,0.1182857143,0.216,0.3917142857,0.274,0.1575574589,0.231141428,0.335495754,0.2757861045,0.1161903346,0.3423010245,0.2389856048,0.3025086974,0.2161430108,0.2552662412,0.2776353764,0.250997798,0.1840715346,0.2474395909,0.2896896757,0.2787388119
AT1G76270,"O-fucosyltransferase family protein; CONTAINS InterPro DOMAIN/s: GDP-fucose protein O-fucosyltransferase (InterPro:IPR019378); BEST Arabidopsis thaliana protein match is: O-fucosyltransferase family protein (TAIR:AT1G20550.1); Has 844 Blast hits to 841 proteins in 32 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 2; Plants - 842; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",,DUF246,,Golgi/TGN,0.98,"Non-CAZy GT, GT65R",,"Golgi LOPIT (Dunkley et al., 2006)",TMD-Golgi,17,39,N-Inside,4,0.2756666667,0.245,0.2163333333,0.2623333333,0.1586666667,0.1993333333,0.335,0.307,0.082,0.2,0.446,0.272,0.089,0.2,0.4276666667,0.283,0.1959105371,0.2183727652,0.3151072518,0.2705835399,0.1244084075,0.3384376948,0.2406914352,0.2964930013,0.2007788045,0.2545844598,0.2839152227,0.2607398291,0.1765493249,0.2505148084,0.2929175653,0.2799392976
AT3G21190,"O-fucosyltransferase family protein; CONTAINS InterPro DOMAIN/s: GDP-fucose protein O-fucosyltransferase (InterPro:IPR019378); BEST Arabidopsis thaliana protein match is: O-fucosyltransferase family protein (TAIR:AT1G51630.1); Has 760 Blast hits to 758 proteins in 27 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 760; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",,DUF246,,Golgi/TGN,1,"Non-CAZy GT, GT65R",,"Golgi LOPIT (Dunkley et al., 2006)",TMD-Golgi,7,26,N-Inside,8,0.1083333333,0.2763333333,0.3313333333,0.2841111111,0.1308888889,0.2873333333,0.3155555556,0.2662222222,0.0494444444,0.3488888889,0.3234444444,0.2784444444,0.11825,0.32325,0.3163333333,0.242,0.1358333333,0.2413333333,0.308,0.3148333333,0.1046,0.343,0.2558,0.2964,0.1815,0.27,0.28825,0.26,0.1268,0.292,0.2944,0.287
AT3G26370,"O-fucosyltransferase family protein; CONTAINS InterPro DOMAIN/s: GDP-fucose protein O-fucosyltransferase (InterPro:IPR019378); BEST Arabidopsis thaliana protein match is: O-fucosyltransferase family protein (TAIR:AT4G24530.1); Has 827 Blast hits to 825 proteins in 29 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 827; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",,DUF246,,Golgi/TGN,1,"Non-CAZy GT, GT65R",,"Golgi LOPIT (Dunkley et al., 2006)",TMD-Golgi,80,102,N-Inside,6,0.0726666667,0.2263333333,0.366,0.335,0.1432,0.2474,0.3266,0.283,0.07125,0.269125,0.39,0.2695,0.068375,0.28925,0.367,0.275625,0.109108789,0.2550254703,0.3500549326,0.2857823417,0.0962086567,0.3523170874,0.2423114525,0.3090941826,0.1805,0.28025,0.305,0.234625,0.145,0.254,0.3125,0.2885
AT4G16650,"O-fucosyltransferase family protein; CONTAINS InterPro DOMAIN/s: GDP-fucose protein O-fucosyltransferase (InterPro:IPR019378); BEST Arabidopsis thaliana protein match is: O-fucosyltransferase family protein (TAIR:AT1G76270.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",,DUF246,,Golgi/TGN,1,"Non-CAZy GT, GT65R",,"Golgi LOPIT (Dunkley et al., 2006)",TMD-Golgi,46,68,N-Inside,7,0.144,0.223,0.319,0.314,0.17925,0.20525,0.3385,0.277,0.0718,0.1684,0.476,0.2834,0.097,0.223,0.3745,0.3055,0.178061255,0.2410961812,0.3399258796,0.2409105615,0.097,0.341,0.275,0.287,0.2508,0.2608,0.2632,0.2254,0.239,0.258,0.266,0.237
AT4G17430,"O-fucosyltransferase family protein; CONTAINS InterPro DOMAIN/s: GDP-fucose protein O-fucosyltransferase (InterPro:IPR019378); Has 42 Blast hits to 40 proteins in 15 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 3; Plants - 37; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink).",,DUF246,,Golgi/TGN,1,"Non-CAZy GT, GT65R",,"Golgi LOPIT (Dunkley et al., 2006 and Sadowski et al., 2008)",TMD-Golgi,25,47,N-Inside,3,0.129,0.3195,0.2725,0.279,0.13,0.2455,0.3565,0.268,0.0548410479,0.3168484049,0.3815900474,0.2466766308,0.0817777778,0.3285555556,0.3521111111,0.2372222222,0.0809917486,0.2801245647,0.346675475,0.2921808911,0.1129482065,0.3269755715,0.2737626562,0.2862926795,0.2327639149,0.2536448913,0.269384641,0.2442400382,0.1461976002,0.2631891175,0.2997900429,0.2907661848
AT3G30300,"O-fucosyltransferase family protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: GDP-fucose protein O-fucosyltransferase (InterPro:IPR019378); BEST Arabidopsis thaliana protein match is: O-fucosyltransferase family protein (TAIR:AT3G03810.1); Has 982 Blast hits to 802 proteins in 27 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 982; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",,DUF246,,Golgi/TGN,1,"Non-CAZy GT, GT65R",,"Golgi LOPIT (Sadowski et al., 2008)",TMD-Golgi,13,35,N-Inside,4,0.0977268073,0.2205800499,0.3493676222,0.3323379053,0.0911961727,0.2306857062,0.3531630312,0.3249240572,0.0455,0.202,0.453,0.3,0.024,0.241,0.409,0.326,0.1300206469,0.2352623094,0.3446408379,0.2900157687,0.0989182244,0.3564046557,0.232293516,0.3124053091,0.19125,0.283375,0.296875,0.228625,0.168,0.181,0.357,0.293
AT2G04280,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G12700.1); Has 130 Blast hits to 130 proteins in 16 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 124; Viruses - 0; Other Eukaryotes - 6 (source: NCBI BLink).",,SUB1R,,Golgi/TGN,1,"Non-CAZy GT, GT68R-A","novel Golgi protein localised in this study",,TMD-Golgi,21,43,N-Inside,6,0.0777142857,0.2831428571,0.3608571429,0.278,0.102875,0.30025,0.3421875,0.2549375,0.048,0.417,0.3245,0.2105,0.10225,0.34175,0.3315,0.225,0.0512774448,0.2913082596,0.3644853509,0.2928670603,0.0820029057,0.3562431866,0.2576947876,0.3039560845,0.1429411765,0.2846470588,0.3277647059,0.2446470588,0.045,0.324,0.339,0.292
AT3G56750,"unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G41150.2); Has 128 Blast hits to 128 proteins in 16 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 117; Viruses - 0; Other Eukaryotes - 11 (source: NCBI BLink).",,GT68R,,Golgi/TGN,1,"Non-CAZy GT, GT68R-B",,"Golgi LOPIT (Dunkley et al., 2006 and Sadowski et al., 2008)",TMD-Golgi,19,38,N-Inside,6,0.1322846168,0.2537439385,0.3277587834,0.2862707907,0.1550453487,0.2535554309,0.3201897539,0.2711559345,0.109,0.3036666667,0.3606666667,0.2263333333,0.0963333333,0.2857777778,0.3745555556,0.243,0.13775,0.24175,0.318,0.30275,0.078,0.382,0.221,0.319,0.2276666667,0.271,0.2873333333,0.2136666667,0.1626666667,0.2623333333,0.2946666667,0.2803333333
AT2G41150,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: leaf; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G56750.1); Has 127 Blast hits to 127 proteins in 16 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 117; Viruses - 0; Other Eukaryotes - 10 (source: NCBI BLink).",,GT68R,,Golgi/TGN,0.91,"Non-CAZy GT, GT68R-B","novel Golgi protein localised in this study",,,NA,NA,,4,0.1499152989,0.212448097,0.3006309789,0.3370399141,0.1450723969,0.1962674227,0.3170363093,0.3416150136,0.126441144,0.1726546833,0.3315525659,0.3693362373,0.1284709516,0.1829248715,0.3354643278,0.3531623582,0.222,0.195,0.228,0.356,0.078,0.382,0.221,0.319,0.1835,0.284,0.3115,0.221,0.132,0.295,0.269,0.304
AT5G11730,"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein; INVOLVED IN: biological_process unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Core-2/I-Branching enzyme (InterPro:IPR021141); BEST Arabidopsis thaliana protein match is: Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein (TAIR:AT5G25970.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",,DUF266,,Golgi/TGN,1,"CAZy GTNC, GT14R",,"Golgi LOPIT (Sadowski et al., 2008)",TMD-Golgi,30,52,N-Inside,8,0.0703333333,0.267,0.3536666667,0.3083333333,0.11425,0.35225,0.2865,0.24675,0.0594285714,0.3142857143,0.3512857143,0.2748571429,0.0819411765,0.3305882353,0.3301176471,0.2571176471,0.1216,0.2566,0.3439,0.2782,0.1001666667,0.3335,0.2275,0.3388333333,0.182,0.2713333333,0.3096666667,0.2369166667,0.1261111111,0.279,0.3134444444,0.2812222222
