  Protein IDs,  Majority protein IDs,  Protein names,  Gene names,  Organelle,  Protein complex,  Main organelle_all,  Second organelle_all,  Alpha_all,  Corr_all,  Main organelle_LFD,  Second organelle_LFD,  Alpha_LFD,  Corr_LFD,  Main organelle_HFD3,  Second organelle_HFD3,  Alpha_HFD3,  Corr_HFD3,  Main organelle_HFD12,  Second organelle_HFD12,  Alpha_HFD12,  Corr_HFD12,,,,,,,,,,
P62843;F7ANJ3,P62843,40S ribosomal protein S15,Rps15,,Ribosome,ER,Mitochondria,0,0.932992,ER,Endosome,0.241427,0.895329,ER,Peroxisome,0,0.906141,ER,Golgi-LD,0,0.937574,,,,,,,,,,
P62849;P62849-2;P62849-3,P62849;P62849-2;P62849-3,40S ribosomal protein S24,Rps24,,Ribosome,ER,PM,0,0.943033,ER,PM,0,0.934505,ER,Lysosome,0.159679,0.882356,ER,Endosome,0,0.930526,,,,,,,,,,
P62852,P62852,40S ribosomal protein S25,Rps25,,Ribosome,ER,Lysosome,0,0.929161,ER,Lysosome,0,0.922909,ER,Lysosome,0,0.884188,ER,Lysosome,0,0.903879,,,,,,,,,,
P62855,P62855,40S ribosomal protein S26,Rps26,,Ribosome,ER,Endosome,0.14464,0.883492,ER,Endosome,0.244375,0.823249,ER,Endosome,0.234812,0.826293,ER,Lysosome,0,0.865325,,,,,,,,,,
P62858;G3UYV7;J3QNN8,P62858;G3UYV7;J3QNN8,40S ribosomal protein S28,Rps28;Gm10263,,Ribosome,ER,Endosome,0.221556,0.926698,ER,Endosome,0.374211,0.881029,ER,Endosome,0.24352,0.909257,ER,Lysosome,0.252466,0.89387,,,,,,,,,,
P62862;Q642K5,P62862;Q642K5,40S ribosomal protein S30,Fau,,Ribosome,ER,Lysosome,0,0.911547,ER,Lysosome,0,0.825285,ER,Lysosome,0,0.759856,ER,Mitochondria,0.221839,0.87223,,,,,,,,,,
P62889,P62889,60S ribosomal protein L30,Rpl30,,Ribosome,ER,Endosome,0.158132,0.93755,ER,Endosome,0.322268,0.924333,ER,Endosome,0.227923,0.924922,ER,Mitochondria,0,0.925766,,,,,,,,,,
P62900;A0A0A6YX26;A0A0A6YXL3,P62900;A0A0A6YX26;A0A0A6YXL3,60S ribosomal protein L31,Rpl31,,Ribosome,ER,Peroxisome,0,0.971953,ER,Peroxisome,0,0.942469,ER,Peroxisome,0,0.943086,ER,Cytoplasm,0,0.934809,,,,,,,,,,
P62908;D3YV43,P62908;D3YV43,40S ribosomal protein S3,Rps3,,Ribosome,ER,Peroxisome,0,0.953877,ER,Peroxisome,0,0.9415,ER,Peroxisome,0,0.95031,ER,Golgi-LD,0,0.962545,,,,,,,,,,
P62911,P62911,60S ribosomal protein L32,Rpl32,,Ribosome,ER,Peroxisome,0,0.928221,ER,Endosome,0.195496,0.911111,ER,Peroxisome,0,0.910248,ER,Cytoplasm,0,0.952268,,,,,,,,,,
P62918,P62918,60S ribosomal protein L8,Rpl8,,Ribosome,ER,Peroxisome,0,0.951807,ER,Endosome,0.175126,0.933062,ER,Peroxisome,0,0.960669,ER,Lysosome,0,0.942716,,,,,,,,,,
P63276,P63276,40S ribosomal protein S17,Rps17,,Ribosome,ER,Lysosome,0,0.924382,ER,Endosome,0.09049,0.892471,ER,PM,0,0.881658,ER,Lysosome,0,0.927902,,,,,,,,,,
P63325;Q3UW83,P63325;Q3UW83,40S ribosomal protein S10,Rps10,,Ribosome,ER,LD,0,0.930961,ER,Lysosome,0,0.907527,ER,PM,0,0.912606,ER,Peroxisome,0,0.899937,,,,,,,,,,
P67984,P67984,60S ribosomal protein L22,Rpl22,,Ribosome,ER,Peroxisome,0,0.95203,ER,Endosome,0.148463,0.888149,ER,Peroxisome,0,0.948602,ER,Endosome,0,0.965937,,,,,,,,,,
P83882;A0A0A6YW33,P83882,60S ribosomal protein L36a,Rpl36a,,Ribosome,ER,Peroxisome,0,0.915477,ER,Endosome,0.182282,0.903791,ER,Peroxisome,0,0.883796,ER,PM,0,0.897446,,,,,,,,,,
P84099;A2A547,P84099;A2A547,60S ribosomal protein L19;Ribosomal protein L19,Rpl19,,Ribosome,ER,Peroxisome,0,0.937271,ER,Endosome,0.122169,0.891451,ER,Peroxisome,0,0.920519,ER,Nucleus,0.12232,0.905281,,,,,,,,,,
P97351,P97351,40S ribosomal protein S3a,Rps3a,,Ribosome,ER,Peroxisome,0,0.961448,ER,Endosome,0.164147,0.933735,ER,Peroxisome,0,0.965328,ER,Golgi-LD,0,0.948863,,,,,,,,,,
P99027,P99027,60S acidic ribosomal protein P2,Rplp2,,Ribosome,ER,Endosome,0.106542,0.916406,ER,Endosome,0.226183,0.878547,ER,Endosome,0.21456,0.90694,ER,Mitochondria,0.110435,0.91423,,,,,,,,,,
Q5XJF6;P53026;D6RE43,Q5XJF6;P53026,Ribosomal protein;60S ribosomal protein L10a,Rpl10a,,Ribosome,ER,Peroxisome,0,0.954393,ER,Peroxisome,0,0.951929,ER,Peroxisome,0,0.943654,ER,PM,0,0.966192,,,,,,,,,,
Q6ZWN5;F7CJS8;D3YWH9;Q9CXW7;D3Z673;D3YUV6,Q6ZWN5;F7CJS8;D3YWH9;Q9CXW7,40S ribosomal protein S9,Rps9,,Ribosome,ER,Peroxisome,0,0.955024,ER,Endosome,0.201775,0.948668,ER,Peroxisome,0,0.948525,ER,Peroxisome,0,0.928542,,,,,,,,,,
Q6ZWU9;A0A0G2JDW7;A0A0G2JG29;A0A0G2JEX7,Q6ZWU9;A0A0G2JDW7;A0A0G2JG29,40S ribosomal protein S27,Rps27,,Ribosome,ER,Mitochondria,0.121806,0.789142,ER,Lysosome,0,0.688426,ER,PM,0.293254,0.737158,ER,Mitochondria,0.307253,0.635304,,,,,,,,,,
Q6ZWV3;I7HLV2;P86048;B7FAU6,Q6ZWV3;I7HLV2;P86048;B7FAU6,60S ribosomal protein L10;60S ribosomal protein L10-like,Rpl10;Rpl10l,,Ribosome,ER,Peroxisome,0,0.940254,ER,Endosome,0.179401,0.906104,ER,Peroxisome,0,0.945912,ER,Lysosome,0,0.935312,,,,,,,,,,
Q6ZWV7;G3UWD7;F6XS56;F6YXU0,Q6ZWV7;G3UWD7,60S ribosomal protein L35,Rpl35;Gm10269,,Ribosome,ER,Cytoplasm,0,0.941625,ER,Endosome,0.102657,0.895585,ER,Peroxisome,0,0.919095,ER,PM,0.032134,0.909336,,,,,,,,,,
Q6ZWY3;D6RH49;D3YYB0,Q6ZWY3;D6RH49;D3YYB0,40S ribosomal protein S27-like;40S ribosomal protein S27,Rps27l,,Ribosome,ER,Golgi,0.118594,0.862261,ER,Endosome,0.353014,0.819491,ER,PM,0,0.895808,ER,Mitochondria,0.286608,0.824691,,,,,,,,,,
Q6ZWZ4;P47964;D3YX71,Q6ZWZ4;P47964,60S ribosomal protein L36,Rpl36,,Ribosome,ER,Peroxisome,0,0.908174,ER,Endosome,0.397386,0.88443,ER,Endosome,0.145646,0.842719,ER,Nucleus,0.107747,0.891892,,,,,,,,,,
Q6ZWZ6;P63323,Q6ZWZ6;P63323,40S ribosomal protein S12,Rps12,,Ribosome,ER,PM,0,0.935085,ER,PM,0,0.926305,ER,Peroxisome,0,0.860701,ER,PM,0,0.935976,,,,,,,,,,
Q8BP67;F6RSK3,Q8BP67,60S ribosomal protein L24,Rpl24,,Ribosome,ER,Lysosome,0,0.962585,ER,Lysosome,0,0.962207,ER,PM,0,0.947387,ER,Endosome,0,0.950171,,,,,,,,,,
Q91V55;P97461;D3YYM6,Q91V55;P97461;D3YYM6,"40S ribosomal protein S5;40S ribosomal protein S5, N-terminally processed",Rps5,,Ribosome,ER,Peroxisome,0,0.972134,ER,Peroxisome,0,0.946412,ER,Peroxisome,0,0.971521,ER,Peroxisome,0,0.957928,,,,,,,,,,
Q9CPR4;Q6ZWZ7,Q9CPR4;Q6ZWZ7,60S ribosomal protein L17,Rpl17,,Ribosome,ER,PM,0,0.957513,ER,Peroxisome,0,0.946749,ER,Peroxisome,0,0.951854,ER,Endosome,0,0.948008,,,,,,,,,,
Q9CQR2,Q9CQR2,40S ribosomal protein S21,Rps21,,Ribosome,ER,Peroxisome,0,0.943774,ER,Endosome,0.130884,0.907218,ER,Endosome,0.234675,0.910408,ER,PM,0,0.921179,,,,,,,,,,
Q9CR57,Q9CR57,60S ribosomal protein L14,Rpl14,,Ribosome,ER,Cytoplasm,0,0.966253,ER,Lysosome,0,0.945907,ER,PM,0,0.95604,ER,Golgi-LD,0,0.96421,,,,,,,,,,
Q9CXW4;E9PYL9;A2BH06,Q9CXW4;E9PYL9;A2BH06,60S ribosomal protein L11,Rpl11;Gm10036,,Ribosome,ER,Peroxisome,0,0.958413,ER,PM,0,0.952446,ER,Peroxisome,0,0.94793,ER,Endosome,0,0.953356,,,,,,,,,,
Q9CZM2;E9QAZ2;B8JKK2,Q9CZM2;E9QAZ2,60S ribosomal protein L15;Ribosomal protein L15,Rpl15;Gm10020,,Ribosome,ER,Peroxisome,0,0.940045,ER,Peroxisome,0,0.935319,ER,Peroxisome,0,0.962117,ER,Lysosome,0,0.906816,,,,,,,,,,
Q9CZX8;D3YUT3;D3Z5R8;D3Z722;D3YUG3;S4R223,Q9CZX8;D3YUT3;D3Z5R8;D3Z722;D3YUG3,40S ribosomal protein S19,Rps19,,Ribosome,ER,Peroxisome,0,0.959152,ER,Peroxisome,0,0.940339,ER,Peroxisome,0,0.953807,ER,Endosome,0,0.950601,,,,,,,,,,
Q9D1R9;A0A0G2JEY6;A0A0G2JGY8;D3YWC0,Q9D1R9;A0A0G2JEY6;A0A0G2JGY8,60S ribosomal protein L34,Rpl34,,Ribosome,ER,Peroxisome,0,0.946989,ER,Lysosome,0,0.916387,ER,Peroxisome,0,0.934944,ER,Lysosome,0.144624,0.912776,,,,,,,,,,
Q9D8E6,Q9D8E6,60S ribosomal protein L4,Rpl4,,Ribosome,ER,Peroxisome,0,0.965587,ER,Peroxisome,0,0.951191,ER,Peroxisome,0,0.972843,ER,Cytoplasm,0,0.959619,,,,,,,,,,
Q9JJI8,Q9JJI8,60S ribosomal protein L38,Rpl38,,Ribosome,ER,Peroxisome,0,0.965783,ER,Peroxisome,0,0.959968,ER,Peroxisome,0,0.957262,ER,Golgi-LD,0,0.948794,,,,,,,,,,
Q9JHW4,Q9JHW4,Selenocysteine-specific elongation factor,Eefsec,,Ribosome,ER,Endosome,0.3066,0.927302,ER,Endosome,0.337169,0.909571,ER,Endosome,0.412519,0.905386,ER,Mitochondria,0,0.93053,,,,,,,,,,
Q6A0A2;Q6A0A2-3;Q6A0A2-2;A0A087WPU9,Q6A0A2;Q6A0A2-3;Q6A0A2-2,La-related protein 4B,Larp4b,,Ribosome,ER,Lysosome,0,0.833954,ER,Lysosome,0,0.824048,ER,Golgi,0.216058,0.693005,ER,Mitochondria,0.234075,0.728131,,,,,,,,,,
P10126;D3YZ68;D3Z3I8,P10126,Elongation factor 1-alpha 1,Eef1a1,,Translation,Cytoplasm,Endosome,0.304171,0.894009,Cytoplasm,Endosome,0.408101,0.84289,Cytoplasm,Endosome,0.293304,0.910439,Cytoplasm,Endosome,0.201203,0.902593,,,,,,,,,,
P46061,P46061,Ran GTPase-activating protein 1,Rangap1,,Translation,Nucleus,Golgi,0.471451,0.471186,Cytoplasm,Nucleus,0.194716,0.550743,Nucleus,Golgi,0.51115,0.615706,Endosome,Peroxisome,0,0.703709,,,,,,,,,,
P62137,P62137,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,Ppp1ca,,Translation,Cytoplasm,Endosome,0.49339,0.633496,Cytoplasm,Lysosome,0.339385,0.548466,Cytoplasm,Endosome,0.396077,0.76192,Endosome,Cytoplasm,0.257698,0.603256,,,,,,,,,,
Q3UBZ5;A2A9W3;A2A9W1;Q3UBZ5-2,Q3UBZ5;A2A9W3;A2A9W1;Q3UBZ5-2,MIF4G domain-containing protein,Mif4gd,,Translation,Cytoplasm,Golgi,0.442044,0.542404,Cytoplasm,Golgi,0.484441,0.616081,Cytoplasm,Endosome,0.372958,0.481513,Cytoplasm,Endosome,0.538043,0.237211,,,,,,,,,,
Q3UGC7;Q66JS6,Q3UGC7;Q66JS6,Eukaryotic translation initiation factor 3 subunit J-A;Eukaryotic translation initiation factor 3 subunit J-B,Eif3j1;Eif3j2,,Translation,Cytoplasm,Endosome,0.416005,0.726899,Cytoplasm,Golgi,0.622488,0.791882,Cytoplasm,Golgi,0.4789,0.748385,Cytoplasm,Endosome,0.444459,0.813733,,,,,,,,,,
Q6PEE2;E9Q1U6;Q6PEE2-2,Q6PEE2;E9Q1U6;Q6PEE2-2,CBP80/20-dependent translation initiation factor,Ctif,,Translation,Cytoplasm,Lysosome,0.218234,0.746532,Cytoplasm,Endosome,0.411834,0.663306,Cytoplasm,Lysosome,0.212548,0.630776,Cytoplasm,Lysosome,0.260499,0.594804,,,,,,,,,,
Q8BX17;A2AFQ9;E9PUU4;F7CKD6,Q8BX17;A2AFQ9;E9PUU4,Gem-associated protein 5,Gemin5,,Translation,Endosome,Cytoplasm,0.362017,0.688783,Cytoplasm,Golgi,0.818428,0.533642,Cytoplasm,Golgi,0.664188,0.587636,Endosome,Cytoplasm,0.223123,0.594982,,,,,,,,,,
Q8JZQ9;A0A0G2JG48,Q8JZQ9,Eukaryotic translation initiation factor 3 subunit B,Eif3b,,Translation,Cytoplasm,Endosome,0.634554,0.698634,Cytoplasm,Golgi,0.722209,0.679225,Cytoplasm,Endosome,0.633804,0.638454,Cytoplasm,Endosome,0.559555,0.755471,,,,,,,,,,
Q99LC8;D3Z151;D3YZ05;A0A0G2JEF1,Q99LC8;D3Z151,Translation initiation factor eIF-2B subunit alpha,Eif2b1,,Translation,Cytoplasm,Endosome,0.350478,0.836331,Cytoplasm,Endosome,0.446967,0.720556,Cytoplasm,Endosome,0.397161,0.778287,Cytoplasm,Endosome,0.219049,0.882453,,,,,,,,,,
Q99LD9;D3Z487;D3Z7J6,Q99LD9;D3Z487;D3Z7J6,Translation initiation factor eIF-2B subunit beta,Eif2b2,,Translation,Cytoplasm,Endosome,0.338715,0.864444,Cytoplasm,Endosome,0.459451,0.732711,Cytoplasm,Endosome,0.311919,0.880185,Cytoplasm,Endosome,0.258989,0.891852,,,,,,,,,,
Q9D1M0,Q9D1M0,Protein SEC13 homolog,Sec13,,Translation,Cytoplasm,Golgi,0.350766,0.766094,Cytoplasm,Golgi,0.677521,0.9302,Cytoplasm,Golgi,0.444729,0.836574,Cytoplasm,Endosome,0.281932,0.790488,,,,,,,,,,
Q9JHU4;F6ZX84,Q9JHU4,Cytoplasmic dynein 1 heavy chain 1,Dync1h1,,Translation,Cytoplasm,Endosome,0.410694,0.868204,Cytoplasm,Endosome,0.473063,0.841423,Cytoplasm,Endosome,0.468341,0.857041,Cytoplasm,Endosome,0.32092,0.891461,,,,,,,,,,
Q9JLN9;Q9JLN9-2,Q9JLN9,Serine/threonine-protein kinase mTOR,Mtor,,Translation,Cytoplasm,Endosome,0.484426,0.781928,Cytoplasm,Endosome,0.52349,0.747407,Cytoplasm,Endosome,0.543397,0.629381,Cytoplasm,Endosome,0.369107,0.842705,,,,,,,,,,
Q9QZD9;A2AE03,Q9QZD9;A2AE03,Eukaryotic translation initiation factor 3 subunit I,Eif3i,,Translation,Cytoplasm,Endosome,0.593085,0.681991,Cytoplasm,Golgi,0.747733,0.701455,Cytoplasm,Golgi,0.527938,0.643106,Cytoplasm,Endosome,0.512731,0.692621,,,,,,,,,,
P10630;Q8BTU6;D6RJ60,P10630;Q8BTU6,"Eukaryotic initiation factor 4A-II;Eukaryotic initiation factor 4A-II, N-terminally processed",Eif4a2,,Translation,Cytoplasm,Endosome,0.479596,0.874729,Cytoplasm,Endosome,0.519131,0.837893,Cytoplasm,Endosome,0.546765,0.893136,Cytoplasm,Endosome,0.363409,0.771889,,,,,,,,,,
P21570,P21570,Angiogenin,Ang,,Translation,Cytoplasm,LD,0.609262,0.441337,Cytoplasm,LD,0.355157,0.259119,Cytoplasm,Nucleus,0.408867,0.256186,Cytoplasm,Golgi-LD,0.737601,0.483675,,,,,,,,,,
P48024,P48024,Eukaryotic translation initiation factor 1,Eif1,,Translation,Cytoplasm,Endosome,0.464937,0.873816,Cytoplasm,Endosome,0.567951,0.75899,Cytoplasm,Endosome,0.341463,0.831835,Cytoplasm,Endosome,0.534533,0.883166,,,,,,,,,,
Q8BGD9,Q8BGD9,Eukaryotic translation initiation factor 4B,Eif4b,,Translation,Cytoplasm,Endosome,0.440065,0.803459,Cytoplasm,Golgi,0.588667,0.829892,Cytoplasm,Golgi,0.503561,0.814913,Cytoplasm,Endosome,0.395545,0.828112,,,,,,,,,,
Q8BK63;Q8BK63-2;H7BXB1;E9Q4G7;E9PWB2;E9Q2U6;E9Q3W1;F6YBC9,Q8BK63;Q8BK63-2;H7BXB1;E9Q4G7;E9PWB2;E9Q2U6;E9Q3W1,Casein kinase I isoform alpha,Csnk1a1,,Translation,Nucleus,Cytoplasm,0.545886,0.27303,Cytoplasm,Endosome,0.596004,0.38178,Cytoplasm,Nucleus,0.597473,0.223268,Cytoplasm,Nucleus,0.402255,0.354368,,,,,,,,,,
Q8BMJ3;J3QNT6;J3QPQ5;Q3UT53;D3Z367,Q8BMJ3,"Eukaryotic translation initiation factor 1A, X-chromosomal",Eif1ax,,Translation,Cytoplasm,Endosome,0.37781,0.783468,Cytoplasm,Golgi,0.521461,0.805754,Cytoplasm,Golgi,0.47381,0.799359,Cytoplasm,Endosome,0.387438,0.761647,,,,,,,,,,
Q8C0D5;D3Z1V3,Q8C0D5,Elongation factor Tu GTP-binding domain-containing protein 1,Eftud1,,Translation,Cytoplasm,Golgi,0.240995,0.823637,Cytoplasm,Golgi,0.552365,0.896358,Cytoplasm,Golgi,0.284191,0.832668,Cytoplasm,Endosome,0.149324,0.854571,,,,,,,,,,
B1AUN2;Q3UKV0;B1AUN3,B1AUN2;Q3UKV0;B1AUN3,,Eif2b3,,Translation,Cytoplasm,Endosome,0.441278,0.792744,Endosome,Cytoplasm,0.372668,0.790328,Cytoplasm,Endosome,0.431477,0.818963,Cytoplasm,Endosome,0.243763,0.878599,,,,,,,,,,
O35326;Q9D8S5;S4R2G3,O35326;Q9D8S5,Serine/arginine-rich splicing factor 5,Srsf5,,Translation,Endosome,Nucleus,0.121167,0.696547,Endosome,Peroxisome,0,0.71909,Endosome,Cytoplasm,0.194907,0.672398,Nucleus,Endosome,0.605935,0.463698,,,,,,,,,,
O35841,O35841,Apoptosis inhibitor 5,Api5,,Translation,Endosome,Cytoplasm,0.191135,0.733224,Endosome,Nucleus,0.109259,0.703866,Endosome,Cytoplasm,0.250664,0.679653,Endosome,Cytoplasm,0.278296,0.668782,,,,,,,,,,
O70194,O70194,Eukaryotic translation initiation factor 3 subunit D,Eif3d,,Translation,Endosome,Cytoplasm,0.332187,0.693938,Endosome,Golgi,0.224207,0.654885,Cytoplasm,Endosome,0.633882,0.652759,Cytoplasm,Endosome,0.575414,0.743704,,,,,,,,,,
P23116,P23116,Eukaryotic translation initiation factor 3 subunit A,Eif3a,,Translation,Endosome,Cytoplasm,0.290576,0.684293,Endosome,Golgi,0.294126,0.657517,ER,Endosome,0.905993,0.513074,Endosome,Cytoplasm,0.297207,0.73141,,,,,,,,,,
P59325,P59325,Eukaryotic translation initiation factor 5,Eif5,,Translation,Endosome,Lysosome,0,0.837101,Endosome,Lysosome,0,0.770203,Cytoplasm,Endosome,0.587135,0.797359,Endosome,Lysosome,0,0.885319,,,,,,,,,,
P60229,P60229,Eukaryotic translation initiation factor 3 subunit E,Eif3e,,Translation,Endosome,Cytoplasm,0.316703,0.678305,Endosome,Golgi,0.352412,0.65297,Endosome,Cytoplasm,0.305462,0.65228,Cytoplasm,Endosome,0.648753,0.694383,,,,,,,,,,
P63073;A0A0G2JGT5;A0A0G2JH04;A0A0G2JFB4;A0A0G2JG98,P63073;A0A0G2JGT5;A0A0G2JH04;A0A0G2JFB4,Eukaryotic translation initiation factor 4E,Eif4e,,Translation,Endosome,PM,0,0.815927,Endosome,Cytoplasm,0.244465,0.791423,Endosome,Cytoplasm,0.217178,0.788083,Endosome,Cytoplasm,0.11037,0.707094,,,,,,,,,,
P70122;F6TN03;D6REV5,P70122;F6TN03,Ribosome maturation protein SBDS,Sbds,,Translation,Endosome,Cytoplasm,0.174872,0.894986,Endosome,Cytoplasm,0.183358,0.80914,Endosome,Cytoplasm,0.271151,0.841526,Endosome,Cytoplasm,0.145725,0.878783,,,,,,,,,,
Q03160;A2A555;Q60760;Q60760-3;Q60760-2,Q03160,Growth factor receptor-bound protein 7,Grb7,,Translation,Endosome,Cytoplasm,0.424428,0.796629,Endosome,Cytoplasm,0.38644,0.707817,Cytoplasm,Endosome,0.521496,0.6813,Cytoplasm,Endosome,0.611187,0.613315,,,,,,,,,,
Q61749-2;Q61749;D3Z780;F7CPG6,Q61749-2;Q61749;D3Z780,Translation initiation factor eIF-2B subunit delta,Eif2b4,,Translation,Endosome,Lysosome,0,0.74203,Endosome,Lysosome,0,0.579521,Cytoplasm,Endosome,0.682045,0.735601,Endosome,Lysosome,0,0.752117,,,,,,,,,,
Q61990-2;P57722;P57722-2;E9Q7D8;G3UYM5,Q61990-2,Poly(rC)-binding protein 2,Pcbp2,,Translation,Endosome,Lysosome,0,0.793233,Endosome,Lysosome,0,0.712674,ER,Endosome,0.854285,0.52941,Endosome,Lysosome,0,0.747281,,,,,,,,,,
Q6P6M7;D6RGM2;F6YLP3;F6ZFG8,Q6P6M7,O-phosphoseryl-tRNA(Sec) selenium transferase,Sepsecs,,Translation,Endosome,Cytoplasm,0.373434,0.861538,Endosome,Cytoplasm,0.34416,0.778078,Cytoplasm,Endosome,0.461197,0.824448,Endosome,Cytoplasm,0.287859,0.76113,,,,,,,,,,
Q8CHW4;F6T9C3,Q8CHW4,Translation initiation factor eIF-2B subunit epsilon,Eif2b5,,Translation,Cytoplasm,Endosome,0.465712,0.821243,Endosome,Cytoplasm,0.399118,0.750701,Cytoplasm,Endosome,0.483713,0.666208,Cytoplasm,Endosome,0.308113,0.863236,,,,,,,,,,
Q8QZY1,Q8QZY1,Eukaryotic translation initiation factor 3 subunit L,Eif3l,,Translation,Endosome,Cytoplasm,0.328389,0.670524,Endosome,Golgi,0.356141,0.663883,Cytoplasm,Endosome,0.681148,0.625996,Cytoplasm,Endosome,0.656907,0.766049,,,,,,,,,,
Q8R1B4,Q8R1B4,Eukaryotic translation initiation factor 3 subunit C,Eif3c,,Translation,Endosome,Cytoplasm,0.314511,0.652574,Endosome,Golgi,0.2461,0.60746,ER,Endosome,0.812197,0.447576,Cytoplasm,Endosome,0.598534,0.740416,,,,,,,,,,
Q91WK2,Q91WK2,Eukaryotic translation initiation factor 3 subunit H,Eif3h,,Translation,Endosome,Cytoplasm,0.290734,0.696136,Endosome,Golgi,0.335274,0.717813,ER,Endosome,0.954672,0.566325,Cytoplasm,Endosome,0.6186,0.711273,,,,,,,,,,
Q99JX4;A2A702;A2A701,Q99JX4;A2A702,Eukaryotic translation initiation factor 3 subunit M,Eif3m,,Translation,Endosome,Lysosome,0,0.741383,Endosome,Lysosome,0,0.656463,Endosome,Cytoplasm,0.239522,0.733755,Endosome,Cytoplasm,0.344247,0.760955,,,,,,,,,,
Q9DBZ5;Q9DBZ5-2,Q9DBZ5;Q9DBZ5-2,Eukaryotic translation initiation factor 3 subunit K,Eif3k,,Translation,Endosome,Cytoplasm,0.291514,0.694779,Endosome,Golgi,0.367603,0.672603,Cytoplasm,Endosome,0.646373,0.660404,Endosome,Cytoplasm,0.231711,0.717006,,,,,,,,,,
Q9DCH4,Q9DCH4,Eukaryotic translation initiation factor 3 subunit F,Eif3f,,Translation,Endosome,Cytoplasm,0.299534,0.67069,Endosome,Lysosome,0,0.678737,Endosome,Lysosome,0,0.715016,Cytoplasm,Endosome,0.51618,0.711426,,,,,,,,,,
Q9Z1D1,Q9Z1D1,Eukaryotic translation initiation factor 3 subunit G,Eif3g,,Translation,Endosome,Cytoplasm,0.28714,0.714286,Endosome,Golgi,0.363274,0.72262,Cytoplasm,Endosome,0.702755,0.664753,Endosome,Cytoplasm,0.296101,0.75471,,,,,,,,,,
Q9Z1Z2,Q9Z1Z2,Serine-threonine kinase receptor-associated protein,Strap,,Translation,Endosome,Cytoplasm,0.384004,0.90283,Endosome,Cytoplasm,0.341386,0.861637,Cytoplasm,Endosome,0.548235,0.846248,Cytoplasm,Endosome,0.587693,0.878086,,,,,,,,,,
Q8BTV2;Q8BTV2-2;Q8BTV2-3,Q8BTV2;Q8BTV2-2;Q8BTV2-3,Cleavage and polyadenylation specificity factor subunit 7,Cpsf7,,Translation,Nucleus,Golgi,0.568421,0.684238,Endosome,Golgi,0.576091,0.64292,Nucleus,Golgi,0.662415,0.687183,Nucleus,Endosome,0.0512544,0.540499,,,,,,,,,,
A0A087WQN7;F8VQ87;P97789;P97789-2;P97789-3;A0A087WNV6,A0A087WQN7;F8VQ87;P97789;P97789-2;P97789-3;A0A087WNV6,5-3 exoribonuclease 1,Xrn1,,Translation,Endosome,Lysosome,0.535913,0.859481,Endosome,ER,0.445889,0.783723,Endosome,Lysosome,0.549466,0.840373,Endosome,Lysosome,0.609527,0.801633,,,,,,,,,,
A0A0A6YWB0;A0A0A6YVV8;Q9JKP5;A0A0A6YXE3;G3X9Q0;A0A0A6YXP3;Q8R003;A0A0A6YXL7;A0A0A6YWG1;A0A0A6YXQ4;S4R267;A0A0A6YWJ5;Q3U570;Q3U581,A0A0A6YWB0;A0A0A6YVV8;Q9JKP5;A0A0A6YXE3;G3X9Q0;A0A0A6YXP3,Muscleblind-like protein 1,Mbnl1,,Translation,Endosome,Nucleus,0.0995625,0.647314,Endosome,Nucleus,0.154862,0.621116,ER,Endosome,0.669449,0.475165,Nucleus,Lysosome,0.756427,0.455954,,,,,,,,,,
A0A0B4J1E3;P40694;D3Z5P5;D6RFT3,A0A0B4J1E3;P40694;D3Z5P5,DNA-binding protein SMUBP-2,Ighmbp2,,Translation,Endosome,Lysosome,0.55613,0.764172,Endosome,Lysosome,0.299242,0.651719,Lysosome,Cytoplasm,0.147901,0.802603,Lysosome,ER,0,0.818176,,,,,,,,,,
A2A5R8;Q9DBE7;A2A5S3;V9GX87,A2A5R8;Q9DBE7;A2A5S3;V9GX87,,Stau1,,Translation,Endosome,ER,0.522423,0.916698,Endosome,ER,0.361088,0.867528,ER,Endosome,0.572882,0.924484,ER,Lysosome,0.493888,0.940524,,,,,,,,,,
A2AJ72;Q3TIX6;A0A0A6YVV5;A2AJ71;A0A0A6YY39;F7AM43;A0A0A6YX76;F6W2V3,A2AJ72;Q3TIX6,,Fubp3,,Translation,Endosome,ER,0.211219,0.82795,Endosome,Cytoplasm,0,0.848317,Endosome,Nucleus,0.146998,0.703256,Endosome,ER,0.381758,0.794398,,,,,,,,,,
A2AT37;F6Q3G7,A2AT37,,Upf2,,Translation,Endosome,Nucleus,0.0424685,0.83999,Endosome,Golgi,0,0.762644,Endosome,Nucleus,0.0795568,0.757386,Endosome,PM,0.287041,0.855839,,,,,,,,,,
B1AY10;B1AY10-2,B1AY10;B1AY10-2,Transcriptional repressor NF-X1,Nfx1,,Translation,Endosome,Lysosome,0.294361,0.790656,Endosome,ER,0.0155997,0.719601,Endosome,Golgi,0,0.764416,Lysosome,Cytoplasm,0.0932126,0.840834,,,,,,,,,,
D3YTQ3;F6VQH5,D3YTQ3;F6VQH5,,Hnrnpdl,,Translation,Nucleus,ER,0.637998,0.663976,Endosome,Nucleus,0.206106,0.637887,Nucleus,ER,0.698882,0.659671,Nucleus,Endosome,0.402615,0.497514,,,,,,,,,,
